,Synsets,domain,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,ngrams_last_mean,partrels_normalised,depthfromtopsynset_normalised_x,glosslength_normalised_x,All_CHILDES_mean_x,All_CHILDES_mean_log_x,CHILDES_sum_x,CHILDES_Sum_log_x,CHILDES_max_x,CHILDES_max_log_x,CHILDES_Rel_Mean,CHILDES_Rel_Sum,CHILDES_Rel_max,CHILDES_Rel_Mean_log,CHILDES_Rel_Sum_log,CHILDES_Rel_max_log,"CHILDES_per100,000",KBNC_mean_x,KBNC_mean_log_x,KBNC_Sum_x,KBNC_Sum_log_x,KBNC_max_x,KBNC_max_log_x,KBNC_Rel_Mean,KBNC_Rel_Sum,KBNC_Rel_max,KBNC_Rel_Mean_log,KBNC_Rel_Sum_log,KBNC_Rel_max_log,"KBNC_per100,000",CABNC_mean_x,CABNC_mean_log_x,CABNC_sum_x,CABNC_Sum_log_x,CABNC_max_x,CABNC_max_log_x,CABNC_Rel_Mean,CABNC_Rel_Sum,CABNC_Rel_max,CABNC_Rel_Mean_log,CABNC_Rel_Sum_log,CABNC_Rel_max_log,"CABNC_per100,000",BNC_mean_x,BNC_mean_log_x,BNC_sum_x,BNC_Sum_log_x,BNC_max_x,BNC_max_log_x,BNC_Rel_Mean,BNC_Rel_Sum,BNC_Rel_max,BNC_Rel_Mean_log,BNC_Rel_Sum_log,BNC_Rel_max_log,"BNC_per100,000",KBNC_appear
145,Synset('bing_cherry.n.01'),fruit,0,1,0,9,33,11,1,1,-21.34308924,0.0,1.1264294790343077,0.5233456770246337,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
146,Synset('bitter_orange.n.02'),fruit,0,1,1,9,49,11,3,2,-17.74868699,1.3401360544217686,1.1264294790343077,0.7770890355820319,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
147,Synset('black_currant.n.02'),fruit,0,1,1,9,44,13,1,2,-16.77684889,1.3401360544217686,1.1264294790343077,0.697794236032845,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
148,Synset('blackheart.n.02'),fruit,0,1,0,10,44,10,2,2,-19.90968477,0.0,1.2515883100381195,0.697794236032845,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
149,Synset('bosc.n.01'),fruit,0,1,0,8,20,4,1,1,-19.78078186,0.0,1.0012706480304956,0.3171791981967477,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
150,Synset('boysenberry.n.02'),fruit,0,1,1,8,74,11,1,2,-18.31752641,1.3401360544217686,1.0012706480304956,1.1735630333279663,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
151,Synset('bramley's_seedling.n.01'),fruit,0,1,0,9,24,18,1,1,-19.22689669,0.0,1.1264294790343077,0.3806150378360972,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
152,Synset('breadfruit.n.02'),fruit,0,1,1,7,157,10,1,2,-15.41336131,1.3401360544217686,0.8761118170266836,2.4898567058444696,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,11.0,2.3978952727983707,11.0,2.3978952727983707,11.0,2.3978952727983707,9.82335201883726e-08,9.82335201883726e-08,9.82335201883726e-08,-16.135918333717548,-16.135918333717548,-16.135918333717548,0.0098233520188372,0
153,Synset('canistel.n.02'),fruit,0,1,1,7,64,8,2,2,-20.95196484,1.3401360544217686,0.8761118170266836,1.0149734342295926,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
154,Synset('cantaloup.n.02'),fruit,0,1,1,9,79,9,2,2,-16.21661558,1.3401360544217686,1.1264294790343077,1.2528578328771536,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,4.0,1.3862943611198906,4.0,1.3862943611198906,4.0,1.3862943611198906,3.5721280068499134e-08,3.5721280068499134e-08,3.5721280068499134e-08,-17.147519245396026,-17.147519245396026,-17.147519245396026,0.0035721280068499,0
155,Synset('capulin.n.02'),fruit,0,1,1,8,20,7,2,2,-21.44151305,1.3401360544217686,1.0012706480304956,0.3171791981967477,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
156,Synset('carambola.n.02'),fruit,0,1,1,7,110,9,2,2,-17.84375568,1.3401360544217686,0.8761118170266836,1.7444855900821123,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
157,Synset('casaba.n.01'),fruit,0,1,0,10,45,6,2,1,-19.79990058,0.0,1.2515883100381195,0.7136531959426824,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
158,Synset('catawba.n.02'),fruit,0,1,0,10,46,7,1,3,-15.13408587,0.0,1.2515883100381195,0.7295121558525197,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
159,Synset('ceriman.n.02'),fruit,0,1,1,7,77,7,2,2,-20.18125936,1.3401360544217686,0.8761118170266836,1.2211399130574787,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
160,Synset('cherry.n.03'),fruit,8,2,1,7,36,6,1,5,-12.59447097,1.3401360544217686,0.8761118170266836,0.5709225567541459,44.0,3.784189633918261,44.0,3.784189633918261,44.0,3.784189633918261,7.724458726110356e-06,7.724458726110356e-06,7.724458726110356e-06,-11.771118805452758,-11.771118805452758,-11.771118805452758,0.7724458726110356,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,2.737458561721022e-06,2.737458561721022e-06,2.737458561721022e-06,-12.808480600207083,-12.808480600207083,-12.808480600207083,0.2737458561721022,21.0,3.044522437723423,21.0,3.044522437723423,21.0,3.044522437723423,8.707001922174328e-06,8.707001922174328e-06,8.707001922174328e-06,-11.651383037355869,-11.651383037355869,-11.651383037355869,0.8707001922174329,468.0,6.148468295917647,468.0,6.148468295917647,468.0,6.148468295917647,4.179389768014398e-06,4.179389768014398e-06,4.179389768014398e-06,-12.385345310598272,-12.385345310598272,-12.385345310598272,0.4179389768014397,1
161,Synset('citrus.n.01'),fruit,19,1,2,7,98,6,3,2,-14.52089699,2.6802721088435373,0.8761118170266836,1.5541780711640638,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,131.0,4.875197323201151,131.0,4.875197323201151,131.0,4.875197323201151,1.1698719222433464e-06,1.1698719222433464e-06,1.1698719222433464e-06,-13.658616283314766,-13.658616283314766,-13.658616283314766,0.1169871922243346,0
162,Synset('clementine.n.02'),fruit,0,1,0,9,62,10,1,2,-18.3037331,0.0,1.1264294790343077,0.983255514409918,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1.0,0.0,1.0,0.0,1.0,0.0,4.146191391511585e-07,4.146191391511585e-07,4.146191391511585e-07,-14.69590547507929,-14.69590547507929,-14.69590547507929,0.0414619139151158,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1.7860640034249563e-08,1.7860640034249563e-08,1.7860640034249563e-08,-17.840666425955973,-17.840666425955973,-17.840666425955973,0.0017860640034249,0
163,Synset('cling.n.01'),fruit,0,1,0,7,64,5,2,4,-13.15141862,0.0,0.8761118170266836,1.0149734342295926,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,5.0,1.6094379124341005,5.0,1.6094379124341005,5.0,1.6094379124341005,4.562430936201703e-06,4.562430936201703e-06,4.562430936201703e-06,-12.297654976441091,-12.297654976441091,-12.297654976441091,0.4562430936201703,9.0,2.19722457733622,9.0,2.19722457733622,9.0,2.19722457733622,3.731572252360426e-06,3.731572252360426e-06,3.731572252360426e-06,-12.49868089774307,-12.49868089774307,-12.49868089774307,0.3731572252360426,387.0,5.958424693029782,387.0,5.958424693029782,387.0,5.958424693029782,3.4560338466272904e-06,3.4560338466272904e-06,3.4560338466272904e-06,-12.575388913486137,-12.575388913486137,-12.575388913486137,0.345603384662729,1
164,Synset('concord_grape.n.01'),fruit,0,1,0,10,70,13,1,1,-18.58192926,0.0,1.2515883100381195,1.110127193688617,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
165,Synset('cooking_apple.n.01'),fruit,4,1,0,8,62,13,1,1,-19.03145429,0.0,1.0012706480304956,0.983255514409918,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
166,Synset('cortland.n.01'),fruit,0,1,0,9,27,8,1,1,-15.7015509,0.0,1.1264294790343077,0.4281919175656094,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1.7860640034249563e-08,1.7860640034249563e-08,1.7860640034249563e-08,-17.840666425955973,-17.840666425955973,-17.840666425955973,0.0017860640034249,0
167,Synset('cox's_orange_pippin.n.01'),fruit,0,1,0,10,39,19,1,1,-18.37432775,0.0,1.2515883100381195,0.618499436483658,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
168,Synset('crab_apple.n.03'),fruit,0,1,1,8,41,9,2,3,-17.08894556,1.3401360544217686,1.0012706480304956,0.6502173563033328,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,6.0,1.791759469228055,6.0,1.791759469228055,6.0,1.791759469228055,5.358192010274869e-08,5.358192010274869e-08,5.358192010274869e-08,-16.742054137287862,-16.742054137287862,-16.742054137287862,0.0053581920102748,0
169,Synset('currant.n.03'),fruit,0,1,0,9,93,7,1,3,-14.36654988,0.0,1.1264294790343077,1.474883271614877,21.0,3.044522437723423,21.0,3.044522437723423,21.0,3.044522437723423,3.686673482916306e-06,3.686673482916306e-06,3.686673482916306e-06,-12.510786001647595,-12.510786001647595,-12.510786001647595,0.3686673482916306,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,66.0,4.189654742026425,66.0,4.189654742026425,66.0,4.189654742026425,5.894011211302356e-07,5.894011211302356e-07,5.894011211302356e-07,-14.344158864489492,-14.344158864489492,-14.344158864489492,0.0589401121130235,0
