,Synsets,domain,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,ngrams_last_mean,partrels_normalised,depthfromtopsynset_normalised_x,glosslength_normalised_x,All_CHILDES_mean_x,All_CHILDES_mean_log_x,CHILDES_sum_x,CHILDES_Sum_log_x,CHILDES_max_x,CHILDES_max_log_x,CHILDES_Rel_Mean,CHILDES_Rel_Sum,CHILDES_Rel_max,CHILDES_Rel_Mean_log,CHILDES_Rel_Sum_log,CHILDES_Rel_max_log,"CHILDES_per100,000",KBNC_mean_x,KBNC_mean_log_x,KBNC_Sum_x,KBNC_Sum_log_x,KBNC_max_x,KBNC_max_log_x,KBNC_Rel_Mean,KBNC_Rel_Sum,KBNC_Rel_max,KBNC_Rel_Mean_log,KBNC_Rel_Sum_log,KBNC_Rel_max_log,"KBNC_per100,000",CABNC_mean_x,CABNC_mean_log_x,CABNC_sum_x,CABNC_Sum_log_x,CABNC_max_x,CABNC_max_log_x,CABNC_Rel_Mean,CABNC_Rel_Sum,CABNC_Rel_max,CABNC_Rel_Mean_log,CABNC_Rel_Sum_log,CABNC_Rel_max_log,"CABNC_per100,000",BNC_mean_x,BNC_mean_log_x,BNC_sum_x,BNC_Sum_log_x,BNC_max_x,BNC_max_log_x,BNC_Rel_Mean,BNC_Rel_Sum,BNC_Rel_max,BNC_Rel_Mean_log,BNC_Rel_Sum_log,BNC_Rel_max_log,"BNC_per100,000",KBNC_appear
371,Synset('panpipe.n.01'),music,0,1,0,10,79,6,3,2,-17.1013462,0.0,0.9921355111917723,0.9998456551937028,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
372,Synset('pennywhistle.n.01'),music,0,1,0,11,27,7,3,11,-13.14904367,0.0,1.0913490623109496,0.3417194011421515,182.0,5.204006687076795,182.0,5.204006687076795,182.0,5.204006687076795,3.195117018527465e-05,3.195117018527465e-05,3.195117018527465e-05,-10.351301752294225,-10.351301752294225,-10.351301752294225,3.195117018527465,14.0,2.6390573296152584,14.0,2.6390573296152584,14.0,2.6390573296152584,1.2774806621364767e-05,1.2774806621364767e-05,1.2774806621364767e-05,-11.268035559259935,-11.268035559259935,-11.268035559259935,1.277480662136477,12.0,2.4849066497880004,12.0,2.4849066497880004,12.0,2.4849066497880004,4.975429669813903e-06,4.975429669813903e-06,4.975429669813903e-06,-12.21099882529129,-12.21099882529129,-12.21099882529129,0.4975429669813902,662.0,6.495265555937008,662.0,6.495265555937008,662.0,6.495265555937008,5.9118718513366055e-06,5.9118718513366055e-06,5.9118718513366055e-06,-12.03854805057891,-12.03854805057891,-12.03854805057891,0.5911871851336605,1
373,Synset('percussion_instrument.n.01'),music,33,1,1,8,82,21,2,1,-17.89599189,3.9047619047619047,0.793708408953418,1.0378144775428306,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
374,Synset('piano.n.01'),music,6,3,7,9,117,5,3,4,-12.34318682,27.33333333333333,0.8929219600725952,1.48078407161599,131.0,4.875197323201151,131.0,4.875197323201151,131.0,4.875197323201151,2.29978202981922e-05,2.29978202981922e-05,2.29978202981922e-05,-10.680111116169869,-10.680111116169869,-10.680111116169869,2.2997820298192195,6.0,1.791759469228055,12.0,2.4849066497880004,11.0,2.3978952727983707,5.474917123442044e-06,1.0949834246884088e-05,1.0037348059643748e-05,-12.115333419647138,-11.422186239087193,-11.509197616076824,1.0949834246884087,44.0,3.784189633918261,44.0,3.784189633918261,44.0,3.784189633918261,1.824324212265097e-05,1.824324212265097e-05,1.824324212265097e-05,-10.911715841161028,-10.911715841161028,-10.911715841161028,1.8243242122650976,829.5,6.7208231096305,1659.0,7.413970290190444,1641.0,7.403061091090091,7.407700454205006e-06,1.4815400908410012e-05,1.4654655148101768e-05,-11.81299049688542,-11.119843316325474,-11.130752515425828,1.4815400908410012,1
375,Synset('piccolo.n.01'),music,0,1,0,11,57,7,1,1,-15.69044527,0.0,1.0913490623109496,0.7214076246334311,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,3.511117602777435e-07,3.511117602777435e-07,3.511117602777435e-07,-14.862161258811074,-14.862161258811074,-14.862161258811074,0.0351111760277743,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,25.0,3.218875824868201,25.0,3.218875824868201,25.0,3.218875824868201,2.2325800042811962e-07,2.2325800042811962e-07,2.2325800042811962e-07,-15.314937781647718,-15.314937781647718,-15.314937781647718,0.0223258000428119,0
376,Synset('pipe.n.04'),music,10,1,0,9,25,4,1,9,-10.78481852,0.0,0.8929219600725952,0.3164068529093995,159.0,5.068904202220232,159.0,5.068904202220232,159.0,5.068904202220232,2.7913384942080604e-05,2.7913384942080604e-05,2.7913384942080604e-05,-10.486404237150788,-10.486404237150788,-10.486404237150788,2.7913384942080604,39.0,3.6635616461296463,39.0,3.6635616461296463,39.0,3.6635616461296463,3.558696130237328e-05,3.558696130237328e-05,3.558696130237328e-05,-10.243531242745547,-10.243531242745547,-10.243531242745547,3.5586961302373283,50.0,3.912023005428146,50.0,3.912023005428146,50.0,3.912023005428146,2.0730956957557928e-05,2.0730956957557928e-05,2.0730956957557928e-05,-10.783882469651145,-10.783882469651145,-10.783882469651145,2.0730956957557924,2169.0,7.682021510826875,2169.0,7.682021510826875,2169.0,7.682021510826875,1.936986411714365e-05,1.936986411714365e-05,1.936986411714365e-05,-10.851792095689044,-10.851792095689044,-10.851792095689044,1.9369864117143647,1
377,Synset('reed_pipe.n.01'),music,0,1,0,10,32,9,1,1,-17.84934029,0.0,0.9921355111917723,0.4050007717240315,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
378,Synset('reed_stop.n.01'),music,1,1,0,11,48,9,1,1,-19.53629193,0.0,1.0913490623109496,0.6075011575860472,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
379,Synset('sackbut.n.01'),music,0,1,0,11,51,7,1,1,-17.52738694,0.0,1.0913490623109496,0.6454699799351752,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
380,Synset('samisen.n.01'),music,0,1,0,9,161,7,2,1,-16.44929187,0.0,0.8929219600725952,2.037660132736533,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
381,Synset('sax.n.02'),music,0,1,0,12,42,3,2,2,-14.77885099,0.0,1.190562613430127,0.5315635128877914,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,3.511117602777435e-07,3.511117602777435e-07,3.511117602777435e-07,-14.862161258811074,-14.862161258811074,-14.862161258811074,0.0351111760277743,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,76.0,4.330733340286331,152.0,5.0238805208462765,77.0,4.343805421853684,6.787043213014834e-07,1.3574086426029669e-06,6.876346413186082e-07,-14.203080266229588,-13.509933085669642,-14.190008184662236,0.1357408642602967,0
382,Synset('serpent.n.03'),music,0,1,0,11,42,7,1,3,-12.06722051,0.0,1.0913490623109496,0.5315635128877914,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1.8249723744806813e-06,1.8249723744806813e-06,1.8249723744806813e-06,-13.213945708315247,-13.213945708315247,-13.213945708315247,0.1824972374480681,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,164.0,5.099866427824199,164.0,5.099866427824199,164.0,5.099866427824199,1.4645724828084642e-06,1.4645724828084642e-06,1.4645724828084642e-06,-13.43394717869172,-13.43394717869172,-13.43394717869172,0.1464572482808464,1
383,Synset('shawm.n.01'),music,1,1,0,13,15,5,1,1,-17.34366583,0.0,1.2897761645493042,0.1898441117456397,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,2.6790960051374344e-08,2.6790960051374344e-08,2.6790960051374344e-08,-17.43520131784781,-17.43520131784781,-17.43520131784781,0.0026790960051374,0
384,Synset('single-reed_instrument.n.01'),music,6,1,0,11,73,20,2,1,-21.77038368,0.0,1.0913490623109496,0.9239080104954468,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
385,Synset('sitar.n.01'),music,0,1,0,9,137,5,1,1,-16.23116447,0.0,0.8929219600725952,1.7339095539435097,1.0,0.0,1.0,0.0,1.0,0.0,1.7555588013887174e-07,1.7555588013887174e-07,1.7555588013887174e-07,-15.55530843937102,-15.55530843937102,-15.55530843937102,0.0175555880138871,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,16.0,2.772588722239781,16.0,2.772588722239781,16.0,2.772588722239781,1.428851202739965e-07,1.428851202739965e-07,1.428851202739965e-07,-15.761224884276135,-15.761224884276135,-15.761224884276135,0.0142885120273996,0
386,Synset('snare_drum.n.01'),music,0,1,1,10,71,5,3,7,-14.13252758,3.9047619047619047,0.9921355111917723,0.8985954622626948,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,2.9023339740581098e-06,2.9023339740581098e-06,2.9023339740581098e-06,-12.749995326023976,-12.749995326023976,-12.749995326023976,0.2902333974058109,89.0,4.48863636973214,89.0,4.48863636973214,89.0,4.48863636973214,7.947984815241055e-07,7.947984815241055e-07,7.947984815241055e-07,-14.04517723678378,-14.04517723678378,-14.04517723678378,0.0794798481524105,0
387,Synset('sourdine.n.02'),music,0,1,0,11,45,8,1,2,-19.33609603,0.0,1.0913490623109496,0.5695323352369193,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
388,Synset('spinet.n.01'),music,0,1,0,11,41,6,1,2,-16.00434946,0.0,1.0913490623109496,0.5189072387714153,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,6.251224011987347e-08,6.251224011987347e-08,6.251224011987347e-08,-16.587903457460605,-16.587903457460605,-16.587903457460605,0.0062512240119873,0
389,Synset('spinet.n.02'),music,0,1,0,11,53,6,1,2,-16.00434946,0.0,1.0913490623109496,0.6707825281679272,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,6.251224011987347e-08,6.251224011987347e-08,6.251224011987347e-08,-16.587903457460605,-16.587903457460605,-16.587903457460605,0.0062512240119873,0
390,Synset('stradavarius.n.01'),music,0,1,0,11,61,5,2,1,-17.64189285,0.0,1.0913490623109496,0.772032721098935,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
391,Synset('stringed_instrument.n.01'),music,48,1,4,8,70,19,1,1,-15.95692752,15.61904761904762,0.793708408953418,0.8859391881463189,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
392,Synset('synthesizer.n.02'),music,0,2,0,9,170,11,2,2,-15.20267459,0.0,0.8929219600725952,2.151566599783917,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,36.0,3.58351893845611,72.0,4.276666119016055,37.0,3.610917912644224,3.2149152061649214e-07,6.429830412329843e-07,3.3042184063361693e-07,-14.950294668059808,-14.257147487499862,-14.922895693871691,0.0642983041232984,0
393,Synset('tabor_pipe.n.01'),music,0,1,0,12,99,10,1,1,-22.35469017,0.0,1.190562613430127,1.2529711375212225,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
394,Synset('tabor.n.01'),music,0,1,0,10,43,5,2,1,-16.73864315,0.0,0.9921355111917723,0.5442197870041673,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,2.6790960051374344e-08,2.6790960051374344e-08,2.6790960051374344e-08,-17.43520131784781,-17.43520131784781,-17.43520131784781,0.0026790960051374,0
395,Synset('tambour.n.02'),music,0,1,0,10,6,7,1,2,-16.20675225,0.0,0.9921355111917723,0.0759376446982559,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,17.0,2.833213344056216,17.0,2.833213344056216,17.0,2.833213344056216,1.518154402911213e-07,1.518154402911213e-07,1.518154402911213e-07,-15.700600262459702,-15.700600262459702,-15.700600262459702,0.0151815440291121,0
