,Synset,Name
0,Synset('abstraction.n.06'),abstraction.n.06
1,Synset('physical_entity.n.01'),physical_entity.n.01
2,Synset('thing.n.08'),thing.n.08
3,Synset('attribute.n.02'),attribute.n.02
4,Synset('communication.n.02'),communication.n.02
5,Synset('group.n.01'),group.n.01
6,Synset('measure.n.02'),measure.n.02
7,Synset('otherworld.n.01'),otherworld.n.01
8,Synset('psychological_feature.n.01'),psychological_feature.n.01
9,Synset('relation.n.01'),relation.n.01
10,Synset('set.n.02'),set.n.02
11,Synset('causal_agent.n.01'),causal_agent.n.01
12,Synset('matter.n.03'),matter.n.03
13,Synset('object.n.01'),object.n.01
14,Synset('process.n.06'),process.n.06
15,Synset('substance.n.04'),substance.n.04
16,Synset('thing.n.12'),thing.n.12
17,Synset('change.n.06'),change.n.06
18,Synset('freshener.n.01'),freshener.n.01
19,Synset('horror.n.02'),horror.n.02
20,Synset('jimdandy.n.02'),jimdandy.n.02
21,Synset('pacifier.n.02'),pacifier.n.02
22,Synset('security_blanket.n.01'),security_blanket.n.01
23,Synset('stinker.n.02'),stinker.n.02
24,Synset('whacker.n.01'),whacker.n.01
25,Synset('ballast.n.03'),ballast.n.03
26,Synset('character.n.09'),character.n.09
27,Synset('cheerfulness.n.01'),cheerfulness.n.01
28,Synset('common_denominator.n.02'),common_denominator.n.02
29,Synset('depth.n.06'),depth.n.06
30,Synset('eidos.n.01'),eidos.n.01
31,Synset('ethos.n.01'),ethos.n.01
32,Synset('human_nature.n.01'),human_nature.n.01
33,Synset('inheritance.n.04'),inheritance.n.04
34,Synset('personality.n.01'),personality.n.01
35,Synset('property.n.02'),property.n.02
36,Synset('quality.n.01'),quality.n.01
37,Synset('shape.n.02'),shape.n.02
38,Synset('space.n.01'),space.n.01
39,Synset('state.n.02'),state.n.02
40,Synset('thing.n.09'),thing.n.09
41,Synset('time.n.05'),time.n.05
42,Synset('trait.n.01'),trait.n.01
43,Synset('uncheerfulness.n.02'),uncheerfulness.n.02
44,Synset('auditory_communication.n.01'),auditory_communication.n.01
45,Synset('contagion.n.03'),contagion.n.03
46,Synset('didacticism.n.01'),didacticism.n.01
47,Synset('display.n.05'),display.n.05
48,Synset('document.n.03'),document.n.03
49,Synset('expressive_style.n.01'),expressive_style.n.01
50,Synset('indication.n.01'),indication.n.01
51,Synset('language.n.01'),language.n.01
52,Synset('message.n.01'),message.n.01
53,Synset('message.n.02'),message.n.02
54,Synset('paralanguage.n.01'),paralanguage.n.01
55,Synset('psychic_communication.n.01'),psychic_communication.n.01
56,Synset('publication.n.03'),publication.n.03
57,Synset('sign.n.02'),sign.n.02
58,Synset('signal.n.01'),signal.n.01
59,Synset('visual_communication.n.01'),visual_communication.n.01
60,Synset('voice.n.02'),voice.n.02
61,Synset('voice.n.06'),voice.n.06
62,Synset('written_communication.n.01'),written_communication.n.01
63,Synset('actinoid.n.01'),actinoid.n.01
64,Synset('arrangement.n.02'),arrangement.n.02
65,Synset('association.n.08'),association.n.08
66,Synset('biological_group.n.01'),biological_group.n.01
67,Synset('circuit.n.05'),circuit.n.05
68,Synset('citizenry.n.01'),citizenry.n.01
69,Synset('collection.n.01'),collection.n.01
70,Synset('community.n.06'),community.n.06
71,Synset('edition.n.02'),edition.n.02
72,Synset('electron_shell.n.01'),electron_shell.n.01
73,Synset('ethnic_group.n.01'),ethnic_group.n.01
74,Synset('halogen.n.01'),halogen.n.01
75,Synset('kingdom.n.06'),kingdom.n.06
76,Synset('multitude.n.03'),multitude.n.03
77,Synset('people.n.01'),people.n.01
78,Synset('population.n.02'),population.n.02
79,Synset('race.n.03'),race.n.03
80,Synset('rare_earth.n.01'),rare_earth.n.01
81,Synset('sainthood.n.01'),sainthood.n.01
82,Synset('series.n.06'),series.n.06
83,Synset('social_group.n.01'),social_group.n.01
84,Synset('straggle.n.01'),straggle.n.01
85,Synset('subgroup.n.01'),subgroup.n.01
86,Synset('swarm.n.02'),swarm.n.02
87,Synset('system.n.02'),system.n.02
88,Synset('varna.n.02'),varna.n.02
89,Synset('world.n.08'),world.n.08
90,Synset('cordage.n.01'),cordage.n.01
91,Synset('definite_quantity.n.01'),definite_quantity.n.01
92,Synset('fundamental_quantity.n.01'),fundamental_quantity.n.01
93,Synset('indefinite_quantity.n.01'),indefinite_quantity.n.01
94,Synset('magnetization.n.01'),magnetization.n.01
95,Synset('octane_number.n.01'),octane_number.n.01
96,Synset('playing_period.n.01'),playing_period.n.01
97,Synset('point.n.06'),point.n.06
98,Synset('probability.n.01'),probability.n.01
99,Synset('proof.n.03'),proof.n.03
100,Synset('quantum.n.02'),quantum.n.02
101,Synset('radical.n.04'),radical.n.04
102,Synset('relative_quantity.n.01'),relative_quantity.n.01
103,Synset('system_of_measurement.n.01'),system_of_measurement.n.01
104,Synset('time_interval.n.01'),time_interval.n.01
105,Synset('time_unit.n.01'),time_unit.n.01
106,Synset('value.n.03'),value.n.03
107,Synset('volume.n.01'),volume.n.01
108,Synset('volume.n.05'),volume.n.05
109,Synset('cognition.n.01'),cognition.n.01
110,Synset('event.n.01'),event.n.01
111,Synset('motivation.n.01'),motivation.n.01
112,Synset('affinity.n.04'),affinity.n.04
113,Synset('association.n.06'),association.n.06
114,Synset('business_relation.n.01'),business_relation.n.01
115,Synset('causality.n.01'),causality.n.01
116,Synset('change.n.02'),change.n.02
117,Synset('comparison.n.02'),comparison.n.02
118,Synset('connection.n.01'),connection.n.01
119,Synset('control.n.02'),control.n.02
120,Synset('foundation.n.01'),foundation.n.01
121,Synset('function.n.04'),function.n.04
122,Synset('interrelation.n.01'),interrelation.n.01
123,Synset('kinship.n.02'),kinship.n.02
124,Synset('linguistic_relation.n.01'),linguistic_relation.n.01
125,Synset('logical_relation.n.01'),logical_relation.n.01
126,Synset('magnitude_relation.n.01'),magnitude_relation.n.01
127,Synset('mathematical_relation.n.01'),mathematical_relation.n.01
128,Synset('opposition.n.02'),opposition.n.02
129,Synset('ownership.n.01'),ownership.n.01
130,Synset('part.n.01'),part.n.01
131,Synset('position.n.07'),position.n.07
132,Synset('possession.n.02'),possession.n.02
133,Synset('reciprocality.n.01'),reciprocality.n.01
134,Synset('relationship.n.01'),relationship.n.01
135,Synset('social_relation.n.01'),social_relation.n.01
136,Synset('temporal_relation.n.01'),temporal_relation.n.01
137,Synset('unconnectedness.n.01'),unconnectedness.n.01
138,Synset('diagonal.n.04'),diagonal.n.04
139,Synset('domain.n.03'),domain.n.03
140,Synset('field.n.10'),field.n.10
141,Synset('group.n.03'),group.n.03
142,Synset('image.n.07'),image.n.07
143,Synset('intersection.n.03'),intersection.n.03
144,Synset('interval.n.02'),interval.n.02
145,Synset('locus.n.03'),locus.n.03
146,Synset('mandelbrot_set.n.01'),mandelbrot_set.n.01
147,Synset('mathematical_space.n.01'),mathematical_space.n.01
148,Synset('null_set.n.01'),null_set.n.01
149,Synset('solution.n.04'),solution.n.04
150,Synset('subset.n.01'),subset.n.01
151,Synset('universal_set.n.01'),universal_set.n.01
152,Synset('agent.n.01'),agent.n.01
153,Synset('agent.n.03'),agent.n.03
154,Synset('catalyst.n.02'),catalyst.n.02
155,Synset('cause_of_death.n.01'),cause_of_death.n.01
156,Synset('danger.n.03'),danger.n.03
157,Synset('destiny.n.02'),destiny.n.02
158,Synset('deus_ex_machina.n.01'),deus_ex_machina.n.01
159,Synset('engine.n.02'),engine.n.02
160,Synset('first_cause.n.01'),first_cause.n.01
161,Synset('nature.n.02'),nature.n.02
162,Synset('operator.n.02'),operator.n.02
163,Synset('person.n.01'),person.n.01
164,Synset('power.n.05'),power.n.05
165,Synset('supernatural.n.01'),supernatural.n.01
166,Synset('theurgy.n.01'),theurgy.n.01
167,Synset('vital_principle.n.01'),vital_principle.n.01
168,Synset('antimatter.n.01'),antimatter.n.01
169,Synset('dark_matter.n.01'),dark_matter.n.01
170,Synset('emanation.n.01'),emanation.n.01
171,Synset('fluid.n.02'),fluid.n.02
172,Synset('glop.n.01'),glop.n.01
173,Synset('residue.n.01'),residue.n.01
174,Synset('sediment.n.01'),sediment.n.01
175,Synset('sludge.n.02'),sludge.n.02
176,Synset('solid.n.01'),solid.n.01
177,Synset('solute.n.01'),solute.n.01
178,Synset('substance.n.01'),substance.n.01
179,Synset('substance.n.07'),substance.n.07
180,Synset('system.n.03'),system.n.03
181,Synset('vegetable_matter.n.01'),vegetable_matter.n.01
182,Synset('ylem.n.01'),ylem.n.01
183,Synset('catch.n.04'),catch.n.04
184,Synset('charm.n.03'),charm.n.03
185,Synset('commemorative.n.01'),commemorative.n.01
186,Synset('curio.n.01'),curio.n.01
187,Synset('discard.n.01'),discard.n.01
188,Synset('draw.n.04'),draw.n.04
189,Synset('film.n.04'),film.n.04
190,Synset('finding.n.03'),finding.n.03
191,Synset('floater.n.07'),floater.n.07
192,Synset('fomite.n.01'),fomite.n.01
193,Synset('geological_formation.n.01'),geological_formation.n.01
194,Synset('growth.n.07'),growth.n.07
195,Synset('hail.n.02'),hail.n.02
196,Synset('head.n.17'),head.n.17
197,Synset('hoodoo.n.04'),hoodoo.n.04
198,Synset('ice.n.02'),ice.n.02
199,Synset('je_ne_sais_quoi.n.01'),je_ne_sais_quoi.n.01
200,Synset('keepsake.n.01'),keepsake.n.01
201,Synset('land.n.02'),land.n.02
202,Synset('land.n.04'),land.n.04
203,Synset('location.n.01'),location.n.01
204,Synset('makeweight.n.01'),makeweight.n.01
205,Synset('moon.n.02'),moon.n.02
206,Synset('neighbor.n.02'),neighbor.n.02
207,Synset('paring.n.02'),paring.n.02
208,Synset('part.n.02'),part.n.02
209,Synset('property.n.05'),property.n.05
210,Synset('remains.n.01'),remains.n.01
211,Synset('ribbon.n.01'),ribbon.n.01
212,Synset('shiner.n.02'),shiner.n.02
213,Synset('snake.n.05'),snake.n.05
214,Synset('stuff.n.02'),stuff.n.02
215,Synset('triviality.n.03'),triviality.n.03
216,Synset('vagabond.n.01'),vagabond.n.01
217,Synset('wall.n.02'),wall.n.02
218,Synset('web.n.01'),web.n.01
219,Synset('whole.n.02'),whole.n.02
220,Synset('chelation.n.01'),chelation.n.01
221,Synset('dealignment.n.01'),dealignment.n.01
222,Synset('decrease.n.02'),decrease.n.02
223,Synset('degeneration.n.01'),degeneration.n.01
224,Synset('development.n.02'),development.n.02
225,Synset('economic_process.n.01'),economic_process.n.01
226,Synset('encapsulation.n.02'),encapsulation.n.02
227,Synset('execution.n.03'),execution.n.03
228,Synset('human_process.n.01'),human_process.n.01
229,Synset('increase.n.03'),increase.n.03
230,Synset('industrial_process.n.01'),industrial_process.n.01
231,Synset('irreversible_process.n.01'),irreversible_process.n.01
232,Synset('iteration.n.01'),iteration.n.01
233,Synset('iteration.n.02'),iteration.n.02
234,Synset('natural_process.n.01'),natural_process.n.01
235,Synset('operation.n.08'),operation.n.08
236,Synset('organic_process.n.01'),organic_process.n.01
237,Synset('phenomenon.n.01'),phenomenon.n.01
238,Synset('photography.n.02'),photography.n.02
239,Synset('processing.n.01'),processing.n.01
240,Synset('reversible_process.n.01'),reversible_process.n.01
241,Synset('sensitization.n.02'),sensitization.n.02
242,Synset('shaping.n.01'),shaping.n.01
243,Synset('variation.n.07'),variation.n.07
244,Synset('body_of_water.n.01'),body_of_water.n.01
245,Synset('inessential.n.01'),inessential.n.01
246,Synset('necessity.n.02'),necessity.n.02
247,Synset('part.n.03'),part.n.03
248,Synset('reservoir.n.04'),reservoir.n.04
249,Synset('subject.n.02'),subject.n.02
250,Synset('unit.n.05'),unit.n.05
251,Synset('variable.n.01'),variable.n.01
252,Synset('unit_character.n.01'),unit_character.n.01
253,Synset('good-temperedness.n.01'),good-temperedness.n.01
254,Synset('background.n.01'),background.n.01
255,Synset('birthright.n.01'),birthright.n.01
256,Synset('birthright.n.03'),birthright.n.03
257,Synset('upbringing.n.01'),upbringing.n.01
258,Synset('anal_personality.n.01'),anal_personality.n.01
259,Synset('genital_personality.n.01'),genital_personality.n.01
260,Synset('identity.n.01'),identity.n.01
261,Synset('narcissistic_personality.n.01'),narcissistic_personality.n.01
262,Synset('obsessive-compulsive_personality.n.01'),obsessive-compulsive_personality.n.01
263,Synset('oral_personality.n.01'),oral_personality.n.01
264,Synset('personableness.n.01'),personableness.n.01
265,Synset('actinism.n.01'),actinism.n.01
266,Synset('age.n.01'),age.n.01
267,Synset('analyticity.n.01'),analyticity.n.01
268,Synset('anisotropy.n.01'),anisotropy.n.01
269,Synset('bodily_property.n.01'),bodily_property.n.01
270,Synset('characteristic.n.04'),characteristic.n.04
271,Synset('chemical_property.n.01'),chemical_property.n.01
272,Synset('compositeness.n.01'),compositeness.n.01
273,Synset('concentration.n.01'),concentration.n.01
274,Synset('connectivity.n.01'),connectivity.n.01
275,Synset('consistency.n.01'),consistency.n.01
276,Synset('constitution.n.04'),constitution.n.04
277,Synset('degree.n.01'),degree.n.01
278,Synset('disposition.n.04'),disposition.n.04
279,Synset('duality.n.02'),duality.n.02
280,Synset('edibility.n.01'),edibility.n.01
281,Synset('extension.n.08'),extension.n.08
282,Synset('fullness.n.02'),fullness.n.02
283,Synset('heredity.n.02'),heredity.n.02
284,Synset('hydrophobicity.n.01'),hydrophobicity.n.01
285,Synset('isotropy.n.01'),isotropy.n.01
286,Synset('magnitude.n.01'),magnitude.n.01
287,Synset('manner.n.01'),manner.n.01
288,Synset('olfactory_property.n.01'),olfactory_property.n.01
289,Synset('optics.n.02'),optics.n.02
290,Synset('physical_property.n.01'),physical_property.n.01
291,Synset('primality.n.01'),primality.n.01
292,Synset('saltiness.n.03'),saltiness.n.03
293,Synset('selectivity.n.01'),selectivity.n.01
294,Synset('size.n.02'),size.n.02
295,Synset('solvability.n.01'),solvability.n.01
296,Synset('sound_property.n.01'),sound_property.n.01
297,Synset('spatial_property.n.01'),spatial_property.n.01
298,Synset('strength.n.01'),strength.n.01
299,Synset('sustainability.n.01'),sustainability.n.01
300,Synset('tactile_property.n.01'),tactile_property.n.01
301,Synset('taste_property.n.01'),taste_property.n.01
302,Synset('temporal_property.n.01'),temporal_property.n.01
303,Synset('unsolvability.n.01'),unsolvability.n.01
304,Synset('vascularity.n.01'),vascularity.n.01
305,Synset('viability.n.01'),viability.n.01
306,Synset('visual_property.n.01'),visual_property.n.01
307,Synset('weakness.n.03'),weakness.n.03
308,Synset('ability.n.01'),ability.n.01
309,Synset('accuracy.n.01'),accuracy.n.01
310,Synset('accuracy.n.02'),accuracy.n.02
311,Synset('air.n.03'),air.n.03
312,Synset('amorality.n.01'),amorality.n.01
313,Synset('appearance.n.01'),appearance.n.01
314,Synset('arability.n.01'),arability.n.01
315,Synset('asset.n.01'),asset.n.01
316,Synset('attraction.n.03'),attraction.n.03
317,Synset('bad.n.01'),bad.n.01
318,Synset('brachycephaly.n.01'),brachycephaly.n.01
319,Synset('certainty.n.02'),certainty.n.02
320,Synset('changeableness.n.01'),changeableness.n.01
321,Synset('changelessness.n.02'),changelessness.n.02
322,Synset('characteristic.n.02'),characteristic.n.02
323,Synset('clearness.n.02'),clearness.n.02
324,Synset('combustibility.n.01'),combustibility.n.01
325,Synset('complexity.n.01'),complexity.n.01
326,Synset('comprehensibility.n.01'),comprehensibility.n.01
327,Synset('constructiveness.n.01'),constructiveness.n.01
328,Synset('correctness.n.01'),correctness.n.01
329,Synset('counterfactuality.n.01'),counterfactuality.n.01
330,Synset('credibility.n.01'),credibility.n.01
331,Synset('destructiveness.n.01'),destructiveness.n.01
332,Synset('difference.n.01'),difference.n.01
333,Synset('difficulty.n.04'),difficulty.n.04
334,Synset('directivity.n.02'),directivity.n.02
335,Synset('distinction.n.03'),distinction.n.03
336,Synset('divinity.n.02'),divinity.n.02
337,Synset('divisibility.n.01'),divisibility.n.01
338,Synset('dolichocephaly.n.01'),dolichocephaly.n.01
339,Synset('domesticity.n.01'),domesticity.n.01
340,Synset('ease.n.01'),ease.n.01
341,Synset('elegance.n.01'),elegance.n.01
342,Synset('elegance.n.02'),elegance.n.02
343,Synset('ethnicity.n.01'),ethnicity.n.01
344,Synset('excellence.n.01'),excellence.n.01
345,Synset('expressiveness.n.01'),expressiveness.n.01
346,Synset('extraordinariness.n.01'),extraordinariness.n.01
347,Synset('extremeness.n.01'),extremeness.n.01
348,Synset('factuality.n.01'),factuality.n.01
349,Synset('fibrosity.n.01'),fibrosity.n.01
350,Synset('fidelity.n.02'),fidelity.n.02
351,Synset('finiteness.n.01'),finiteness.n.01
352,Synset('foreignness.n.01'),foreignness.n.01
353,Synset('fruitfulness.n.01'),fruitfulness.n.01
354,Synset('fruitlessness.n.02'),fruitlessness.n.02
355,Synset('generality.n.02'),generality.n.02
356,Synset('good.n.03'),good.n.03
357,Synset('hardness.n.02'),hardness.n.02
358,Synset('holiness.n.01'),holiness.n.01
359,Synset('hot_stuff.n.01'),hot_stuff.n.01
360,Synset('humaneness.n.01'),humaneness.n.01
361,Synset('humanness.n.01'),humanness.n.01
362,Synset('humor.n.04'),humor.n.04
363,Synset('ideality.n.01'),ideality.n.01
364,Synset('illogicality.n.01'),illogicality.n.01
365,Synset('immateriality.n.02'),immateriality.n.02
366,Synset('immobility.n.02'),immobility.n.02
367,Synset('immorality.n.01'),immorality.n.01
368,Synset('impenetrability.n.01'),impenetrability.n.01
369,Synset('impressiveness.n.02'),impressiveness.n.02
370,Synset('inability.n.02'),inability.n.02
371,Synset('inaccuracy.n.01'),inaccuracy.n.01
372,Synset('incomprehensibility.n.01'),incomprehensibility.n.01
373,Synset('incorrectness.n.02'),incorrectness.n.02
374,Synset('incredibility.n.01'),incredibility.n.01
375,Synset('inelegance.n.01'),inelegance.n.01
376,Synset('infidelity.n.01'),infidelity.n.01
377,Synset('infiniteness.n.01'),infiniteness.n.01
378,Synset('inhumaneness.n.01'),inhumaneness.n.01
379,Synset('insolubility.n.02'),insolubility.n.02
380,Synset('inutility.n.01'),inutility.n.01
381,Synset('irregularity.n.02'),irregularity.n.02
382,Synset('lawfulness.n.01'),lawfulness.n.01
383,Synset('logicality.n.01'),logicality.n.01
384,Synset('materiality.n.02'),materiality.n.02
385,Synset('memorability.n.01'),memorability.n.01
386,Synset('mobility.n.01'),mobility.n.01
387,Synset('morality.n.01'),morality.n.01
388,Synset('naivete.n.01'),naivete.n.01
389,Synset('nativeness.n.01'),nativeness.n.01
390,Synset('naturalness.n.01'),naturalness.n.01
391,Synset('nature.n.01'),nature.n.01
392,Synset('navigability.n.01'),navigability.n.01
393,Synset('neediness.n.02'),neediness.n.02
394,Synset('negativity.n.02'),negativity.n.02
395,Synset('occidentalism.n.02'),occidentalism.n.02
396,Synset('opacity.n.03'),opacity.n.03
397,Synset('ordinariness.n.01'),ordinariness.n.01
398,Synset('orientalism.n.02'),orientalism.n.02
399,Synset('originality.n.02'),originality.n.02
400,Synset('painfulness.n.02'),painfulness.n.02
401,Synset('parental_quality.n.01'),parental_quality.n.01
402,Synset('particularity.n.01'),particularity.n.01
403,Synset('pathos.n.01'),pathos.n.01
404,Synset('penetrability.n.01'),penetrability.n.01
405,Synset('piquancy.n.02'),piquancy.n.02
406,Synset('pleasantness.n.02'),pleasantness.n.02
407,Synset('popularity.n.01'),popularity.n.01
408,Synset('positivity.n.02'),positivity.n.02
409,Synset('power.n.01'),power.n.01
410,Synset('powerlessness.n.01'),powerlessness.n.01
411,Synset('probability.n.02'),probability.n.02
412,Synset('protectiveness.n.02'),protectiveness.n.02
413,Synset('publicity.n.02'),publicity.n.02
414,Synset('quantifiability.n.01'),quantifiability.n.01
415,Synset('regularity.n.02'),regularity.n.02
416,Synset('relativity.n.02'),relativity.n.02
417,Synset('responsiveness.n.02'),responsiveness.n.02
418,Synset('romanticism.n.03'),romanticism.n.03
419,Synset('salability.n.01'),salability.n.01
420,Synset('sameness.n.01'),sameness.n.01
421,Synset('satisfactoriness.n.01'),satisfactoriness.n.01
422,Synset('simplicity.n.01'),simplicity.n.01
423,Synset('snootiness.n.01'),snootiness.n.01
424,Synset('soapiness.n.01'),soapiness.n.01
425,Synset('solubility.n.03'),solubility.n.03
426,Synset('sophistication.n.04'),sophistication.n.04
427,Synset('spinnability.n.01'),spinnability.n.01
428,Synset('stuff.n.05'),stuff.n.05
429,Synset('stuffiness.n.02'),stuffiness.n.02
430,Synset('subjectivism.n.02'),subjectivism.n.02
431,Synset('sufficiency.n.03'),sufficiency.n.03
432,Synset('suitability.n.01'),suitability.n.01
433,Synset('tone.n.10'),tone.n.10
434,Synset('ulteriority.n.01'),ulteriority.n.01
435,Synset('ultimate.n.01'),ultimate.n.01
436,Synset('uncertainty.n.01'),uncertainty.n.01
437,Synset('unholiness.n.01'),unholiness.n.01
438,Synset('unlawfulness.n.01'),unlawfulness.n.01
439,Synset('unnaturalness.n.01'),unnaturalness.n.01
440,Synset('unoriginality.n.02'),unoriginality.n.02
441,Synset('unpleasantness.n.02'),unpleasantness.n.02
442,Synset('unpopularity.n.01'),unpopularity.n.01
443,Synset('unresponsiveness.n.01'),unresponsiveness.n.01
444,Synset('unsatisfactoriness.n.01'),unsatisfactoriness.n.01
445,Synset('unsuitability.n.01'),unsuitability.n.01
446,Synset('unwholesomeness.n.01'),unwholesomeness.n.01
447,Synset('urbanity.n.02'),urbanity.n.02
448,Synset('utility.n.02'),utility.n.02
449,Synset('virtu.n.02'),virtu.n.02
450,Synset('waxiness.n.01'),waxiness.n.01
451,Synset('wholesomeness.n.01'),wholesomeness.n.01
452,Synset('woodiness.n.01'),woodiness.n.01
453,Synset('worth.n.02'),worth.n.02
454,Synset('worthlessness.n.01'),worthlessness.n.01
455,Synset('amorphous_shape.n.01'),amorphous_shape.n.01
456,Synset('angular_shape.n.01'),angular_shape.n.01
457,Synset('circle.n.03'),circle.n.03
458,Synset('column.n.04'),column.n.04
459,Synset('connection.n.06'),connection.n.06
460,Synset('distorted_shape.n.01'),distorted_shape.n.01
461,Synset('figure.n.06'),figure.n.06
462,Synset('flare.n.01'),flare.n.01
463,Synset('line.n.04'),line.n.04
464,Synset('natural_shape.n.01'),natural_shape.n.01
465,Synset('plane.n.02'),plane.n.02
466,Synset('plume.n.01'),plume.n.01
467,Synset('round_shape.n.01'),round_shape.n.01
468,Synset('solid.n.03'),solid.n.03
469,Synset('square.n.04'),square.n.04
470,Synset('triangle.n.02'),triangle.n.02
471,Synset('absolute_space.n.01'),absolute_space.n.01
472,Synset('outer_space.n.01'),outer_space.n.01
473,Synset('phase_space.n.01'),phase_space.n.01
474,Synset('action.n.02'),action.n.02
475,Synset('being.n.01'),being.n.01
476,Synset('cleavage.n.01'),cleavage.n.01
477,Synset('condition.n.01'),condition.n.01
478,Synset('condition.n.03'),condition.n.03
479,Synset('conditionality.n.01'),conditionality.n.01
480,Synset('conflict.n.04'),conflict.n.04
481,Synset('damnation.n.02'),damnation.n.02
482,Synset('dead_letter.n.01'),dead_letter.n.01
483,Synset('death.n.03'),death.n.03
484,Synset('degree.n.02'),degree.n.02
485,Synset('dependence.n.01'),dependence.n.01
486,Synset('disorder.n.03'),disorder.n.03
487,Synset('dystopia.n.01'),dystopia.n.01
488,Synset('employment.n.01'),employment.n.01
489,Synset('end.n.06'),end.n.06
490,Synset('enlargement.n.02'),enlargement.n.02
491,Synset('feeling.n.01'),feeling.n.01
492,Synset('flux.n.05'),flux.n.05
493,Synset('freedom.n.01'),freedom.n.01
494,Synset('grace.n.01'),grace.n.01
495,Synset('ground_state.n.01'),ground_state.n.01
496,Synset('heterozygosity.n.01'),heterozygosity.n.01
497,Synset('homozygosity.n.01'),homozygosity.n.01
498,Synset('hostility.n.02'),hostility.n.02
499,Synset('illumination.n.02'),illumination.n.02
500,Synset('immaturity.n.01'),immaturity.n.01
501,Synset('imminence.n.01'),imminence.n.01
502,Synset('imperfection.n.01'),imperfection.n.01
503,Synset('inaction.n.01'),inaction.n.01
504,Synset('integrity.n.01'),integrity.n.01
505,Synset('isomerism.n.01'),isomerism.n.01
506,Synset('kalemia.n.01'),kalemia.n.01
507,Synset('maturity.n.02'),maturity.n.02
508,Synset('medium.n.08'),medium.n.08
509,Synset('merchantability.n.01'),merchantability.n.01
510,Synset('motion.n.04'),motion.n.04
511,Synset('motionlessness.n.01'),motionlessness.n.01
512,Synset('nationhood.n.01'),nationhood.n.01
513,Synset('neotony.n.01'),neotony.n.01
514,Synset('nonbeing.n.01'),nonbeing.n.01
515,Synset('obligation.n.02'),obligation.n.02
516,Synset('office.n.04'),office.n.04
517,Synset('omnipotence.n.01'),omnipotence.n.01
518,Synset('omniscience.n.01'),omniscience.n.01
519,Synset('order.n.03'),order.n.03
520,Synset('ornamentation.n.01'),ornamentation.n.01
521,Synset('ownership.n.03'),ownership.n.03
522,Synset('paternity.n.01'),paternity.n.01
523,Synset('perfection.n.01'),perfection.n.01
524,Synset('plurality.n.01'),plurality.n.01
525,Synset('polyvalence.n.01'),polyvalence.n.01
526,Synset('polyvalence.n.02'),polyvalence.n.02
527,Synset('readiness.n.01'),readiness.n.01
528,Synset('receivership.n.01'),receivership.n.01
529,Synset('relationship.n.02'),relationship.n.02
530,Synset('relationship.n.03'),relationship.n.03
531,Synset('representation.n.04'),representation.n.04
532,Synset('revocation.n.01'),revocation.n.01
533,Synset('separation.n.01'),separation.n.01
534,Synset('situation.n.01'),situation.n.01
535,Synset('skillfulness.n.01'),skillfulness.n.01
536,Synset('status.n.01'),status.n.01
537,Synset('temporary_state.n.01'),temporary_state.n.01
538,Synset('tribalism.n.01'),tribalism.n.01
539,Synset('turgor.n.01'),turgor.n.01
540,Synset('unemployment.n.01'),unemployment.n.01
541,Synset('union.n.04'),union.n.04
542,Synset('utilization.n.02'),utilization.n.02
543,Synset('utopia.n.02'),utopia.n.02
544,Synset('wild.n.01'),wild.n.01
545,Synset('biological_time.n.01'),biological_time.n.01
546,Synset('civil_time.n.01'),civil_time.n.01
547,Synset('continuum.n.01'),continuum.n.01
548,Synset('cosmic_time.n.01'),cosmic_time.n.01
549,Synset('daylight-saving_time.n.01'),daylight-saving_time.n.01
550,Synset('duration.n.02'),duration.n.02
551,Synset('eternity.n.01'),eternity.n.01
552,Synset('future.n.01'),future.n.01
553,Synset('geological_time.n.01'),geological_time.n.01
554,Synset('greenwich_mean_time.n.01'),greenwich_mean_time.n.01
555,Synset('musical_time.n.01'),musical_time.n.01
556,Synset('past.n.01'),past.n.01
557,Synset('present.n.01'),present.n.01
558,Synset('activeness.n.02'),activeness.n.02
559,Synset('attentiveness.n.03'),attentiveness.n.03
560,Synset('character.n.03'),character.n.03
561,Synset('cleanliness.n.02'),cleanliness.n.02
562,Synset('communicativeness.n.01'),communicativeness.n.01
563,Synset('compulsiveness.n.01'),compulsiveness.n.01
564,Synset('conceit.n.05'),conceit.n.05
565,Synset('demeanor.n.01'),demeanor.n.01
566,Synset('discipline.n.03'),discipline.n.03
567,Synset('distrust.n.02'),distrust.n.02
568,Synset('drive.n.05'),drive.n.05
569,Synset('egoism.n.02'),egoism.n.02
570,Synset('emotionality.n.01'),emotionality.n.01
571,Synset('femininity.n.01'),femininity.n.01
572,Synset('folly.n.01'),folly.n.01
573,Synset('frivolity.n.01'),frivolity.n.01
574,Synset('humility.n.01'),humility.n.01
575,Synset('inactiveness.n.02'),inactiveness.n.02
576,Synset('inattentiveness.n.02'),inattentiveness.n.02
577,Synset('indiscipline.n.01'),indiscipline.n.01
578,Synset('individuality.n.01'),individuality.n.01
579,Synset('intractability.n.01'),intractability.n.01
580,Synset('irresoluteness.n.01'),irresoluteness.n.01
581,Synset('judgment.n.06'),judgment.n.06
582,Synset('masculinity.n.02'),masculinity.n.02
583,Synset('nature.n.04'),nature.n.04
584,Synset('pride.n.03'),pride.n.03
585,Synset('resoluteness.n.01'),resoluteness.n.01
586,Synset('rurality.n.01'),rurality.n.01
587,Synset('seriousness.n.03'),seriousness.n.03
