,Synset,Name,1
2183,Synset('cartridge_ejector.n.01'),cartridge_ejector.n.01,cartridge_ejector
2184,Synset('cartridge_extractor.n.01'),cartridge_extractor.n.01,cartridge_extractor
2185,Synset('ignition.n.02'),ignition.n.02,ignition
2186,Synset('lock.n.03'),lock.n.03,lock
2187,Synset('radiator.n.03'),radiator.n.03,radiator
2188,Synset('tape_drive.n.01'),tape_drive.n.01,tape_drive
2189,Synset('buffer.n.04'),buffer.n.04,buffer
2190,Synset('register.n.04'),register.n.04,register
2191,Synset('collimator.n.02'),collimator.n.02,collimator
2192,Synset('laser.n.01'),laser.n.01,laser
2193,Synset('planetarium.n.02'),planetarium.n.02,planetarium
2194,Synset('prism.n.02'),prism.n.02,prism
2195,Synset('spur.n.04'),spur.n.04,spur
2196,Synset('brake.n.01'),brake.n.01,brake
2197,Synset('brake_shoe.n.01'),brake_shoe.n.01,brake_shoe
2198,Synset('lock.n.05'),lock.n.05,lock
2199,Synset('sea_anchor.n.01'),sea_anchor.n.01,sea_anchor
2200,Synset('fin.n.05'),fin.n.05,fin
2201,Synset('brace.n.09'),brace.n.09,brace
2202,Synset('back.n.08'),back.n.08,back
2203,Synset('bar.n.13'),bar.n.13,bar
2204,Synset('bearing.n.06'),bearing.n.06,bearing
2205,Synset('bedpost.n.01'),bedpost.n.01,bedpost
2206,Synset('bridge.n.06'),bridge.n.06,bridge
2207,Synset('foot.n.11'),foot.n.11,foot
2208,Synset('harness.n.01'),harness.n.01,harness
2209,Synset('leg.n.03'),leg.n.03,leg
2210,Synset('perch.n.01'),perch.n.01,perch
2211,Synset('pier.n.02'),pier.n.02,pier
2212,Synset('pier.n.03'),pier.n.03,pier
2213,Synset('rib.n.01'),rib.n.01,rib
2214,Synset('rocker.n.07'),rocker.n.07,rocker
2215,Synset('shelf.n.01'),shelf.n.01,shelf
2216,Synset('stirrup.n.01'),stirrup.n.01,stirrup
2217,Synset('snare.n.05'),snare.n.05,snare
2218,Synset('duplicator.n.01'),duplicator.n.01,duplicator
2219,Synset('incubator.n.01'),incubator.n.01,incubator
2220,Synset('nuclear_reactor.n.01'),nuclear_reactor.n.01,nuclear_reactor
2221,Synset('pendulum.n.01'),pendulum.n.01,pendulum
2222,Synset('reformer.n.02'),reformer.n.02,reformer
2223,Synset('still.n.03'),still.n.03,still
2224,Synset('amplifier.n.01'),amplifier.n.01,amplifier
2225,Synset('detector.n.03'),detector.n.03,detector
2226,Synset('monitor.n.05'),monitor.n.05,monitor
2227,Synset('oscilloscope.n.01'),oscilloscope.n.01,oscilloscope
2228,Synset('peripheral.n.01'),peripheral.n.01,peripheral
2229,Synset('playback.n.02'),playback.n.02,playback
2230,Synset('set.n.13'),set.n.13,set
2231,Synset('terminal.n.04'),terminal.n.04,terminal
2232,Synset('goal.n.03'),goal.n.03,goal
2233,Synset('pool_table.n.01'),pool_table.n.01,pool_table
2234,Synset('camera.n.01'),camera.n.01,camera
2235,Synset('flash.n.10'),flash.n.10,flash
2236,Synset('parachute.n.01'),parachute.n.01,parachute
2237,Synset('spacecraft.n.01'),spacecraft.n.01,spacecraft
2238,Synset('spike.n.02'),spike.n.02,spike
2239,Synset('bookcase.n.01'),bookcase.n.01,bookcase
2240,Synset('buffet.n.01'),buffet.n.01,buffet
2241,Synset('cabinet.n.01'),cabinet.n.01,cabinet
2242,Synset('chest_of_drawers.n.01'),chest_of_drawers.n.01,chest_of_drawers
2243,Synset('lamp.n.02'),lamp.n.02,lamp
2244,Synset('table.n.02'),table.n.02,table
2245,Synset('bolt.n.02'),bolt.n.02,bolt
2246,Synset('bolt.n.03'),bolt.n.03,bolt
2247,Synset('core.n.10'),core.n.10,core
2248,Synset('lever.n.01'),lever.n.01,lever
2249,Synset('rotor.n.02'),rotor.n.02,rotor
2250,Synset('shackle.n.02'),shackle.n.02,shackle
2251,Synset('track.n.09'),track.n.09,track
2252,Synset('broom.n.01'),broom.n.01,broom
2253,Synset('swab.n.02'),swab.n.02,swab
2254,Synset('rubber_eraser.n.01'),rubber_eraser.n.01,rubber_eraser
2255,Synset('gaff.n.03'),gaff.n.03,gaff
2256,Synset('gig.n.03'),gig.n.03,gig
2257,Synset('lash.n.02'),lash.n.02,lash
2258,Synset('strap.n.01'),strap.n.01,strap
2259,Synset('rotating_shaft.n.01'),rotating_shaft.n.01,rotating_shaft
2260,Synset('harpoon.n.01'),harpoon.n.01,harpoon
2261,Synset('cue.n.04'),cue.n.04,cue
2262,Synset('racket.n.04'),racket.n.04,racket
2263,Synset('spindle.n.04'),spindle.n.04,spindle
2264,Synset('comb.n.03'),comb.n.03,comb
2265,Synset('drill.n.01'),drill.n.01,drill
2266,Synset('fork.n.04'),fork.n.04,fork
2267,Synset('grapnel.n.01'),grapnel.n.01,grapnel
2268,Synset('hoe.n.01'),hoe.n.01,hoe
2269,Synset('rake.n.03'),rake.n.03,rake
2270,Synset('ram.n.04'),ram.n.04,ram
2271,Synset('funnel.n.02'),funnel.n.02,funnel
2272,Synset('chalk.n.04'),chalk.n.04,chalk
2273,Synset('pen.n.01'),pen.n.01,pen
2274,Synset('pencil.n.01'),pencil.n.01,pencil
2275,Synset('intercommunication_system.n.01'),intercommunication_system.n.01,intercommunication_system
2276,Synset('platform.n.03'),platform.n.03,platform
2277,Synset('suspension.n.05'),suspension.n.05,suspension
2278,Synset('cartridge.n.01'),cartridge.n.01,cartridge
2279,Synset('atom_bomb.n.01'),atom_bomb.n.01,atom_bomb
2280,Synset('diaphragm.n.04'),diaphragm.n.04,diaphragm
2281,Synset('rim.n.03'),rim.n.03,rim
2282,Synset('lock.n.04'),lock.n.04,lock
2283,Synset('anteroom.n.01'),anteroom.n.01,anteroom
2284,Synset('barroom.n.01'),barroom.n.01,barroom
2285,Synset('bathroom.n.01'),bathroom.n.01,bathroom
2286,Synset('belfry.n.02'),belfry.n.02,belfry
2287,Synset('closet.n.04'),closet.n.04,closet
2288,Synset('den.n.04'),den.n.04,den
2289,Synset('kitchen.n.01'),kitchen.n.01,kitchen
2290,Synset('living_room.n.01'),living_room.n.01,living_room
2291,Synset('squad_room.n.01'),squad_room.n.01,squad_room
2292,Synset('squad_room.n.02'),squad_room.n.02,squad_room
2293,Synset('study.n.05'),study.n.05,study
2294,Synset('toilet.n.01'),toilet.n.01,toilet
2295,Synset('vestry.n.02'),vestry.n.02,vestry
2296,Synset('barn.n.01'),barn.n.01,barn
2297,Synset('stable.n.01'),stable.n.01,stable
2298,Synset('resort_hotel.n.02'),resort_hotel.n.02,resort_hotel
2299,Synset('hacienda.n.02'),hacienda.n.02,hacienda
2300,Synset('courthouse.n.02'),courthouse.n.02,courthouse
2301,Synset('clinic.n.03'),clinic.n.03,clinic
2302,Synset('mosque.n.01'),mosque.n.01,mosque
2303,Synset('cafe.n.01'),cafe.n.01,cafe
2304,Synset('public_house.n.01'),public_house.n.01,public_house
2305,Synset('distillery.n.01'),distillery.n.01,distillery
2306,Synset('factory.n.01'),factory.n.01,factory
2307,Synset('cellblock.n.01'),cellblock.n.01,cellblock
2308,Synset('ward.n.03'),ward.n.03,ward
2309,Synset('condominium.n.01'),condominium.n.01,condominium
2310,Synset('hearth.n.02'),hearth.n.02,hearth
2311,Synset('bannister.n.02'),bannister.n.02,bannister
2312,Synset('bulwark.n.02'),bulwark.n.02,bulwark
2313,Synset('fender.n.01'),fender.n.01,fender
2314,Synset('railing.n.01'),railing.n.01,railing
2315,Synset('hazard.n.03'),hazard.n.03,hazard
2316,Synset('pin.n.07'),pin.n.07,pin
2317,Synset('fender.n.02'),fender.n.02,fender
2318,Synset('lattice.n.03'),lattice.n.03,lattice
2319,Synset('sash.n.01'),sash.n.01,sash
2320,Synset('truss.n.02'),truss.n.02,truss
2321,Synset('window.n.01'),window.n.01,window
2322,Synset('chassis.n.03'),chassis.n.03,chassis
2323,Synset('hoop.n.01'),hoop.n.01,hoop
2324,Synset('architrave.n.02'),architrave.n.02,architrave
2325,Synset('pedestal.n.03'),pedestal.n.03,pedestal
2326,Synset('apron.n.04'),apron.n.04,apron
2327,Synset('runway.n.04'),runway.n.04,runway
2328,Synset('deck.n.01'),deck.n.01,deck
2329,Synset('landing.n.01'),landing.n.01,landing
2330,Synset('launching_pad.n.01'),launching_pad.n.01,launching_pad
2331,Synset('pier.n.01'),pier.n.01,pier
2332,Synset('ring.n.07'),ring.n.07,ring
2333,Synset('scaffold.n.01'),scaffold.n.01,scaffold
2334,Synset('stage.n.03'),stage.n.03,stage
2335,Synset('top.n.07'),top.n.07,top
2336,Synset('turntable.n.01'),turntable.n.01,turntable
2337,Synset('brim.n.01'),brim.n.01,brim
2338,Synset('curb.n.01'),curb.n.01,curb
2339,Synset('face.n.08'),face.n.08,face
2340,Synset('nose.n.02'),nose.n.02,nose
2341,Synset('head.n.28'),head.n.28,head
2342,Synset('tail.n.06'),tail.n.06,tail
2343,Synset('ceiling.n.01'),ceiling.n.01,ceiling
2344,Synset('arch.n.03'),arch.n.03,arch
2345,Synset('gutter.n.01'),gutter.n.01,gutter
2346,Synset('sluice.n.01'),sluice.n.01,sluice
2347,Synset('gate.n.04'),gate.n.04,gate
2348,Synset('shaft.n.08'),shaft.n.08,shaft
2349,Synset('tunnel.n.01'),tunnel.n.01,tunnel
2350,Synset('bowling_alley.n.02'),bowling_alley.n.02,bowling_alley
2351,Synset('sidewalk.n.01'),sidewalk.n.01,sidewalk
2352,Synset('street.n.01'),street.n.01,street
2353,Synset('ladder.n.01'),ladder.n.01,ladder
2354,Synset('ovum.n.01'),ovum.n.01,ovum
2355,Synset('leukocyte.n.01'),leukocyte.n.01,leukocyte
2356,Synset('red_blood_cell.n.01'),red_blood_cell.n.01,red_blood_cell
2357,Synset('tunicate.n.01'),tunicate.n.01,tunicate
2358,Synset('domestic_cat.n.01'),domestic_cat.n.01,domestic_cat
2359,Synset('brachiopod.n.01'),brachiopod.n.01,brachiopod
2360,Synset('bryozoan.n.01'),bryozoan.n.01,bryozoan
2361,Synset('sponge.n.04'),sponge.n.04,sponge
2362,Synset('caterpillar.n.01'),caterpillar.n.01,caterpillar
2363,Synset('hellgrammiate.n.01'),hellgrammiate.n.01,hellgrammiate
2364,Synset('strawworm.n.02'),strawworm.n.02,strawworm
2365,Synset('agaric.n.02'),agaric.n.02,agaric
2366,Synset('flea.n.01'),flea.n.01,flea
2367,Synset('diatom.n.01'),diatom.n.01,diatom
2368,Synset('aconite.n.01'),aconite.n.01,aconite
2369,Synset('meson.n.01'),meson.n.01,meson
2370,Synset('hadron.n.01'),hadron.n.01,hadron
2371,Synset('quark.n.01'),quark.n.01,quark
2372,Synset('weakly_interacting_massive_particle.n.01'),weakly_interacting_massive_particle.n.01,weakly_interacting_massive_particle
2373,Synset('baryon.n.01'),baryon.n.01,baryon
2374,Synset('beard.n.04'),beard.n.04,beard
2375,Synset('coat.n.03'),coat.n.03,coat
2376,Synset('eyelash.n.01'),eyelash.n.01,eyelash
2377,Synset('forelock.n.02'),forelock.n.02,forelock
2378,Synset('mane.n.01'),mane.n.01,mane
2379,Synset('mane.n.02'),mane.n.02,mane
2380,Synset('dewlap.n.01'),dewlap.n.01,dewlap
2381,Synset('prepuce.n.01'),prepuce.n.01,prepuce
2382,Synset('prepuce.n.02'),prepuce.n.02,prepuce
2383,Synset('scalp.n.01'),scalp.n.01,scalp
2384,Synset('alula.n.01'),alula.n.01,alula
2385,Synset('pad.n.02'),pad.n.02,pad
2386,Synset('anther.n.01'),anther.n.01,anther
2387,Synset('ascus.n.01'),ascus.n.01,ascus
2388,Synset('cone.n.03'),cone.n.03,cone
2389,Synset('flower.n.02'),flower.n.02,flower
2390,Synset('gleba.n.01'),gleba.n.01,gleba
2391,Synset('ovary.n.01'),ovary.n.01,ovary
2392,Synset('ovule.n.01'),ovule.n.01,ovule
2393,Synset('pistil.n.01'),pistil.n.01,pistil
2394,Synset('placenta.n.01'),placenta.n.01,placenta
2395,Synset('sorus.n.02'),sorus.n.02,sorus
2396,Synset('stigma.n.01'),stigma.n.01,stigma
2397,Synset('style.n.05'),style.n.05,style
2398,Synset('testa.n.01'),testa.n.01,testa
2399,Synset('cassava.n.02'),cassava.n.02,cassava
2400,Synset('axis.n.02'),axis.n.02,axis
2401,Synset('branch.n.02'),branch.n.02,branch
2402,Synset('trunk.n.01'),trunk.n.01,trunk
2403,Synset('nimbus.n.01'),nimbus.n.01,nimbus
2404,Synset('precipitation.n.03'),precipitation.n.03,precipitation
2405,Synset('wave.n.08'),wave.n.08,wave
2406,Synset('arm.n.01'),arm.n.01,arm
2407,Synset('leg.n.01'),leg.n.01,leg
2408,Synset('leg.n.02'),leg.n.02,leg
2409,Synset('thigh.n.01'),thigh.n.01,thigh
2410,Synset('foot.n.01'),foot.n.01,foot
2411,Synset('thymus_gland.n.01'),thymus_gland.n.01,thymus_gland
2412,Synset('pancreas.n.01'),pancreas.n.01,pancreas
2413,Synset('ovary.n.02'),ovary.n.02,ovary
2414,Synset('uterus.n.01'),uterus.n.01,uterus
2415,Synset('testis.n.01'),testis.n.01,testis
2416,Synset('alimentary_canal.n.01'),alimentary_canal.n.01,alimentary_canal
2417,Synset('pore.n.02'),pore.n.02,pore
2418,Synset('ureter.n.01'),ureter.n.01,ureter
2419,Synset('urethra.n.01'),urethra.n.01,urethra
2420,Synset('vagina.n.01'),vagina.n.01,vagina
2421,Synset('anus.n.01'),anus.n.01,anus
2422,Synset('fontanelle.n.01'),fontanelle.n.01,fontanelle
2423,Synset('mouth.n.02'),mouth.n.02,mouth
2424,Synset('stoma.n.02'),stoma.n.02,stoma
2425,Synset('belly.n.02'),belly.n.02,belly
2426,Synset('mons.n.01'),mons.n.01,mons
2427,Synset('ligament.n.01'),ligament.n.01,ligament
2428,Synset('marrow.n.01'),marrow.n.01,marrow
2429,Synset('tendon.n.01'),tendon.n.01,tendon
2430,Synset('cusp.n.02'),cusp.n.02,cusp
2431,Synset('soft_palate.n.01'),soft_palate.n.01,soft_palate
2432,Synset('uvula.n.01'),uvula.n.01,uvula
2433,Synset('pharyngeal_tonsil.n.01'),pharyngeal_tonsil.n.01,pharyngeal_tonsil
2434,Synset('spleen.n.01'),spleen.n.01,spleen
2435,Synset('tonsil.n.01'),tonsil.n.01,tonsil
2436,Synset('choroid.n.01'),choroid.n.01,choroid
2437,Synset('cornea.n.01'),cornea.n.01,cornea
2438,Synset('iris.n.02'),iris.n.02,iris
2439,Synset('lamella.n.02'),lamella.n.02,lamella
2440,Synset('meninx.n.01'),meninx.n.01,meninx
2441,Synset('retina.n.01'),retina.n.01,retina
2442,Synset('serous_membrane.n.01'),serous_membrane.n.01,serous_membrane
2443,Synset('web.n.07'),web.n.07,web
2444,Synset('cellulose.n.01'),cellulose.n.01,cellulose
2445,Synset('chitin.n.01'),chitin.n.01,chitin
2446,Synset('myelin.n.01'),myelin.n.01,myelin
2447,Synset('spike_lavender_oil.n.01'),spike_lavender_oil.n.01,spike_lavender_oil
2448,Synset('carnauba_wax.n.01'),carnauba_wax.n.01,carnauba_wax
2449,Synset('immunoglobulin.n.01'),immunoglobulin.n.01,immunoglobulin
2450,Synset('actin.n.01'),actin.n.01,actin
2451,Synset('belt.n.01'),belt.n.01,belt
2452,Synset('severe_combined_immunodeficiency.n.01'),severe_combined_immunodeficiency.n.01,severe_combined_immunodeficiency
2453,Synset('posttraumatic_stress_disorder.n.01'),posttraumatic_stress_disorder.n.01,posttraumatic_stress_disorder
2454,Synset('hysteria.n.03'),hysteria.n.03,hysteria
2455,Synset('epilepsy.n.01'),epilepsy.n.01,epilepsy
2456,Synset('fibrosis.n.01'),fibrosis.n.01,fibrosis
2457,Synset('post_office.n.01'),post_office.n.01,post_office
2458,Synset('top.n.04'),top.n.04,top
2459,Synset('knock_on.n.01'),knock_on.n.01,knock_on
2460,Synset('structuralism.n.02'),structuralism.n.02,structuralism
2461,Synset('face-off.n.02'),face-off.n.02,face-off
2462,Synset('roasting.n.01'),roasting.n.01,roasting
2463,Synset('feather.n.02'),feather.n.02,feather
2464,Synset('blow.n.01'),blow.n.01,blow
2465,Synset('run-up.n.02'),run-up.n.02,run-up
2466,Synset('stage.n.06'),stage.n.06,stage
2467,Synset('ordination.n.03'),ordination.n.03,ordination
2468,Synset('penance.n.02'),penance.n.02,penance
2469,Synset('football.n.01'),football.n.01,football
2470,Synset('wrestling.n.02'),wrestling.n.02,wrestling
2471,Synset('basketball.n.01'),basketball.n.01,basketball
2472,Synset('tennis.n.01'),tennis.n.01,tennis
2473,Synset('modality.n.04'),modality.n.04,modality
2474,Synset('checkup.n.01'),checkup.n.01,checkup
2475,Synset('grasshopper.n.02'),grasshopper.n.02,grasshopper
2476,Synset('martini.n.01'),martini.n.01,martini
2477,Synset('zombie.n.05'),zombie.n.05,zombie
2478,Synset('juror.n.01'),juror.n.01,juror
2479,Synset('flanker.n.02'),flanker.n.02,flanker
2480,Synset('legionnaire.n.02'),legionnaire.n.02,legionnaire
2481,Synset('territorial.n.01'),territorial.n.01,territorial
2482,Synset('supreme_allied_commander_europe.n.01'),supreme_allied_commander_europe.n.01,Supreme_Allied_Commander_Europe
2483,Synset('amarelle.n.02'),amarelle.n.02,amarelle
2484,Synset('lettuce.n.03'),lettuce.n.03,lettuce
2485,Synset('soy.n.04'),soy.n.04,soy
2486,Synset('caffeine.n.01'),caffeine.n.01,caffeine
2487,Synset('dopa.n.01'),dopa.n.01,dopa
2488,Synset('dioxin.n.01'),dioxin.n.01,dioxin
2489,Synset('flavin.n.01'),flavin.n.01,flavin
2490,Synset('tannin.n.01'),tannin.n.01,tannin
2491,Synset('epoxy.n.01'),epoxy.n.01,epoxy
2492,Synset('balsam.n.02'),balsam.n.02,balsam
2493,Synset('mustard.n.02'),mustard.n.02,mustard
2494,Synset('sauce.n.01'),sauce.n.01,sauce
2495,Synset('basil.n.03'),basil.n.03,basil
2496,Synset('borage.n.02'),borage.n.02,borage
2497,Synset('chives.n.02'),chives.n.02,chives
2498,Synset('comfrey.n.02'),comfrey.n.02,comfrey
2499,Synset('dill.n.02'),dill.n.02,dill
2500,Synset('hyssop.n.02'),hyssop.n.02,hyssop
2501,Synset('lovage.n.02'),lovage.n.02,lovage
2502,Synset('marjoram.n.02'),marjoram.n.02,marjoram
2503,Synset('mint.n.04'),mint.n.04,mint
2504,Synset('rue.n.02'),rue.n.02,rue
2505,Synset('sage.n.02'),sage.n.02,sage
2506,Synset('tea.n.05'),tea.n.05,tea
2507,Synset('thyme.n.02'),thyme.n.02,thyme
2508,Synset('cinnamon.n.03'),cinnamon.n.03,cinnamon
2509,Synset('clove.n.04'),clove.n.04,clove
2510,Synset('mace.n.03'),mace.n.03,mace
2511,Synset('nutmeg.n.02'),nutmeg.n.02,nutmeg
2512,Synset('honey.n.01'),honey.n.01,honey
2513,Synset('mint.n.05'),mint.n.05,mint
2514,Synset('fork.n.01'),fork.n.01,fork
2515,Synset('jean.n.01'),jean.n.01,jean
2516,Synset('stocking.n.01'),stocking.n.01,stocking
2517,Synset('coat.n.01'),coat.n.01,coat
2518,Synset('cardigan.n.01'),cardigan.n.01,cardigan
2519,Synset('gown.n.01'),gown.n.01,gown
2520,Synset('blouse.n.01'),blouse.n.01,blouse
2521,Synset('book.n.01'),book.n.01,book
2522,Synset('magazine.n.01'),magazine.n.01,magazine
2523,Synset('volume.n.04'),volume.n.04,volume
2524,Synset('flat.n.06'),flat.n.06,flat
2525,Synset('chain.n.03'),chain.n.03,chain
2526,Synset('distributor_point.n.01'),distributor_point.n.01,distributor_point
2527,Synset('short_circuit.n.01'),short_circuit.n.01,short_circuit
2528,Synset('terminal.n.02'),terminal.n.02,terminal
2529,Synset('hinge.n.01'),hinge.n.01,hinge
2530,Synset('pocket.n.01'),pocket.n.01,pocket
2531,Synset('mug.n.04'),mug.n.04,mug
2532,Synset('teapot.n.01'),teapot.n.01,teapot
2533,Synset('cabin_car.n.01'),cabin_car.n.01,cabin_car
2534,Synset('carriage.n.02'),carriage.n.02,carriage
2535,Synset('locomotive.n.01'),locomotive.n.01,locomotive
2536,Synset('recreational_vehicle.n.01'),recreational_vehicle.n.01,recreational_vehicle
2537,Synset('streetcar.n.01'),streetcar.n.01,streetcar
2538,Synset('cart.n.01'),cart.n.01,cart
2539,Synset('tank.n.01'),tank.n.01,tank
2540,Synset('warship.n.01'),warship.n.01,warship
2541,Synset('missile.n.01'),missile.n.01,missile
2542,Synset('anode.n.01'),anode.n.01,anode
2543,Synset('base.n.20'),base.n.20,base
2544,Synset('cathode.n.01'),cathode.n.01,cathode
2545,Synset('collector.n.04'),collector.n.04,collector
2546,Synset('emitter.n.01'),emitter.n.01,emitter
2547,Synset('grid.n.04'),grid.n.04,grid
2548,Synset('chip.n.07'),chip.n.07,chip
2549,Synset('filament.n.04'),filament.n.04,filament
2550,Synset('detector.n.02'),detector.n.02,detector
2551,Synset('mosaic.n.05'),mosaic.n.05,mosaic
2552,Synset('flat_panel_display.n.01'),flat_panel_display.n.01,flat_panel_display
2553,Synset('monitor.n.04'),monitor.n.04,monitor
2554,Synset('window.n.08'),window.n.08,window
2555,Synset('hand.n.08'),hand.n.08,hand
2556,Synset('gallows.n.01'),gallows.n.01,gallows
2557,Synset('log.n.05'),log.n.05,log
2558,Synset('octant.n.01'),octant.n.01,octant
2559,Synset('pipet.n.01'),pipet.n.01,pipet
2560,Synset('radar.n.01'),radar.n.01,radar
2561,Synset('sextant.n.02'),sextant.n.02,sextant
2562,Synset('sonar.n.01'),sonar.n.01,sonar
2563,Synset('syringe.n.01'),syringe.n.01,syringe
2564,Synset('sights.n.01'),sights.n.01,sights
2565,Synset('spectacles.n.01'),spectacles.n.01,spectacles
2566,Synset('alidade.n.01'),alidade.n.01,alidade
2567,Synset('theodolite.n.01'),theodolite.n.01,theodolite
2568,Synset('bow.n.04'),bow.n.04,bow
2569,Synset('gun.n.01'),gun.n.01,gun
2570,Synset('knife.n.02'),knife.n.02,knife
2571,Synset('pike.n.04'),pike.n.04,pike
2572,Synset('spear.n.01'),spear.n.01,spear
2573,Synset('weapon_of_mass_destruction.n.01'),weapon_of_mass_destruction.n.01,weapon_of_mass_destruction
2574,Synset('cowhide.n.03'),cowhide.n.03,cowhide
2575,Synset('predictor.n.03'),predictor.n.03,predictor
2576,Synset('dredge.n.01'),dredge.n.01,dredge
2577,Synset('drum_sander.n.01'),drum_sander.n.01,drum_sander
2578,Synset('handwheel.n.02'),handwheel.n.02,handwheel
2579,Synset('valve.n.03'),valve.n.03,valve
2580,Synset('first_gear.n.01'),first_gear.n.01,first_gear
2581,Synset('bumper.n.02'),bumper.n.02,bumper
2582,Synset('gearshift.n.01'),gearshift.n.01,gearshift
2583,Synset('hook.n.04'),hook.n.04,hook
2584,Synset('piston.n.02'),piston.n.02,piston
2585,Synset('pump.n.01'),pump.n.01,pump
2586,Synset('ratchet.n.01'),ratchet.n.01,ratchet
2587,Synset('record_changer.n.01'),record_changer.n.01,record_changer
2588,Synset('ride.n.02'),ride.n.02,ride
2589,Synset('shutter.n.01'),shutter.n.01,shutter
2590,Synset('stator.n.01'),stator.n.01,stator
2591,Synset('tone_arm.n.01'),tone_arm.n.01,tone_arm
2592,Synset('windshield_wiper.n.01'),windshield_wiper.n.01,windshield_wiper
2593,Synset('blade.n.08'),blade.n.08,blade
2594,Synset('rotor.n.03'),rotor.n.03,rotor
2595,Synset('helm.n.01'),helm.n.01,helm
2596,Synset('bass_horn.n.01'),bass_horn.n.01,bass_horn
2597,Synset('accordion.n.01'),accordion.n.01,accordion
2598,Synset('organ.n.05'),organ.n.05,organ
2599,Synset('piano.n.01'),piano.n.01,piano
2600,Synset('drum.n.01'),drum.n.01,drum
2601,Synset('banjo.n.01'),banjo.n.01,banjo
2602,Synset('guitar.n.01'),guitar.n.01,guitar
2603,Synset('collet.n.03'),collet.n.03,collet
2604,Synset('brake_system.n.01'),brake_system.n.01,brake_system
2605,Synset('hand_brake.n.01'),hand_brake.n.01,hand_brake
2606,Synset('pawl.n.01'),pawl.n.01,pawl
2607,Synset('buckle.n.01'),buckle.n.01,buckle
2608,Synset('clasp.n.01'),clasp.n.01,clasp
2609,Synset('clinch.n.03'),clinch.n.03,clinch
2610,Synset('lock.n.01'),lock.n.01,lock
2611,Synset('nail.n.02'),nail.n.02,nail
2612,Synset('pin.n.09'),pin.n.09,pin
2613,Synset('screw.n.04'),screw.n.04,screw
2614,Synset('sealing_wax.n.01'),sealing_wax.n.01,sealing_wax
2615,Synset('slide_fastener.n.01'),slide_fastener.n.01,slide_fastener
2616,Synset('limelight.n.02'),limelight.n.02,limelight
2617,Synset('flood.n.03'),flood.n.03,flood
2618,Synset('guy.n.03'),guy.n.03,guy
2619,Synset('tie.n.08'),tie.n.08,tie
2620,Synset('saddle.n.01'),saddle.n.01,saddle
2621,Synset('plate.n.12'),plate.n.12,plate
2622,Synset('riser.n.03'),riser.n.03,riser
2623,Synset('tread.n.04'),tread.n.04,tread
2624,Synset('transmitter.n.03'),transmitter.n.03,transmitter
2625,Synset('handset.n.01'),handset.n.01,handset
2626,Synset('television_camera.n.01'),television_camera.n.01,television_camera
2627,Synset('bowl.n.07'),bowl.n.07,bowl
2628,Synset('bowling_ball.n.01'),bowling_ball.n.01,bowling_ball
2629,Synset('football.n.02'),football.n.02,football
2630,Synset('jack.n.05'),jack.n.05,jack
2631,Synset('bit.n.05'),bit.n.05,bit
2632,Synset('base.n.03'),base.n.03,base
2633,Synset('baseball_bat.n.01'),baseball_bat.n.01,baseball_bat
2634,Synset('mound.n.01'),mound.n.01,mound
2635,Synset('golf_club.n.02'),golf_club.n.02,golf_club
2636,Synset('parallel_bars.n.01'),parallel_bars.n.01,parallel_bars
2637,Synset('canvas.n.06'),canvas.n.06,canvas
2638,Synset('ice_skate.n.01'),ice_skate.n.01,ice_skate
2639,Synset('bed.n.01'),bed.n.01,bed
2640,Synset('chair.n.01'),chair.n.01,chair
2641,Synset('counter.n.01'),counter.n.01,counter
2642,Synset('desk.n.01'),desk.n.01,desk
2643,Synset('gun_trigger.n.01'),gun_trigger.n.01,gun_trigger
2644,Synset('key.n.15'),key.n.15,key
2645,Synset('tiller.n.03'),tiller.n.03,tiller
2646,Synset('rein.n.01'),rein.n.01,rein
2647,Synset('spar.n.02'),spar.n.02,spar
2648,Synset('spindle.n.03'),spindle.n.03,spindle
2649,Synset('axle.n.01'),axle.n.01,axle
2650,Synset('bit.n.11'),bit.n.11,bit
2651,Synset('blade.n.09'),blade.n.09,blade
2652,Synset('lawn_mower.n.01'),lawn_mower.n.01,lawn_mower
2653,Synset('awl.n.01'),awl.n.01,awl
2654,Synset('file.n.04'),file.n.04,file
2655,Synset('hammer.n.02'),hammer.n.02,hammer
2656,Synset('pincer.n.01'),pincer.n.01,pincer
2657,Synset('pitchfork.n.01'),pitchfork.n.01,pitchfork
2658,Synset('pliers.n.01'),pliers.n.01,pliers
2659,Synset('saw.n.02'),saw.n.02,saw
2660,Synset('spatula.n.02'),spatula.n.02,spatula
2661,Synset('wrench.n.03'),wrench.n.03,wrench
2662,Synset('pottery.n.01'),pottery.n.01,pottery
2663,Synset('television.n.01'),television.n.01,television
2664,Synset('stereo.n.01'),stereo.n.01,stereo
2665,Synset('local_area_network.n.01'),local_area_network.n.01,local_area_network
2666,Synset('core.n.09'),core.n.09,core
2667,Synset('furnace.n.01'),furnace.n.01,furnace
2668,Synset('apse.n.01'),apse.n.01,apse
2669,Synset('fireplace.n.01'),fireplace.n.01,fireplace
2670,Synset('mihrab.n.02'),mihrab.n.02,mihrab
2671,Synset('car.n.03'),car.n.03,car
2672,Synset('stall.n.01'),stall.n.01,stall
2673,Synset('mess.n.05'),mess.n.05,mess
2674,Synset('plaza.n.02'),plaza.n.02,plaza
2675,Synset('door.n.01'),door.n.01,door
