,Synset,Name,1
937,Synset('law.n.02'),law.n.02,law
938,Synset('passport.n.02'),passport.n.02,passport
939,Synset('story.n.02'),story.n.02,story
940,Synset('letter.n.01'),letter.n.01,letter
941,Synset('line.n.05'),line.n.05,line
942,Synset('stanza.n.01'),stanza.n.01,stanza
943,Synset('morse.n.01'),morse.n.01,Morse
944,Synset('american_standard_code_for_information_interchange.n.01'),american_standard_code_for_information_interchange.n.01,American_Standard_Code_for_Information_Interchange
945,Synset('alphabet.n.01'),alphabet.n.01,alphabet
946,Synset('string.n.05'),string.n.05,string
947,Synset('oleaceae.n.01'),oleaceae.n.01,Oleaceae
948,Synset('ulmaceae.n.01'),ulmaceae.n.01,Ulmaceae
949,Synset('vitaceae.n.01'),vitaceae.n.01,Vitaceae
950,Synset('zeidae.n.01'),zeidae.n.01,Zeidae
951,Synset('gramineae.n.01'),gramineae.n.01,Gramineae
952,Synset('apis.n.01'),apis.n.01,Apis
953,Synset('bombyx.n.01'),bombyx.n.01,Bombyx
954,Synset('cancer.n.05'),cancer.n.05,Cancer
955,Synset('cimex.n.01'),cimex.n.01,Cimex
956,Synset('corixa.n.01'),corixa.n.01,Corixa
957,Synset('culex.n.01'),culex.n.01,Culex
958,Synset('danaus.n.01'),danaus.n.01,Danaus
959,Synset('lepas.n.01'),lepas.n.01,Lepas
960,Synset('lycosa.n.01'),lycosa.n.01,Lycosa
961,Synset('maja.n.01'),maja.n.01,Maja
962,Synset('musca.n.02'),musca.n.02,Musca
963,Synset('oestrus.n.02'),oestrus.n.02,Oestrus
964,Synset('peneus.n.01'),peneus.n.01,Peneus
965,Synset('pieris.n.02'),pieris.n.02,Pieris
966,Synset('termes.n.01'),termes.n.01,Termes
967,Synset('tinea.n.02'),tinea.n.02,Tinea
968,Synset('vanessa.n.01'),vanessa.n.01,Vanessa
969,Synset('aix.n.01'),aix.n.01,Aix
970,Synset('alcedo.n.01'),alcedo.n.01,Alcedo
971,Synset('anas.n.01'),anas.n.01,Anas
972,Synset('aquila.n.03'),aquila.n.03,Aquila
973,Synset('ardea.n.01'),ardea.n.01,Ardea
974,Synset('athene.n.02'),athene.n.02,Athene
975,Synset('chen.n.01'),chen.n.01,Chen
976,Synset('circus.n.06'),circus.n.06,Circus
977,Synset('columba.n.02'),columba.n.02,Columba
978,Synset('corvus.n.02'),corvus.n.02,Corvus
979,Synset('gallus.n.02'),gallus.n.02,Gallus
980,Synset('gavia.n.01'),gavia.n.01,Gavia
981,Synset('grus.n.02'),grus.n.02,Grus
982,Synset('gyps.n.01'),gyps.n.01,Gyps
983,Synset('halcyon.n.02'),halcyon.n.02,Halcyon
984,Synset('icterus.n.02'),icterus.n.02,Icterus
985,Synset('irena.n.01'),irena.n.01,Irena
986,Synset('lanius.n.01'),lanius.n.01,Lanius
987,Synset('nestor.n.02'),nestor.n.02,Nestor
988,Synset('otis.n.02'),otis.n.02,Otis
989,Synset('parus.n.01'),parus.n.01,Parus
990,Synset('passer.n.05'),passer.n.05,Passer
991,Synset('pastor.n.02'),pastor.n.02,Pastor
992,Synset('phaethon.n.02'),phaethon.n.02,Phaethon
993,Synset('prunella.n.02'),prunella.n.02,Prunella
994,Synset('regulus.n.02'),regulus.n.02,Regulus
995,Synset('sagittarius.n.04'),sagittarius.n.04,Sagittarius
996,Synset('silvia.n.01'),silvia.n.01,Silvia
997,Synset('sterna.n.01'),sterna.n.01,Sterna
998,Synset('tetrao.n.01'),tetrao.n.01,Tetrao
999,Synset('todus.n.01'),todus.n.01,Todus
1000,Synset('acer.n.01'),acer.n.01,Acer
1001,Synset('adenium.n.01'),adenium.n.01,Adenium
1002,Synset('astronium.n.01'),astronium.n.01,Astronium
1003,Synset('cecropia.n.01'),cecropia.n.01,Cecropia
1004,Synset('colubrina.n.01'),colubrina.n.01,Colubrina
1005,Synset('cordia.n.01'),cordia.n.01,Cordia
1006,Synset('drosera.n.01'),drosera.n.01,Drosera
1007,Synset('eugenia.n.01'),eugenia.n.01,Eugenia
1008,Synset('exacum.n.01'),exacum.n.01,Exacum
1009,Synset('ficus.n.01'),ficus.n.01,Ficus
1010,Synset('gentianella.n.01'),gentianella.n.01,Gentianella
1011,Synset('hakea.n.01'),hakea.n.01,Hakea
1012,Synset('halenia.n.01'),halenia.n.01,Halenia
1013,Synset('halesia.n.01'),halesia.n.01,Halesia
1014,Synset('ilex.n.01'),ilex.n.01,Ilex
1015,Synset('jambos.n.01'),jambos.n.01,Jambos
1016,Synset('knightia.n.01'),knightia.n.01,Knightia
1017,Synset('melicoccus.n.01'),melicoccus.n.01,Melicoccus
1018,Synset('myrciaria.n.01'),myrciaria.n.01,Myrciaria
1019,Synset('nephelium.n.01'),nephelium.n.01,Nephelium
1020,Synset('nyssa.n.01'),nyssa.n.01,Nyssa
1021,Synset('palaquium.n.01'),palaquium.n.01,Palaquium
1022,Synset('payena.n.01'),payena.n.01,Payena
1023,Synset('periploca.n.01'),periploca.n.01,Periploca
1024,Synset('pilea.n.01'),pilea.n.01,Pilea
1025,Synset('piper.n.02'),piper.n.02,Piper
1026,Synset('pipturus.n.01'),pipturus.n.01,Pipturus
1027,Synset('pouteria.n.01'),pouteria.n.01,Pouteria
1028,Synset('rhus.n.01'),rhus.n.01,Rhus
1029,Synset('rumex.n.01'),rumex.n.01,Rumex
1030,Synset('samolus.n.01'),samolus.n.01,Samolus
1031,Synset('swertia.n.01'),swertia.n.01,Swertia
1032,Synset('symplocus.n.01'),symplocus.n.01,Symplocus
1033,Synset('syringa.n.02'),syringa.n.02,Syringa
1034,Synset('trapa.n.01'),trapa.n.01,Trapa
1035,Synset('trema.n.01'),trema.n.01,Trema
1036,Synset('ulmus.n.01'),ulmus.n.01,Ulmus
1037,Synset('vitis.n.01'),vitis.n.01,Vitis
1038,Synset('xylomelum.n.01'),xylomelum.n.01,Xylomelum
1039,Synset('anemia.n.03'),anemia.n.03,Anemia
1040,Synset('genus_doodia.n.01'),genus_doodia.n.01,genus_Doodia
1041,Synset('agonus.n.01'),agonus.n.01,Agonus
1042,Synset('anguilla.n.02'),anguilla.n.02,Anguilla
1043,Synset('arius.n.02'),arius.n.02,Arius
1044,Synset('brama.n.01'),brama.n.01,Brama
1045,Synset('caranx.n.01'),caranx.n.01,Caranx
1046,Synset('diodon.n.01'),diodon.n.01,Diodon
1047,Synset('esox.n.01'),esox.n.01,Esox
1048,Synset('gadus.n.01'),gadus.n.01,Gadus
1049,Synset('gerres.n.01'),gerres.n.01,Gerres
1050,Synset('liparis.n.02'),liparis.n.02,Liparis
1051,Synset('mobula.n.01'),mobula.n.01,Mobula
1052,Synset('morone.n.01'),morone.n.01,Morone
1053,Synset('perca.n.01'),perca.n.01,Perca
1054,Synset('raja.n.02'),raja.n.02,Raja
1055,Synset('salmo.n.01'),salmo.n.01,Salmo
1056,Synset('selene.n.02'),selene.n.02,Selene
1057,Synset('triga.n.01'),triga.n.01,Triga
1058,Synset('zeus.n.02'),zeus.n.02,Zeus
1059,Synset('alectoria.n.01'),alectoria.n.01,Alectoria
1060,Synset('amanita.n.01'),amanita.n.01,Amanita
1061,Synset('fomes.n.01'),fomes.n.01,Fomes
1062,Synset('phallus.n.01'),phallus.n.01,Phallus
1063,Synset('sclerotium.n.01'),sclerotium.n.01,Sclerotium
1064,Synset('tuber.n.02'),tuber.n.02,Tuber
1065,Synset('usnea.n.01'),usnea.n.01,Usnea
1066,Synset('picea.n.01'),picea.n.01,Picea
1067,Synset('pinus.n.01'),pinus.n.01,Pinus
1068,Synset('bos.n.01'),bos.n.01,Bos
1069,Synset('canis.n.01'),canis.n.01,Canis
1070,Synset('castor.n.05'),castor.n.05,Castor
1071,Synset('cebus.n.01'),cebus.n.01,Cebus
1072,Synset('delphinus.n.02'),delphinus.n.02,Delphinus
1073,Synset('felis.n.01'),felis.n.01,Felis
1074,Synset('fossa.n.02'),fossa.n.02,Fossa
1075,Synset('geomys.n.01'),geomys.n.01,Geomys
1076,Synset('kobus.n.01'),kobus.n.01,Kobus
1077,Synset('lepus.n.02'),lepus.n.02,Lepus
1078,Synset('manis.n.01'),manis.n.01,Manis
1079,Synset('meles.n.01'),meles.n.01,Meles
1080,Synset('mus.n.01'),mus.n.01,Mus
1081,Synset('myotis.n.01'),myotis.n.01,Myotis
1082,Synset('otaria.n.01'),otaria.n.01,Otaria
1083,Synset('ovibos.n.01'),ovibos.n.01,Ovibos
1084,Synset('pan.n.04'),pan.n.04,Pan
1085,Synset('phoca.n.01'),phoca.n.01,Phoca
1086,Synset('pongo.n.01'),pongo.n.01,Pongo
1087,Synset('procyon.n.02'),procyon.n.02,Procyon
1088,Synset('rattus.n.01'),rattus.n.01,Rattus
1089,Synset('spalax.n.01'),spalax.n.01,Spalax
1090,Synset('ursus.n.01'),ursus.n.01,Ursus
1091,Synset('zapus.n.01'),zapus.n.01,Zapus
1092,Synset('anomia.n.02'),anomia.n.02,Anomia
1093,Synset('patella.n.02'),patella.n.02,Patella
1094,Synset('venus.n.03'),venus.n.03,Venus
1095,Synset('ananas.n.01'),ananas.n.01,Ananas
1096,Synset('arundo.n.01'),arundo.n.01,Arundo
1097,Synset('carex.n.01'),carex.n.01,Carex
1098,Synset('cyperus.n.01'),cyperus.n.01,Cyperus
1099,Synset('euterpe.n.01'),euterpe.n.01,Euterpe
1100,Synset('genus_sorghum.n.01'),genus_sorghum.n.01,genus_Sorghum
1101,Synset('juncus.n.01'),juncus.n.01,Juncus
1102,Synset('lemna.n.01'),lemna.n.01,Lemna
1103,Synset('mayaca.n.01'),mayaca.n.01,Mayaca
1104,Synset('ophrys.n.01'),ophrys.n.01,Ophrys
1105,Synset('phoenix.n.02'),phoenix.n.02,phoenix
1106,Synset('pholidota.n.01'),pholidota.n.01,Pholidota
1107,Synset('raffia.n.03'),raffia.n.03,Raffia
1108,Synset('draco.n.03'),draco.n.03,Draco
1109,Synset('testudo.n.02'),testudo.n.02,Testudo
1110,Synset('hymenoptera.n.01'),hymenoptera.n.01,Hymenoptera
1111,Synset('primates.n.01'),primates.n.01,Primates
1112,Synset('rastafari.n.01'),rastafari.n.01,Rastafari
1113,Synset('chain.n.04'),chain.n.04,chain
1114,Synset('partnership.n.01'),partnership.n.01,partnership
1115,Synset('military_reserve.n.01'),military_reserve.n.01,military_reserve
1116,Synset('navy.n.01'),navy.n.01,navy
1117,Synset('schutzstaffel.n.01'),schutzstaffel.n.01,Schutzstaffel
1118,Synset('college.n.02'),college.n.02,college
1119,Synset('university.n.03'),university.n.03,university
1120,Synset('buddhism.n.01'),buddhism.n.01,Buddhism
1121,Synset('cult.n.01'),cult.n.01,cult
1122,Synset('cult.n.03'),cult.n.03,cult
1123,Synset('hinduism.n.01'),hinduism.n.01,Hinduism
1124,Synset('judaism.n.01'),judaism.n.01,Judaism
1125,Synset('sect.n.01'),sect.n.01,sect
1126,Synset('taoism.n.02'),taoism.n.02,Taoism
1127,Synset('shift.n.07'),shift.n.07,shift
1128,Synset('enemy.n.01'),enemy.n.01,enemy
1129,Synset('guard.n.06'),guard.n.06,guard
1130,Synset('headquarters.n.03'),headquarters.n.03,headquarters
1131,Synset('israeli_defense_force.n.01'),israeli_defense_force.n.01,Israeli_Defense_Force
1132,Synset('legion.n.03'),legion.n.03,legion
1133,Synset('militia.n.01'),militia.n.01,militia
1134,Synset('mujahidin.n.01'),mujahidin.n.01,mujahidin
1135,Synset('battery.n.04'),battery.n.04,battery
1136,Synset('section.n.05'),section.n.05,section
1137,Synset('farad.n.01'),farad.n.01,farad
1138,Synset('coulomb.n.01'),coulomb.n.01,coulomb
1139,Synset('ampere.n.02'),ampere.n.02,ampere
1140,Synset('gamma.n.02'),gamma.n.02,gamma
1141,Synset('henry.n.01'),henry.n.01,henry
1142,Synset('millivolt.n.01'),millivolt.n.01,millivolt
1143,Synset('volt.n.01'),volt.n.01,volt
1144,Synset('volt-ampere.n.01'),volt-ampere.n.01,volt-ampere
1145,Synset('watt.n.01'),watt.n.01,watt
1146,Synset('curie.n.01'),curie.n.01,curie
1147,Synset('ohm.n.01'),ohm.n.01,ohm
1148,Synset('centiliter.n.01'),centiliter.n.01,centiliter
1149,Synset('deciliter.n.01'),deciliter.n.01,deciliter
1150,Synset('liter.n.01'),liter.n.01,liter
1151,Synset('milliliter.n.01'),milliliter.n.01,milliliter
1152,Synset('british_pound.n.01'),british_pound.n.01,British_pound
1153,Synset('irish_pound.n.01'),irish_pound.n.01,Irish_pound
1154,Synset('ephah.n.01'),ephah.n.01,ephah
1155,Synset('bath.n.04'),bath.n.04,bath
1156,Synset('flag_day.n.01'),flag_day.n.01,Flag_Day
1157,Synset('inauguration_day.n.01'),inauguration_day.n.01,Inauguration_Day
1158,Synset('leap_day.n.01'),leap_day.n.01,leap_day
1159,Synset('may_day.n.01'),may_day.n.01,May_Day
1160,Synset('tet.n.01'),tet.n.01,Tet
1161,Synset('texas_independence_day.n.01'),texas_independence_day.n.01,Texas_Independence_Day
1162,Synset('ab.n.02'),ab.n.02,Ab
1163,Synset('nisan.n.01'),nisan.n.01,Nisan
1164,Synset('succoth.n.01'),succoth.n.01,Succoth
1165,Synset('whole.n.01'),whole.n.01,whole
1166,Synset('architecture.n.02'),architecture.n.02,architecture
1167,Synset('abscess.n.01'),abscess.n.01,abscess
1168,Synset('ague.n.02'),ague.n.02,ague
1169,Synset('cough.n.01'),cough.n.01,cough
1170,Synset('cyanosis.n.01'),cyanosis.n.01,cyanosis
1171,Synset('diarrhea.n.01'),diarrhea.n.01,diarrhea
1172,Synset('indigestion.n.01'),indigestion.n.01,indigestion
1173,Synset('jaundice.n.01'),jaundice.n.01,jaundice
1174,Synset('inspiration.n.03'),inspiration.n.03,inspiration
1175,Synset('long-term_memory.n.01'),long-term_memory.n.01,long-term_memory
1176,Synset('landing.n.03'),landing.n.03,landing
1177,Synset('bowling.n.03'),bowling.n.03,bowling
1178,Synset('extension.n.04'),extension.n.04,extension
1179,Synset('bowling.n.01'),bowling.n.01,bowling
1180,Synset('punctuation.n.03'),punctuation.n.03,punctuation
1181,Synset('fingering.n.01'),fingering.n.01,fingering
1182,Synset('innings.n.01'),innings.n.01,innings
1183,Synset('lead.n.17'),lead.n.17,lead
1184,Synset('ruff.n.04'),ruff.n.04,ruff
1185,Synset('salat.n.01'),salat.n.01,salat
1186,Synset('discard.n.02'),discard.n.02,discard
1187,Synset('revoke.n.01'),revoke.n.01,revoke
1188,Synset('inaugural_address.n.01'),inaugural_address.n.01,inaugural_address
1189,Synset('rebound.n.03'),rebound.n.03,rebound
1190,Synset('trial.n.04'),trial.n.04,trial
1191,Synset('assault.n.01'),assault.n.01,assault
1192,Synset('marketing.n.02'),marketing.n.02,marketing
1193,Synset('fall.n.10'),fall.n.10,fall
1194,Synset('slam.n.01'),slam.n.01,slam
1195,Synset('diving.n.01'),diving.n.01,diving
1196,Synset('final.n.01'),final.n.01,final
1197,Synset('semifinal.n.01'),semifinal.n.01,semifinal
1198,Synset('ballet.n.01'),ballet.n.01,ballet
1199,Synset('affix.n.01'),affix.n.01,affix
1200,Synset('modifier.n.01'),modifier.n.01,modifier
1201,Synset('noun.n.01'),noun.n.01,noun
1202,Synset('verb.n.02'),verb.n.02,verb
1203,Synset('stand.n.10'),stand.n.10,stand
1204,Synset('cocaine.n.01'),cocaine.n.01,cocaine
1205,Synset('neutral_spirits.n.01'),neutral_spirits.n.01,neutral_spirits
1206,Synset('nipa.n.02'),nipa.n.02,nipa
1207,Synset('pulque.n.01'),pulque.n.01,pulque
1208,Synset('sake.n.02'),sake.n.02,sake
1209,Synset('bhang.n.01'),bhang.n.01,bhang
1210,Synset('hashish.n.01'),hashish.n.01,hashish
1211,Synset('aspirin.n.01'),aspirin.n.01,aspirin
1212,Synset('dexamethasone.n.01'),dexamethasone.n.01,dexamethasone
1213,Synset('sulfa_drug.n.01'),sulfa_drug.n.01,sulfa_drug
1214,Synset('selective-serotonin_reuptake_inhibitor.n.01'),selective-serotonin_reuptake_inhibitor.n.01,selective-serotonin_reuptake_inhibitor
1215,Synset('brompheniramine_maleate.n.01'),brompheniramine_maleate.n.01,brompheniramine_maleate
1216,Synset('protease_inhibitor.n.01'),protease_inhibitor.n.01,protease_inhibitor
1217,Synset('ointment.n.01'),ointment.n.01,ointment
1218,Synset('nurse.n.01'),nurse.n.01,nurse
1219,Synset('ojibwa.n.01'),ojibwa.n.01,Ojibwa
1220,Synset('alabama.n.02'),alabama.n.02,Alabama
1221,Synset('muskogee.n.01'),muskogee.n.01,Muskogee
1222,Synset('decoy.n.01'),decoy.n.01,decoy
1223,Synset('usurer.n.01'),usurer.n.01,usurer
1224,Synset('goalkeeper.n.01'),goalkeeper.n.01,goalkeeper
1225,Synset('end_man.n.01'),end_man.n.01,end_man
1226,Synset('interlocutor.n.01'),interlocutor.n.01,interlocutor
1227,Synset('bermudan.n.01'),bermudan.n.01,Bermudan
1228,Synset('canadian.n.01'),canadian.n.01,Canadian
1229,Synset('brazilian.n.01'),brazilian.n.01,Brazilian
1230,Synset('chilean.n.01'),chilean.n.01,Chilean
1231,Synset('ecuadorian.n.01'),ecuadorian.n.01,Ecuadorian
1232,Synset('paraguayan.n.01'),paraguayan.n.01,Paraguayan
1233,Synset('peruvian.n.01'),peruvian.n.01,Peruvian
1234,Synset('salvadoran.n.01'),salvadoran.n.01,Salvadoran
1235,Synset('anguillan.n.01'),anguillan.n.01,Anguillan
1236,Synset('cuban.n.01'),cuban.n.01,Cuban
1237,Synset('dominican.n.02'),dominican.n.02,Dominican
1238,Synset('haitian.n.01'),haitian.n.01,Haitian
1239,Synset('jamaican.n.01'),jamaican.n.01,Jamaican
1240,Synset('tobagonian.n.01'),tobagonian.n.01,Tobagonian
1241,Synset('breton.n.01'),breton.n.01,Breton
1242,Synset('irishman.n.01'),irishman.n.01,Irishman
1243,Synset('brother.n.02'),brother.n.02,brother
1244,Synset('fire_warden.n.01'),fire_warden.n.01,fire_warden
1245,Synset('military_policeman.n.01'),military_policeman.n.01,military_policeman
1246,Synset('baptist.n.01'),baptist.n.01,Baptist
1247,Synset('veteran.n.02'),veteran.n.02,veteran
1248,Synset('loaf_of_bread.n.01'),loaf_of_bread.n.01,loaf_of_bread
1249,Synset('poultry.n.02'),poultry.n.02,poultry
1250,Synset('neck.n.03'),neck.n.03,neck
1251,Synset('rib.n.03'),rib.n.03,rib
1252,Synset('shoulder.n.02'),shoulder.n.02,shoulder
1253,Synset('sirloin.n.01'),sirloin.n.01,sirloin
1254,Synset('buffalo.n.03'),buffalo.n.03,buffalo
1255,Synset('rabbit.n.03'),rabbit.n.03,rabbit
1256,Synset('frank.n.02'),frank.n.02,frank
1257,Synset('giblet.n.01'),giblet.n.01,giblet
1258,Synset('ackee.n.01'),ackee.n.01,ackee
1259,Synset('anchovy_pear.n.02'),anchovy_pear.n.02,anchovy_pear
1260,Synset('apple.n.01'),apple.n.01,apple
1261,Synset('apricot.n.02'),apricot.n.02,apricot
1262,Synset('avocado.n.01'),avocado.n.01,avocado
1263,Synset('banana.n.02'),banana.n.02,banana
1264,Synset('barbados_gooseberry.n.02'),barbados_gooseberry.n.02,Barbados_gooseberry
1265,Synset('berry.n.01'),berry.n.01,berry
1266,Synset('canistel.n.02'),canistel.n.02,canistel
1267,Synset('carambola.n.02'),carambola.n.02,carambola
1268,Synset('carissa_plum.n.01'),carissa_plum.n.01,carissa_plum
1269,Synset('ceriman.n.02'),ceriman.n.02,ceriman
1270,Synset('cherry.n.03'),cherry.n.03,cherry
1271,Synset('citrus.n.01'),citrus.n.01,citrus
1272,Synset('cocoa_plum.n.02'),cocoa_plum.n.02,cocoa_plum
1273,Synset('date.n.08'),date.n.08,date
1274,Synset('durian.n.02'),durian.n.02,durian
1275,Synset('elderberry.n.02'),elderberry.n.02,elderberry
1276,Synset('feijoa.n.02'),feijoa.n.02,feijoa
1277,Synset('fig.n.04'),fig.n.04,fig
1278,Synset('garambulla.n.02'),garambulla.n.02,garambulla
1279,Synset('genip.n.02'),genip.n.02,genip
1280,Synset('genipap.n.01'),genipap.n.01,genipap
1281,Synset('grape.n.01'),grape.n.01,grape
1282,Synset('guava.n.03'),guava.n.03,guava
1283,Synset('hog_plum.n.03'),hog_plum.n.03,hog_plum
1284,Synset('hog_plum.n.04'),hog_plum.n.04,hog_plum
1285,Synset('jaboticaba.n.02'),jaboticaba.n.02,jaboticaba
1286,Synset('jackfruit.n.02'),jackfruit.n.02,jackfruit
1287,Synset('jujube.n.02'),jujube.n.02,jujube
1288,Synset('ketembilla.n.02'),ketembilla.n.02,ketembilla
1289,Synset('kiwi.n.03'),kiwi.n.03,kiwi
1290,Synset('lanseh.n.01'),lanseh.n.01,lanseh
1291,Synset('litchi.n.02'),litchi.n.02,litchi
1292,Synset('longanberry.n.02'),longanberry.n.02,longanberry
1293,Synset('loquat.n.02'),loquat.n.02,loquat
1294,Synset('mamey.n.02'),mamey.n.02,mamey
1295,Synset('mango.n.02'),mango.n.02,mango
1296,Synset('mangosteen.n.02'),mangosteen.n.02,mangosteen
1297,Synset('marang.n.02'),marang.n.02,marang
1298,Synset('medlar.n.03'),medlar.n.03,medlar
1299,Synset('medlar.n.04'),medlar.n.04,medlar
1300,Synset('melon.n.01'),melon.n.01,melon
1301,Synset('mombin.n.02'),mombin.n.02,mombin
1302,Synset('papaw.n.02'),papaw.n.02,papaw
1303,Synset('papaya.n.02'),papaya.n.02,papaya
1304,Synset('peach.n.03'),peach.n.03,peach
1305,Synset('pear.n.01'),pear.n.01,pear
1306,Synset('pineapple.n.02'),pineapple.n.02,pineapple
1307,Synset('pitahaya.n.02'),pitahaya.n.02,pitahaya
1308,Synset('plum.n.02'),plum.n.02,plum
1309,Synset('plumcot.n.02'),plumcot.n.02,plumcot
1310,Synset('pulasan.n.02'),pulasan.n.02,pulasan
1311,Synset('quandong.n.04'),quandong.n.04,quandong
1312,Synset('quince.n.02'),quince.n.02,quince
1313,Synset('rambutan.n.02'),rambutan.n.02,rambutan
1314,Synset('rose_apple.n.02'),rose_apple.n.02,rose_apple
1315,Synset('sapodilla.n.02'),sapodilla.n.02,sapodilla
1316,Synset('sapote.n.02'),sapote.n.02,sapote
1317,Synset('sorb.n.01'),sorb.n.01,sorb
1318,Synset('sour_gourd.n.02'),sour_gourd.n.02,sour_gourd
1319,Synset('sour_gourd.n.03'),sour_gourd.n.03,sour_gourd
1320,Synset('tamarind.n.02'),tamarind.n.02,tamarind
1321,Synset('tangelo.n.02'),tangelo.n.02,tangelo
1322,Synset('artichoke.n.02'),artichoke.n.02,artichoke
1323,Synset('cardoon.n.02'),cardoon.n.02,cardoon
1324,Synset('celery.n.02'),celery.n.02,celery
1325,Synset('cucumber.n.02'),cucumber.n.02,cucumber
1326,Synset('fennel.n.02'),fennel.n.02,fennel
1327,Synset('gumbo.n.03'),gumbo.n.03,gumbo
1328,Synset('leek.n.02'),leek.n.02,leek
1329,Synset('legume.n.03'),legume.n.03,legume
1330,Synset('plantain.n.03'),plantain.n.03,plantain
1331,Synset('pumpkin.n.02'),pumpkin.n.02,pumpkin
1332,Synset('squash.n.02'),squash.n.02,squash
1333,Synset('bream.n.01'),bream.n.01,bream
1334,Synset('carp.n.01'),carp.n.01,carp
1335,Synset('freshwater_bass.n.01'),freshwater_bass.n.01,freshwater_bass
1336,Synset('perch.n.05'),perch.n.05,perch
1337,Synset('pike.n.02'),pike.n.02,pike
1338,Synset('sucker.n.04'),sucker.n.04,sucker
1339,Synset('sunfish.n.01'),sunfish.n.01,sunfish
1340,Synset('whitefish.n.02'),whitefish.n.02,whitefish
1341,Synset('coral.n.03'),coral.n.03,coral
1342,Synset('blowfish.n.01'),blowfish.n.01,blowfish
1343,Synset('bream.n.02'),bream.n.02,bream
1344,Synset('butterfish.n.01'),butterfish.n.01,butterfish
1345,Synset('cod.n.02'),cod.n.02,cod
1346,Synset('croaker.n.01'),croaker.n.01,croaker
1347,Synset('cusk.n.01'),cusk.n.01,cusk
1348,Synset('dolphinfish.n.01'),dolphinfish.n.01,dolphinfish
1349,Synset('herring.n.01'),herring.n.01,herring
1350,Synset('kingfish.n.01'),kingfish.n.01,kingfish
1351,Synset('lingcod.n.01'),lingcod.n.01,lingcod
1352,Synset('mackerel.n.01'),mackerel.n.01,mackerel
1353,Synset('monkfish.n.01'),monkfish.n.01,monkfish
1354,Synset('pollack.n.02'),pollack.n.02,pollack
1355,Synset('porgy.n.01'),porgy.n.01,porgy
1356,Synset('rockfish.n.01'),rockfish.n.01,rockfish
1357,Synset('scup.n.01'),scup.n.01,scup
1358,Synset('sea_bass.n.01'),sea_bass.n.01,sea_bass
1359,Synset('snapper.n.02'),snapper.n.02,snapper
1360,Synset('tuna.n.02'),tuna.n.02,tuna
1361,Synset('weakfish.n.01'),weakfish.n.01,weakfish
1362,Synset('whiting.n.01'),whiting.n.01,whiting
1363,Synset('whiting.n.02'),whiting.n.02,whiting
1364,Synset('clam.n.03'),clam.n.03,clam
1365,Synset('crab.n.05'),crab.n.05,crab
1366,Synset('huitre.n.01'),huitre.n.01,huitre
1367,Synset('mussel.n.01'),mussel.n.01,mussel
1368,Synset('scallop.n.02'),scallop.n.02,scallop
1369,Synset('spiny_lobster.n.01'),spiny_lobster.n.01,spiny_lobster
1370,Synset('complement.n.05'),complement.n.05,complement
1371,Synset('lipase.n.01'),lipase.n.01,lipase
1372,Synset('pepsin.n.01'),pepsin.n.01,pepsin
1373,Synset('plasma.n.01'),plasma.n.01,plasma
1374,Synset('mucus.n.01'),mucus.n.01,mucus
1375,Synset('saliva.n.01'),saliva.n.01,saliva
1376,Synset('synovia.n.01'),synovia.n.01,synovia
1377,Synset('alum.n.01'),alum.n.01,alum
1378,Synset('alum.n.02'),alum.n.02,alum
1379,Synset('cast_iron.n.01'),cast_iron.n.01,cast_iron
1380,Synset('gold.n.03'),gold.n.03,gold
1381,Synset('ethyl_alcohol.n.01'),ethyl_alcohol.n.01,ethyl_alcohol
1382,Synset('bone_fat.n.01'),bone_fat.n.01,bone_fat
1383,Synset('bone_oil.n.01'),bone_oil.n.01,bone_oil
1384,Synset('lanolin.n.01'),lanolin.n.01,lanolin
1385,Synset('beeswax.n.01'),beeswax.n.01,beeswax
1386,Synset('lac.n.01'),lac.n.01,lac
1387,Synset('ivory.n.01'),ivory.n.01,ivory
1388,Synset('bastard_wing.n.01'),bastard_wing.n.01,bastard_wing
1389,Synset('flight_feather.n.01'),flight_feather.n.01,flight_feather
1390,Synset('marabou.n.02'),marabou.n.02,marabou
1391,Synset('buffer.n.01'),buffer.n.01,buffer
1392,Synset('carbonyl.n.01'),carbonyl.n.01,carbonyl
1393,Synset('incense.n.01'),incense.n.01,incense
1394,Synset('menthol.n.01'),menthol.n.01,menthol
1395,Synset('nitrate.n.01'),nitrate.n.01,nitrate
1396,Synset('sulfide.n.01'),sulfide.n.01,sulfide
1397,Synset('hydrazoic_acid.n.01'),hydrazoic_acid.n.01,hydrazoic_acid
1398,Synset('warhead.n.01'),warhead.n.01,warhead
1399,Synset('heme.n.01'),heme.n.01,heme
1400,Synset('retinene.n.01'),retinene.n.01,retinene
1401,Synset('clay.n.01'),clay.n.01,clay
1402,Synset('humus.n.01'),humus.n.01,humus
1403,Synset('sand.n.01'),sand.n.01,sand
1404,Synset('barb.n.04'),barb.n.04,barb
1405,Synset('hypha.n.01'),hypha.n.01,hypha
1406,Synset('axon.n.01'),axon.n.01,axon
1407,Synset('effector.n.02'),effector.n.02,effector
1408,Synset('asbestos.n.01'),asbestos.n.01,asbestos
1409,Synset('calcite.n.01'),calcite.n.01,calcite
1410,Synset('leaf.n.02'),leaf.n.02,leaf
1411,Synset('signature.n.05'),signature.n.05,signature
1412,Synset('ola.n.01'),ola.n.01,ola
1413,Synset('coca.n.03'),coca.n.03,coca
