,Synsets,domain_x,nrhypos_x,nrdirhypers_x,nrpartrels_x,depthfromtopsynset_x,glosslength_x,minwordlength_x,nroflemmas_x,polyscore_max_x,ngrams_last_mean,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,res_ngrams_2008_mean,ngrams_2008_mean_log_y,ngrams_sum08,ngrams_max08,All_CHILDES_mean,All_CHILDES_mean_log,CHILDES_sum,CHILDES_Sum_log,CHILDES_max,CHILDES_max_log,KBNC_mean,KBNC_mean_log,KBNC_Sum,KBNC_Sum_log,KBNC_max,KBNC_max_log,CABNC_mean,CABNC_mean_log,CABNC_sum,CABNC_Sum_log,CABNC_max,CABNC_max_log,BNC_mean,BNC_mean_log,BNC_sum,BNC_Sum_log,BNC_max,BNC_max_log,A1_Label,A2_Label,A3_Label,MV,vote_x,CHILDES_Rel_mean,KBNC_Rel_mean,CABNC_Rel_mean,BNC_Rel_mean,CHILDES_Rel_mean_log,KBNC_Rel_mean_log,CABNC_Rel_mean_log,BNC_Rel_mean_log,CHILDES_Sum_Rel,KBNC_Sum_Rel,CABNC_Sum_Rel,BNC_Sum_Rel,CHILDES_appear,KBNC_appear,CABNC_appear,BNC_appear,"CHILDES_per100,000","KBNC_per100,000","CABNC_per100,000","BNC_per100,000",CHILDES_perMillionWords,KBNC_perMillionWords,CABNC_perMillionWords,BNC_perMillionWords,binary
133,Synset('soldering_iron.n.01'),tool,0,1,0,9,62,14,1,1,-16.3120573,0.0,0.9116129032258066,0.969908330011957,8.23689489948265e-08,-16.312057303637285,8.23689489948265e-08,8.23689489948265e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
134,Synset('spade.n.02'),tool,2,1,0,10,68,5,1,4,-13.10073049,0.0,1.0129032258064516,1.063770426464727,2.0437371404113942e-06,-13.100730494474089,2.0437371404113942e-06,2.0437371404113942e-06,102.0,4.624972813284271,102.0,4.624972813284271,102.0,4.624972813284271,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,14.0,2.6390573296152584,14.0,2.6390573296152584,14.0,2.6390573296152584,272.0,5.605802066295998,272.0,5.605802066295998,272.0,5.605802066295998,l,l,b,l,nb,1.7906699774164915e-05,1.8249723744806813e-06,5.80466794811622e-06,2.429047044657941e-06,-10.930335626086748,-13.213945708315247,-12.05684814546403,-12.92801154021992,1.7906699774164915e-05,1.8249723744806813e-06,5.80466794811622e-06,2.429047044657941e-06,1,1,1,1,1.7906699774164916,0.1824972374480681,0.5804667948116219,0.242904704465794,17.906699774164917,1.8249723744806807,5.80466794811622,2.4290470446579406,nb
135,Synset('sparkplug_wrench.n.01'),tool,0,1,0,10,103,16,1,1,-23.02585093,0.0,1.0129032258064516,1.6112993224392187,1e-10,-23.025850929940457,1e-10,1e-10,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
136,Synset('spatula.n.02'),tool,3,1,1,9,76,7,1,2,-14.31339701,7.85,0.9116129032258066,1.1889198884017538,6.078139449527953e-07,-14.313397013402142,6.078139449527953e-07,6.078139449527953e-07,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,36.0,3.58351893845611,36.0,3.58351893845611,36.0,3.58351893845611,h,b,b,b,b,3.511117602777435e-07,9.124861872403407e-17,4.146191391511586e-17,3.2149152061649214e-07,-14.862161258811074,-36.93294381881565,-37.72175640501975,-14.950294668059808,3.511117602777435e-07,9.124861872403407e-17,4.146191391511586e-17,3.2149152061649214e-07,1,0,0,1,0.0351111760277743,9.124861872403408e-12,4.146191391511586e-12,0.0321491520616492,0.3511117602777434,9.124861872403407e-11,4.1461913915115854e-11,0.3214915206164921,b
137,Synset('spiral_ratchet_screwdriver.n.01'),tool,0,1,1,10,158,19,2,1,-21.53829058,7.85,1.0129032258064516,2.471701873256277,4.426283749248139e-10,-21.53829058073072,8.852567498496278e-10,7.826028158852694e-10,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
138,Synset('spokeshave.n.01'),tool,0,1,0,10,142,10,1,1,-17.8235079,0.0,1.0129032258064516,2.221402949382224,1.8169746596186087e-08,-17.823507900910425,1.8169746596186087e-08,1.8169746596186087e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.0,2.19722457733622,9.0,2.19722457733622,9.0,2.19722457733622,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.037288015412303e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.3365890291797,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.037288015412303e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0080372880154123,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.080372880154123,nb
139,Synset('spreader.n.01'),tool,0,1,0,9,35,8,1,2,-15.36170027,0.0,0.9116129032258066,0.5475288959744918,2.130582430481809e-07,-15.361700267074555,2.130582430481809e-07,2.130582430481809e-07,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,28.0,3.332204510175204,28.0,3.332204510175204,28.0,3.332204510175204,h,b,b,b,b,1.7555588013887174e-07,9.124861872403407e-17,4.146191391511585e-07,2.500489604794939e-07,-15.55530843937102,-36.93294381881565,-14.69590547507929,-15.201609096340714,1.7555588013887174e-07,9.124861872403407e-17,4.146191391511585e-07,2.500489604794939e-07,1,0,1,1,0.0175555880138871,9.124861872403408e-12,0.0414619139151158,0.0250048960479493,0.1755558801388717,9.124861872403407e-11,0.4146191391511585,0.2500489604794939,b
140,Synset('spud.n.02'),tool,0,1,0,10,51,4,2,4,-17.00134166,0.0,1.0129032258064516,0.7978278198485452,4.139387054932632e-08,-17.00013302144037,8.278774109865263e-08,8.268774109865262e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.0,1.3862943611198906,4.0,1.3862943611198906,4.0,1.3862943611198906,17.0,2.833213344056216,17.0,2.833213344056216,17.0,2.833213344056216,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,1.658476556604634e-06,1.518154402911213e-07,-38.58115936931148,-36.93294381881565,-13.3096111139594,-15.700600262459702,1.7555588013887174e-17,9.124861872403407e-17,1.658476556604634e-06,1.518154402911213e-07,0,0,1,1,1.7555588013887177e-12,9.124861872403408e-12,0.1658476556604634,0.0151815440291121,1.7555588013887175e-11,9.124861872403407e-11,1.6584765566046342,0.1518154402911213,nb
141,Synset('square.n.08'),tool,4,1,0,9,99,6,1,25,-9.914785383,0.0,0.9116129032258066,1.5487245914707055,4.9438287533121184e-05,-9.91478538268978,4.9438287533121184e-05,4.9438287533121184e-05,235.0,5.459585514144159,235.0,5.459585514144159,235.0,5.459585514144159,104.0,4.6443908991413725,104.0,4.6443908991413725,104.0,4.6443908991413725,178.0,5.181783550292085,178.0,5.181783550292085,178.0,5.181783550292085,4739.0,8.463581421967588,4739.0,8.463581421967588,4739.0,8.463581421967588,b,b,b,b,b,4.125563183263485e-05,9.489856347299543e-05,7.380220676890622e-05,4.232078656115434e-05,-10.09572292522686,-9.262701989733822,-9.514121924787204,-10.07023218454833,4.125563183263485e-05,9.489856347299543e-05,7.380220676890622e-05,4.232078656115434e-05,1,1,1,1,4.125563183263486,9.489856347299543,7.380220676890622,4.232078656115434,41.255631832634855,94.89856347299543,73.80220676890622,42.32078656115434,b
142,Synset('stillson_wrench.n.01'),tool,0,1,0,12,101,15,1,1,-20.21462403,0.0,1.215483870967742,1.5800119569549622,1.66303093518394e-09,-20.2146240348738,1.66303093518394e-09,1.66303093518394e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
143,Synset('straightedge.n.01'),tool,0,1,0,9,137,12,1,1,-15.96306948,0.0,0.9116129032258066,2.1431845356715824,1.1676885236511225e-07,-15.963069477072604,1.1676885236511225e-07,1.1676885236511225e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,b,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.7860640034249563e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-17.840666425955973,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.7860640034249563e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0017860640034249,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0178606400342495,b
144,Synset('t-square.n.01'),tool,0,2,0,9,49,8,1,1,-16.61615102,0.0,0.9116129032258066,0.7665404543642885,6.077112857383328e-08,-16.616151019738528,6.077112857383328e-08,6.077112857383328e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,6.0,1.791759469228055,6.0,1.791759469228055,6.0,1.791759469228055,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,5.358192010274869e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.742054137287862,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,5.358192010274869e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0053581920102748,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0535819201027486,nb
145,Synset('tack_hammer.n.01'),tool,0,1,0,10,42,11,1,1,-18.55920102,0.0,1.0129032258064516,0.6570346751693902,8.706456000595608e-09,-18.559201017448984,8.706456000595608e-09,8.706456000595608e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
146,Synset('tap_wrench.n.01'),tool,0,1,0,10,61,10,1,1,-19.39717907,0.0,1.0129032258064516,0.9542646472698286,3.766276179817396e-09,-19.397179074345264,3.766276179817396e-09,3.766276179817396e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
147,Synset('taper_file.n.01'),tool,0,1,0,10,28,10,1,1,-21.94922508,0.0,1.0129032258064516,0.4380231167795934,2.9347604901808206e-10,-21.94922508469865,2.9347604901808206e-10,2.9347604901808206e-10,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
148,Synset('tire_iron.n.01'),tool,0,2,0,9,103,9,2,1,-17.2166883,0.0,0.9116129032258066,1.6112993224392187,3.333398801430576e-08,-17.21668829939013,6.666797602861152e-08,6.20212716739843e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
149,Synset('toothpick.n.01'),tool,0,2,0,8,93,9,1,1,-14.60068507,0.0,0.8103225806451614,1.4548624950179354,4.560401123399061e-07,-14.600685065643088,4.560401123399061e-07,4.560401123399061e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,22.0,3.091042453358316,22.0,3.091042453358316,22.0,3.091042453358316,b,b,b,b,b,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511586e-17,1.964670403767452e-07,-38.58115936931148,-13.907092888875194,-37.72175640501975,-15.442771153157604,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511586e-17,1.964670403767452e-07,0,1,0,1,1.7555588013887177e-12,0.091248618724034,4.146191391511586e-12,0.0196467040376745,1.7555588013887175e-11,0.9124861872403408,4.1461913915115854e-11,0.1964670403767452,b
150,Synset('torque_wrench.n.01'),tool,0,1,0,10,75,13,1,1,-17.18562765,0.0,1.0129032258064516,1.173276205659625,3.438561080315594e-08,-17.18562765068091,3.438561080315594e-08,3.438561080315594e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
151,Synset('trowel.n.01'),tool,5,1,0,9,113,6,1,2,-14.48426612,0.0,0.9116129032258066,1.7677361498605022,5.123457640365814e-07,-14.484266119449156,5.123457640365814e-07,5.123457640365814e-07,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,100.0,4.605170185988092,100.0,4.605170185988092,100.0,4.605170185988092,b,b,b,b,b,5.266676404166152e-07,9.124861872403406e-07,4.146191391511586e-17,8.930320017124782e-07,-14.45669615070291,-13.907092888875194,-37.72175640501975,-13.928643420527829,5.266676404166152e-07,9.124861872403406e-07,4.146191391511586e-17,8.930320017124782e-07,1,1,0,1,0.0526667640416615,0.091248618724034,4.146191391511586e-12,0.0893032001712478,0.5266676404166152,0.9124861872403408,4.1461913915115854e-11,0.8930320017124782,b
152,Synset('try_square.n.01'),tool,1,1,0,10,75,10,1,1,-18.39865032,0.0,1.0129032258064516,1.173276205659625,1.0222748869637144e-08,-18.398650318704885,1.0222748869637144e-08,1.0222748869637144e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
153,Synset('two-handed_saw.n.01'),tool,1,1,0,10,63,7,4,3,-18.83213946,0.0,1.0129032258064516,0.9855520127540852,6.626828813992292e-09,-18.83213945577313,2.6507315255969173e-08,2.39183659545006e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124782e-09,-38.58115936931148,-36.93294381881565,-37.72175640501975,-18.53381360651592,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124782e-09,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0008930320017124,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0089303200171247,nb
154,Synset('weeder.n.02'),tool,0,1,0,9,30,6,2,2,-17.99403492,0.0,0.9116129032258066,0.4693104822638501,1.5321099333664993e-08,-17.994034917136325,3.0642198667329985e-08,2.9410351487513253e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,b,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511585e-07,1.7860640034249563e-08,-38.58115936931148,-36.93294381881565,-14.69590547507929,-17.840666425955973,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511585e-07,1.7860640034249563e-08,0,0,1,1,1.7555588013887177e-12,9.124861872403408e-12,0.0414619139151158,0.0017860640034249,1.7555588013887175e-11,9.124861872403407e-11,0.4146191391511585,0.0178606400342495,b
155,Synset('wire_stripper.n.01'),tool,0,1,0,9,91,13,1,1,-19.56659727,0.0,0.9116129032258066,1.4235751295336787,3.179323915247778e-09,-19.566597268026023,3.179323915247778e-09,3.179323915247778e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
156,Synset('wrench.n.03'),tool,25,1,1,9,55,6,2,7,-14.00806427,7.85,0.9116129032258066,0.8604025508170586,8.248500122931546e-07,-14.008064270420975,1.6497000245863092e-06,1.4703635997648234e-06,47.0,3.8501476017100575,94.0,4.543294782270004,78.0,4.356708826689592,4.5,1.5040773967762742,9.0,2.19722457733622,8.0,2.079441541679836,9.0,2.19722457733622,9.0,2.19722457733622,9.0,2.19722457733622,149.0,5.003946305945459,298.0,5.697093486505405,150.0,5.010635294096256,b,b,b,b,b,8.251126366526971e-06,4.106187842581533e-06,3.731572252360426e-06,1.3306176825515923e-06,-11.705160837660962,-12.40301549209892,-12.49868089774307,-13.52986730057046,1.6502252733053942e-05,8.212375685163067e-06,3.731572252360426e-06,2.661235365103185e-06,1,1,1,1,1.650225273305394,0.8212375685163066,0.3731572252360426,0.2661235365103185,16.502252733053943,8.212375685163066,3.731572252360426,2.661235365103185,b
157,Synset('acerola.n.02'),fruit,0,1,1,8,88,7,4,3,-20.15184551,1.3401360544217686,1.0012706480304956,1.39558847206569,1.820780355681012e-09,-20.12400066089425,7.283121422724048e-09,6.621178716414988e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
158,Synset('ackee.n.01'),fruit,0,1,1,7,95,4,2,2,-17.58801157,1.3401360544217686,0.8761118170266836,1.5066011914345516,2.29944818741501e-08,-17.588011568317526,4.59889637483002e-08,3.752001376255976e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
