,index,TotalCounts
23248,blobloblob,1.0
23249,bilabilablilabil,1.0
23250,pcchhh,1.0
23251,bowing,1.0
23252,defend,1.0
23253,exploring,6.0
23254,dishcloth,1.0
23255,selective,4.0
23256,nightclothes,2.0
23257,Elise_Grandma's,1.0
23258,blatt,1.0
23259,wakypoosey,3.0
23260,Godzilla,3.0
23261,Howie,5.0
23262,Howie's,2.0
23263,pen'll,2.0
23264,Harrys,1.0
23265,Scooby_Dooby_Doo,1.0
23266,unpacking,3.0
23267,encouraging,2.0
23268,highchairs,2.0
23269,Greedy_Old_Nan,3.0
23270,Greedy_Nan,5.0
23271,bubblegum,2.0
23272,sundae,2.0
23273,Harbey_Trimby,4.0
23274,Pirates,2.0
23275,Howdie,1.0
23276,sup,1.0
23277,rollerskating,2.0
23278,crawler,2.0
23279,deading,2.0
23280,nectarine,36.0
23281,Nova,1.0
23282,Peugot,1.0
23283,tinkerbinker,1.0
23284,Ruppy,3.0
23285,Nutkin,1.0
23286,Squirrel_Nutkin,4.0
23287,Dukes_of_Hazard,1.0
23288,klink,1.0
23289,klunk,2.0
23290,klick,1.0
23291,Ruby,12.0
23292,hamper,3.0
23293,Slobber_Chops,4.0
23294,buggalugs,1.0
23295,pumping,4.0
23296,Pony,2.0
23297,scarper,1.0
23298,Sophie_Frances,26.0
23299,Lara_Sophie,1.0
23300,Mummy_Sophie,1.0
23301,Frances_Amy,2.0
23302,Dooda,3.0
23303,delightful,9.0
23304,Draughts,2.0
23305,veneer,1.0
23306,Soph,1.0
23307,plotting,1.0
23308,0because,1.0
23309,speakers,1.0
23310,vital,2.0
23311,Polo,1.0
23312,mints,9.0
23313,astand,1.0
23314,frequently,1.0
23315,astound,1.0
23316,facetious,1.0
23317,burndy,4.0
23318,Once,1.0
23319,Upon,1.0
23320,Time,1.0
23321,Charlies_Checklist,1.0
23322,Greedy,2.0
23323,Old,6.0
23324,South_Pole,6.0
23325,raincoat,3.0
23326,goblin,2.0
23327,gnome,2.0
23328,nananananana,2.0
23329,blablablablalbalbl,1.0
23330,dadadadadada,5.0
23331,cure,7.0
23332,neeoor,1.0
23333,brrrrmmm,2.0
23334,holded,4.0
23335,sniffy,11.0
23336,quickest,1.0
23337,utter,1.0
23338,destroyer,1.0
23339,Conan_the_Barbarian,2.0
23340,ababda,2.0
23341,porpy,4.0
23342,drrrrr,1.0
23343,drull,13.0
23344,drrrr,3.0
23345,drrr,5.0
23346,Mr_Mender,1.0
23347,drool,2.0
23348,drilled,2.0
23349,brain's,3.0
23350,seeping,1.0
23351,transplant,1.0
23352,Horton,5.0
23353,Losta,4.0
23354,Pheobe,1.0
23355,Xmas,3.0
23356,Gizmo,1.0
23357,siting,14.0
23358,dragon's,5.0
23359,Mr_Honeyman,2.0
23360,ladys,63.0
23361,shadows,6.0
23362,screws,7.0
23363,camped,2.0
23364,biddomer,1.0
23365,gos,4.0
23366,germ,7.0
23367,Warby's,1.0
23368,Scuttle,2.0
23369,Gareth,3.0
23370,Kala,3.0
23371,bellybutton,13.0
23372,Xmas_tree,1.0
23373,Lara_Rowland's,1.0
23374,Newstead_Abbey,1.0
23375,Thing_One,1.0
23376,Thing_Two,1.0
23377,Mr_Wolf,1.0
23378,Elsis_Grandma,1.0
23379,Windy_Miller,2.0
23380,doggys,36.0
23381,Asda,45.0
23382,masks,2.0
23383,Sally_Wood,1.0
23384,sippers,1.0
23385,Highvale,1.0
23386,House,1.0
23387,Telly_Tubbies,4.0
23388,Tasmin,1.0
23389,shuting,2.0
23390,wellys,20.0
23391,ponys,5.0
23392,coop,1.0
23393,bulb,7.0
23394,meowing,6.0
23395,Sudacreme,1.0
23396,treacle,11.0
23397,farted,2.0
23398,Tinky_Winky's,7.0
23399,Dipsy's,2.0
23400,Brumm,2.0
23401,daddy_long_legs,1.0
23402,Phoebe's,1.0
23403,curlie,1.0
23404,Noo_Noo,1.0
23405,oppositing,1.0
23406,choochoochoo,1.0
23407,teeths,2.0
23408,Lady_Muck,1.0
23409,latched,1.0
23410,weedy,2.0
23411,Ellie'll,1.0
23412,Alistair,40.0
23413,Davey,2.0
23414,ballpool,3.0
23415,Anne's,429.0
23416,espadrilles,1.0
23417,Elma_the_Elephant,1.0
23418,This_is_the_way_the_lady_rides,1.0
23419,trit,6.0
23420,lorrys,24.0
23421,Humpty's,8.0
23422,Argos_Catalogue,1.0
23423,Pb_bear,7.0
23424,dollys,86.0
23425,backpack,12.0
23426,frontpack,1.0
23427,poly,3.0
23428,nummy's,1.0
23429,tvdinner,5.0
23430,tomatos,87.0
23431,beepbeep,34.0
23432,nenaw,65.0
23433,milks,6.0
23434,squeaksqueak,2.0
23435,catfood,182.0
23436,squeaking,17.0
23437,Ellie_Collins,1.0
23438,roastbeef,4.0
23439,sizzling,4.0
23440,wishful,2.0
23441,Mister_Parrot,2.0
23442,abandoned,3.0
23443,interfere,9.0
23444,Carl's,209.0
23445,fibber,4.0
23446,birdseed,1.0
23447,insistent,2.0
23448,mieow,103.0
23449,gherkin,22.0
23450,Missus_Wibble_Wobble,1.0
23451,Carline's,2.0
23452,mooing,1.0
23453,Rachel'll,4.0
23454,Ring_a_ring_of_roses,7.0
23455,atechoo,8.0
23456,Jingle_Jangle_Scarecrow,2.0
23457,flippy,1.0
23458,transcription,1.0
23459,Wind_the_bobbin_up,9.0
23460,tomato's,2.0
23461,Marjery,1.0
23462,Door,1.0
23463,Paddington's,5.0
23464,quackquack,9.0
23465,brum,19.0
23466,jumpty,1.0
23467,Granddad's,62.0
23468,Sean's,4.0
23469,overtaken,1.0
23470,Sean,1.0
23471,Gran's,2.0
23472,shaving,3.0
23473,shave,7.0
23474,tellie's,3.0
23475,livening,1.0
23476,Mum_Mum,3.0
23477,Da_bear,6.0
23478,Ring_roses,4.0
23479,mannie,8.0
23480,mannie's,2.0
23481,baggie,5.0
23482,nummys,2.0
23483,bibbie,8.0
23484,sopping,1.0
23485,Poo_Bears,1.0
23486,bus's,1.0
23487,paperclip,4.0
23488,Caitlin,124.0
23489,Caitlin's,32.0
23490,Wally,1.0
23491,Tumble_town,2.0
23492,John_Collins,4.0
23493,rearrange,1.0
23494,Independence,1.0
23495,boobies,12.0
23496,unscrewed,1.0
23497,fireengine's,14.0
23498,notstots,1.0
23499,Annes,1.0
23500,set's,3.0
23501,woofwoof,6.0
23502,Soppy_socks,13.0
23503,chippie,2.0
23504,purrpurrpurr,1.0
23505,fate,1.0
23506,middle's,1.0
23507,barrow,13.0
23508,sucky,7.0
23509,cover's,2.0
23510,Margory,6.0
23511,Daw,40.0
23512,Mr_Elephant,2.0
23513,neater,2.0
23514,Margery,38.0
23515,sooner,7.0
23516,Goose_Fair,8.0
23517,greedyguts,1.0
23518,Rock_a_bye_baby,5.0
23519,ee_yay_ee_yay_oh,3.0
23520,doby,8.0
23521,softie,6.0
23522,Pb_bear's,1.0
23523,Cotswold,1.0
23524,Granma,1.0
23525,gate's,9.0
23526,pandas,21.0
23527,baalamb,2.0
23528,clipclopclipclop,1.0
23529,bedbugs,5.0
23530,Duck_in_Trouble,5.0
23531,Mister_Spider,3.0
23532,nest's,1.0
23533,spaghettihoops,4.0
23534,languagie,1.0
23535,sweetcorn's,2.0
23536,sniffle,2.0
23537,Sally_seal,1.0
23538,chickenpox,24.0
23539,balcony,9.0
23540,blurred,3.0
23541,spinner,14.0
23542,spoon's,4.0
23543,snoozes,1.0
23544,Anne_Russell,8.0
23545,leafs,19.0
23546,bawling,1.0
23547,caterwauling,2.0
23548,slamming,3.0
23549,vacuumcleaner,2.0
23550,vroomming,2.0
23551,splishing,2.0
23552,purring,13.0
23553,crooning,1.0
23554,Rachel'stoys,1.0
23555,Alistair's,10.0
23556,doghouse,7.0
23557,Curly_the_pig,2.0
23558,Rusty_the_dog,2.0
23559,remarkably,5.0
23560,wakie_wakie,39.0
23561,Caroline'll,15.0
23562,puppys,87.0
23563,Clarks,1.0
23564,cockerel,56.0
23565,Soft_Stuff,1.0
23566,ribbon's,2.0
23567,Anne_Lisa,5.0
23568,dolly'll,9.0
23569,badminton,3.0
23570,rubberband,1.0
23571,one're,19.0
23572,Freddie,12.0
23573,fleece,2.0
23574,pouch,2.0
23575,accepting,1.0
23576,wiper,2.0
23577,umbrellas,5.0
23578,swill,2.0
23579,armholes,1.0
23580,deafened,2.0
23581,picnic's,1.0
23582,sweethearts,1.0
23583,understood,5.0
23584,acrobatics,1.0
23585,scenery,2.0
23586,frog's,9.0
23587,fryingpan,7.0
23588,they's,3.0
23589,goat's,31.0
23590,station's,6.0
23591,guarding,3.0
23592,watchtower,1.0
23593,creation,2.0
23594,lollys,21.0
23595,Dogger,6.0
23596,threading,8.0
23597,Martha's,3.0
23598,guzzle,5.0
23599,switching,2.0
23600,Roger,14.0
23601,Roger's,2.0
23602,Cruella_Deville,7.0
23603,Sergeant_Tibbs,7.0
23604,Perdita,8.0
23605,soot,4.0
23606,Ribena_juice,1.0
23607,wibblewobble,1.0
23608,manger,14.0
23609,rocker,8.0
23610,brush'd,1.0
23611,Goldilocks_and_the_three_bears,1.0
23612,Away_in_a_Manger,2.0
23613,Ragdoll,2.0
23614,berrys,6.0
23615,broom's,1.0
23616,partys,17.0
23617,mascara,1.0
23618,lipstick's,3.0
23619,Happy_birthday,8.0
23620,mashing,5.0
23621,slipper's,8.0
23622,steamed,3.0
23623,Anita,4.0
23624,television's,2.0
23625,Bethleham,1.0
23626,Bethlehem,7.0
23627,innkeeper's,1.0
23628,innkeeper,1.0
23629,Away_in_a_manger,1.0
23630,crib,9.0
23631,lord,4.0
23632,Dennis's,1.0
23633,Pongo's,3.0
23634,dalmatian's,1.0
23635,Cruella_de_Ville,7.0
23636,Perdita's,2.0
23637,storys,49.0
23638,Cruella's,1.0
23639,rucksack,8.0
23640,Carolie,2.0
23641,righted,2.0
23642,icedbuns,1.0
23643,whoowhoo,1.0
23644,Nidar,2.0
23645,Miriam,1.0
23646,pennys,125.0
23647,Thomas_the_tank_engine,1.0
23648,Clarabel,52.0
23649,Bertie_the_bus,1.0
23650,Pippas_toybox,1.0
23651,The_night_before_Christmas,1.0
23652,The_Night_Before_Christmas,1.0
23653,rockinghorse,1.0
23654,trittrot,7.0
23655,infuriating,1.0
23656,fishpond,2.0
23657,fishponds,1.0
23658,mends,3.0
23659,teethbrush,2.0
23660,elf's,1.0
23661,Aunty_Sandy,4.0
23662,sleepingbag,3.0
23663,chooses,2.0
23664,Rolly,4.0
23665,Babar,11.0
23666,oars,17.0
23667,toolbox,11.0
23668,girl'll,1.0
23669,Daddy_Daddy,7.0
23670,Boo,4.0
23671,Billy_the_bully,2.0
23672,coca_cola,8.0
23673,Preston's,2.0
23674,Preston,18.0
23675,whimper,1.0
23676,snoozle,5.0
23677,Notts_Tottsisus,1.0
23678,Sammy_snake,3.0
23679,typed,2.0
23680,moles,8.0
23681,molie,1.0
23682,polarbear,12.0
23683,Mr_Ducks,1.0
23684,hiddened,2.0
23685,Daddy'scoats,1.0
23686,overheated,1.0
23687,warmed,7.0
23688,overheat,1.0
23689,fishbowl,1.0
23690,Notts_Tots,5.0
23691,Alice_in_Wonderland,11.0
23692,dormouse,6.0
23693,stopwatch,1.0
23694,Queen_of_Hearts,4.0
23695,sagging,1.0
23696,crook,1.0
23697,promoted,1.0
23698,behold,3.0
23699,borned,1.0
23700,nibbled,7.0
23701,0get,1.0
23702,quacky,1.0
23703,Gos,12.0
23704,hatches,3.0
23705,wagging,9.0
23706,molting,1.0
23707,halo,4.0
23708,Pooh_Bear's,9.0
23709,Mr_Penguin,5.0
23710,Mr_Penguin's,1.0
23711,Mr_Tiger,1.0
23712,Billy_Blake,2.0
23713,grape's,1.0
23714,Ears,12.0
23715,trots,1.0
23716,showroom,1.0
23717,cherrys,33.0
23718,tattered,1.0
23719,pedal,14.0
23720,Jesuss,1.0
23721,glens,2.0
23722,glen,4.0
23723,plural,2.0
23724,stability,1.0
23725,reinforcements,1.0
23726,teaparty,5.0
23727,Row_row_the_boat,2.0
23728,Row_row_your_boat,1.0
23729,Row_the_boat,2.0
23730,Tots_tv,34.0
23731,soup's,2.0
23732,baskets,9.0
23733,Dancing_Bears,1.0
23734,Casey's,1.0
23735,snowman's,9.0
23736,Mr_Mandu,4.0
23737,watery,1.0
23738,engineers,1.0
23739,dynamic,1.0
23740,superior,1.0
23741,Duplo_brick,1.0
23742,bundled,1.0
23743,stunning,4.0
23744,Mama's,55.0
23745,jacket's,1.0
23746,Jack_in_the_box,3.0
23747,Anne_in_the_box,2.0
23748,Easter_bunny,1.0
23749,easteregg,3.0
23750,Letter_Land,2.0
23751,playmobile,4.0
23752,Mr_E,2.0
23753,Eddie_The_Elephant's,1.0
23754,eastereggs,2.0
23755,goldengirl,2.0
23756,Jumping_Jim,6.0
23757,Lamp_Lady,4.0
23758,Ticking_Tom,2.0
23759,waterwitch,2.0
23760,vowel,1.0
23761,Mr_A,1.0
23762,Mr_I,1.0
23763,Mr_O,1.0
23764,Mr_U,1.0
23765,Annie_Apple's,2.0
23766,pen's,2.0
23767,Munching_Mikes,7.0
23768,yoyoman,1.0
23769,doughing,2.0
23770,huger,1.0
23771,uppy,1.0
23772,expert,5.0
23773,Mr_Hippo,2.0
23774,Mr_Hippo's,1.0
23775,fusspot,2.0
23776,Father_Christmas'll,1.0
23777,unfair,1.0
23778,drivers,21.0
23779,capsized,5.0
23780,way're,4.0
23781,piece'll,2.0
23782,railway's,2.0
23783,Mr_Chicken,2.0
23784,anything'll,1.0
23785,Mr_Piggy,1.0
23786,grazed,3.0
23787,poorlys,1.0
23788,London_Marathon,1.0
23789,lightly,1.0
23790,backdoor's,1.0
23791,itching,12.0
23792,gotcha,67.0
23793,wriggly,13.0
23794,pillow's,4.0
23795,rightie,16.0
23796,Wibbly_Pig,6.0
23797,magically,2.0
23798,Lorraine_Mummy,4.0
23799,Lorraine's,1.0
23800,eyedrops,3.0
23801,cornonthecob,16.0
23802,deary_me,1.0
23803,horsiewoo,2.0
23804,moldy,11.0
23805,dripped,6.0
23806,Pass_the_parcel,11.0
23807,Goldilocks_and_three_bears,3.0
23808,Martha,1.0
23809,Centre_Parcs,21.0
23810,Aunty_Sandy's,1.0
23811,Clare,5.0
23812,rivers,4.0
23813,talk_talk,2.0
23814,Johnie,1.0
23815,Clare's,1.0
23816,umbrella's,2.0
23817,Aunty_Wendy's,1.0
23818,Jake's,3.0
23819,Sammy_Seal,3.0
23820,Ele,1.0
23821,icecream's,3.0
23822,poo's,1.0
23823,laps,6.0
23824,Mr_Cow,1.0
23825,Mrs_Cow,2.0
23826,layed,6.0
23827,James's,19.0
23828,Mrs_Runny_nose,1.0
23829,chesty,3.0
23830,cot's,2.0
23831,bebbeb,3.0
23832,dooberydoofers,1.0
23833,dedded,4.0
23834,Tracey's,4.0
23835,how'm,1.0
23836,longways,1.0
23837,Tibby,13.0
23838,shadow,21.0
23839,escalators,1.0
23840,Mrs_Russell,7.0
23841,Rainbow_teddy,7.0
23842,Paddington_teddy,1.0
23843,Mrs_shop_keeper,2.0
23844,sunburn,2.0
23845,sputtering,1.0
23846,Rainbow_teddy's,1.0
23847,Munching_Mike's,2.0
23848,superduper,4.0
23849,manger's,1.0
23850,fiddleededee,2.0
23851,homecorner,3.0
23852,mouthfuls,5.0
23853,windscreen,15.0
23854,wipers,12.0
23855,Poppy_the_cat,1.0
23856,song's,4.0
23857,Miss_Polly,7.0
23858,Mrs_sock_mouth,2.0
23859,debate,2.0
23860,rotter,5.0
23861,butterflys,28.0
23862,prints,7.0
23863,ensures,1.0
23864,puppydog,3.0
23865,Sarah'shouse,1.0
23866,poodle,4.0
23867,kitten's,1.0
23868,swiss,2.0
23869,bluff,1.0
23870,Mummy'd,9.0
23871,notices,1.0
23872,yoyoyacht,2.0
23873,Mrs_Boot,1.0
23874,garrybout,3.0
23875,Special,2.0
23876,fallened,1.0
23877,Elie,2.0
23878,Dr_Russell,1.0
23879,Dr_Anne,2.0
23880,Dr_Dancingbear,2.0
23881,Mrs_Mop,1.0
23882,game're,1.0
23883,Toy_story,2.0
23884,crunch_crunch,1.0
23885,Miriam's,1.0
23886,buss,18.0
23887,Pooh_Bear_book,1.0
23888,Honey_tree,1.0
23889,hollow,2.0
23890,burrow,1.0
23891,Ela's,4.0
23892,Elie's,1.0
23893,Caitlin_Lola,1.0
23894,Curlys,1.0
23895,foals,1.0
23896,aeroplane's,2.0
23897,Three_billy_goats_gruff,1.0
23898,Rapunzil,3.0
23899,Alap,4.0
23900,Curly's,1.0
23901,fizzing,3.0
23902,Nadine,2.0
23903,didey,2.0
23904,junction,8.0
23905,navigating,1.0
23906,icelolly,3.0
23907,Madam,7.0
23908,Father_Christmas's,2.0
23909,Tummy_ache,2.0
23910,Jamess,2.0
23911,James_Bird,2.0
23912,James_Len,1.0
23913,familys,2.0
23914,P_B_Bear's,1.0
23915,perambulators,1.0
23916,kalawasions,1.0
23917,octoposes,1.0
23918,octopoases,2.0
23919,patternator,3.0
23920,steeple,11.0
23921,Fairy_Godmother,2.0
23922,Preston_pig,2.0
23923,leaking,8.0
23924,snoweygrowey,3.0
23925,Snowey,2.0
23926,Pat_the_Cat,4.0
23927,Tap_the_Bat,3.0
23928,Nat_the_Rat,1.0
23929,cocakdoodledoo,1.0
23930,Jen_the_Hen,3.0
23931,Wren,13.0
23932,Cock_the_Log,2.0
23933,Tog_the_Dog,7.0
23934,Tog_the_Log,1.0
23935,Tog,2.0
23936,cog,5.0
23937,bog,10.0
23938,Evey,1.0
23939,windybindy,3.0
23940,Zug_the_Bug,5.0
23941,Zug_the_bed,1.0
23942,Zug_the_Bed,2.0
23943,Mig_the_Pig,2.0
23944,Zug_the_Hen,2.0
23945,Zug_the_Pig,2.0
23946,Zig_the_Pig,5.0
23947,Zog_the_Pig,2.0
23948,Zog,1.0
23949,jacketpotato,1.0
23950,Mr_Redman,1.0
23951,Mr_Blue_Man's,2.0
23952,Mr_Yellow_Man's,3.0
23953,Little_Blue_Man,1.0
23954,Mr_Red_Man,1.0
23955,Mr_Red_Man's,1.0
23956,travels,3.0
23957,hippo'll,2.0
23958,twittwoo,4.0
23959,angle,5.0
23960,Minny,3.0
23961,din_din,8.0
23962,Minny_Mouse,1.0
23963,vicar's,1.0
23964,Wellingtons,9.0
23965,preference,1.0
23966,Meg,39.0
23967,ion,1.0
23968,stacking,18.0
23969,armband,11.0
23970,dustmen,33.0
23971,dustcart,1.0
23972,Bournemouth,1.0
23973,headless,1.0
23974,greenie,2.0
23975,knicks,9.0
23976,Worzel,12.0
23977,passenger,30.0
23978,brass,5.0
23979,polished,3.0
23980,livestock,2.0
23981,menagerie,2.0
23982,Worzel's,3.0
23983,hanger,4.0
23984,clipped,1.0
23985,injury,10.0
23986,surprising,4.0
23987,variety,1.0
23988,Concord,1.0
23989,see_saw_marjorie_daw,23.0
23990,gribbet,17.0
23991,sceptre,2.0
23992,orb,1.0
23993,tonsils,2.0
23994,Priestman,1.0
23995,Lilly,1.0
23996,intrepid,1.0
23997,turntable,80.0
23998,operates,3.0
23999,trodden,12.0
24000,teddy'd,2.0
24001,knick_knicks,22.0
24002,bunny'll,1.0
24003,Aran's,11.0
24004,dolly'd,2.0
24005,corral,3.0
24006,Wurzel,1.0
24007,wretched,1.0
24008,shortly,8.0
24009,ribbet,20.0
24010,twoo,1.0
24011,lemons,47.0
24012,Mar_Mar's,1.0
24013,bot_bot,6.0
24014,rougher,2.0
24015,baited,2.0
24016,displeased,2.0
24017,environmentally,1.0
24018,Y_plan,1.0
24019,breaker,1.0
24020,Penny's,3.0
24021,Penny,4.0
24022,replace,4.0
24023,stockroom,1.0
24024,polishing,3.0
24025,firewoman,1.0
24026,Jupiter,7.0
24027,gentleman's,1.0
24028,freight,15.0
24029,cylinders,2.0
24030,Eensie_weensie's,1.0
24031,skipper,1.0
24032,flattening,3.0
24033,Goggle's,3.0
24034,Goggle,8.0
24035,quay,1.0
24036,capsize,3.0
24037,dingding,10.0
24038,Mister_man,2.0
24039,ridge,3.0
24040,bic^bics,5.0
24041,Raja,7.0
24042,Pluto,10.0
24043,carts,1.0
24044,Superssave,1.0
24045,mowing,3.0
24046,search,9.0
24047,vehicle's,3.0
24048,headlight,5.0
24049,marina,1.0
24050,Daniel's,16.0
24051,bracer,1.0
24052,brace,2.0
24053,there've,1.0
24054,bid,6.0
24055,exit,3.0
24056,Gumdrop,94.0
24057,sevens,2.0
24058,Gumdrop's,7.0
24059,thirds,1.0
24060,checkout,13.0
24061,Winnie,8.0
24062,Sarah_Lastname,25.0
24063,Bury,1.0
24064,diesel,40.0
24065,Boko,35.0
24066,rat's,2.0
24067,Sarah_Lastname's,1.0
24068,Mar_mar,2.0
24069,ignition,2.0
24070,Ronald_McDonald,1.0
24071,Syrup,26.0
24072,racoon,4.0
24073,trampolines,3.0
24074,digger's,24.0
24075,excitable,2.0
24076,bat's,1.0
24077,truck's,23.0
24078,pilots,1.0
24079,footballer's,2.0
24080,wobbles,4.0
24081,tamer,1.0
24082,fortunately,10.0
24083,cutter's,1.0
24084,organization,1.0
24085,pleas,4.0
24086,dustman,4.0
24087,Aunty_Meg,8.0
24088,Pippa,3.0
24089,Missis,5.0
24090,siren,23.0
24091,cogs,9.0
24092,kites,11.0
24093,gribbetgribbet,1.0
24094,mortal,1.0
24095,proceedings,2.0
24096,clicclic,1.0
24097,satisfying,2.0
24098,maintaining,1.0
24099,despite,2.0
24100,efforts,1.0
24101,door'll,1.0
24102,lady'll,2.0
24103,barrels,4.0
24104,reversing,10.0
24105,sonny,1.0
24106,ditch,24.0
24107,sensibly,4.0
24108,scraper,2.0
24109,dickey,10.0
24110,Prickle,2.0
24111,marshalling,2.0
24112,bails,9.0
24113,hitch,4.0
24114,unload,14.0
24115,cargo,1.0
24116,lawnmower's,1.0
24117,peddles,4.0
24118,supervise,1.0
24119,horse'll,6.0
24120,horse'd,2.0
24121,talents,1.0
24122,Humpty_Dumpty's,6.0
24123,doo_doo,6.0
24124,upright,10.0
24125,repaired,12.0
24126,downwards,3.0
24127,MacDonald's,30.0
24128,lasso,1.0
24129,overexcited,3.0
24130,concrete,20.0
24131,patrolling,1.0
24132,Jarvis,1.0
24133,deposited,2.0
24134,towbar,4.0
24135,elevator,3.0
24136,towed,6.0
24137,rope's,1.0
24138,crane's,12.0
24139,repairing,10.0
24140,remove,4.0
24141,punctured,1.0
24142,multitude,1.0
24143,snuffle,3.0
24144,cluckcluckcluck,5.0
24145,cluckcluck,10.0
24146,trailers,22.0
24147,Land_Rover,21.0
24148,Perth,1.0
24149,archway,5.0
24150,pounce,5.0
24151,honkhonk,3.0
24152,required,1.0
24153,skeleton,1.0
24154,snowplow,15.0
24155,Goofy's,1.0
24156,Mickey's,4.0
24157,Donald's,3.0
24158,Minnie's,2.0
24159,entry,2.0
24160,zone,1.0
24161,fireengines,15.0
24162,Bella's,18.0
24163,Fozzie_Bear,8.0
24164,Wallace,26.0
24165,Grommit,6.0
24166,Fozzie,2.0
24167,bus'd,1.0
24168,injurys,1.0
24169,visiting,7.0
24170,Ted'll,1.0
24171,Bo_Peep,2.0
24172,angles,1.0
24173,Daddy'llrepair,1.0
24174,crane'll,1.0
24175,brick's,4.0
24176,Bella,45.0
24177,plough,3.0
24178,rower,4.0
24179,rescuing,8.0
24180,Sarah_scarecrow,1.0
24181,corks,1.0
24182,spines,2.0
24183,Mister_Little's,2.0
24184,porcupine,3.0
24185,Mister_Little,2.0
24186,footsteps,1.0
24187,burrowing,1.0
24188,Mister_Chimes,1.0
24189,giraffe'd,3.0
24190,paddock,6.0
24191,hippo'd,1.0
24192,torment,2.0
24193,anybody'll,1.0
24194,ringading,4.0
24195,elfs,5.0
24196,choc_choc,5.0
24197,malteser,1.0
24198,successful,14.0
24199,elderly,2.0
24200,hammer's,4.0
24201,pecking,11.0
24202,swept,3.0
24203,raked,1.0
24204,Syrup's,1.0
24205,Syrups,1.0
24206,pegs,11.0
24207,maid's,1.0
24208,Polly_Flinders,1.0
24209,cinders,1.0
24210,Greevesdale,7.0
24211,loaned,1.0
24212,digger'll,1.0
24213,greengrocer,4.0
24214,firestation,31.0
24215,waft,3.0
24216,scarfs,1.0
24217,juggled,1.0
24218,Rudolf_the_red_nosed_reindeer,1.0
24219,headlights,16.0
24220,Lotus_Elan,1.0
24221,wavelength,1.0
24222,phonebox,2.0
24223,genie,6.0
24224,Goldilock's,1.0
24225,steaming,2.0
24226,dickie,1.0
24227,trample,2.0
24228,flapper,1.0
24229,Christmasy,1.0
24230,eatable,1.0
24231,Mister_piggy,1.0
24232,largest,1.0
24233,Uncle_John,9.0
24234,firebrigade,21.0
24235,Norman_Price,56.0
24236,neenaw's,1.0
24237,require,2.0
24238,gnomes,2.0
24239,rearranged,2.0
24240,Christmas_eve,1.0
24241,Grand_old_duke_of_York,3.0
24242,tree'll,1.0
24243,bolt,27.0
24244,firmly,1.0
24245,Phillips,1.0
24246,penknife,2.0
24247,derailed,18.0
24248,telephoning,3.0
24249,naughtier,1.0
24250,derailment,5.0
24251,sled,4.0
24252,sledding,2.0
24253,motorcars,3.0
24254,motorcar,7.0
24255,attendant,4.0
24256,inspection,7.0
24257,Fozzie_Bear'll,1.0
24258,ramp's,2.0
24259,district,1.0
24260,towrope,5.0
24261,nanas,62.0
24262,delight,2.0
24263,bamboo,1.0
24264,Drybones,11.0
24265,difficultys,2.0
24266,eeaw,9.0
24267,reappeared,2.0
24268,giver,1.0
24269,feature,1.0
24270,shark'll,1.0
24271,Dan_dog,43.0
24272,Dan_dog'll,1.0
24273,Percy's,136.0
24274,hut's,4.0
24275,wolfs,1.0
24276,towing,8.0
24277,abide,1.0
24278,Dan_dog's,3.0
24279,fox's,2.0
24280,roof's,3.0
24281,bulldozed,1.0
24282,ear'll,1.0
24283,lowering,2.0
24284,girders,1.0
24285,Bramhall_Park,2.0
24286,bolts,13.0
24287,dippie,2.0
24288,Mister_mechanic,1.0
24289,exhaust,14.0
24290,unnecessarily,1.0
24291,mudguard,1.0
24292,mudguards,3.0
24293,modification,1.0
24294,Mister_monster,1.0
24295,survives,1.0
24296,decisive,1.0
24297,teacups,2.0
24298,Cherokee,2.0
24299,Bumbo,29.0
24300,Big_Ears's,1.0
24301,affairs,1.0
24302,Grand_Old_Duke,2.0
24303,Grand_Duke,1.0
24304,extend,5.0
24305,Small_Bill's,7.0
24306,Alfi_Romeo,2.0
24307,Frances_Ford_Popular,1.0
24308,Mister_fox,27.0
24309,Mister_badger,22.0
24310,Mister_toad,2.0
24311,Fozzie_Bear's,1.0
24312,boiler's,1.0
24313,Molly_dog,1.0
24314,Molly's,23.0
24315,supposing,1.0
24316,insist,8.0
24317,gearbox,1.0
24318,Maxine,5.0
24319,Maxine's,1.0
24320,replys,1.0
24321,spanner's,1.0
24322,Ivor_the_Engine,1.0
24323,Dan_horse,3.0
24324,Dobbin_horse,2.0
24325,Neddy_horse,4.0
24326,hefty,1.0
24327,thistles,6.0
24328,mounting,1.0
24329,choochoochoochoo,1.0
24330,unloading,3.0
24331,aquarium,10.0
24332,tiger'd,2.0
24333,fender,3.0
24334,fender'd,1.0
24335,cow'd,1.0
24336,weasel,8.0
24337,heave,6.0
24338,succeeding,1.0
24339,trampled,4.0
24340,transport,3.0
24341,favorite's,6.0
24342,weakness,1.0
24343,lift's,2.0
24344,mud's,1.0
24345,reseed,2.0
24346,harrow,3.0
24347,Morton_the_motor_bike,1.0
24348,guests,7.0
24349,zigzag,11.0
24350,pillarbox,1.0
24351,Benny_the_breakdown_truck,21.0
24352,Supersaver,1.0
24353,Mike_mechanic,10.0
24354,Mike_Mechanic's,2.0
24355,Anna'll,26.0
24356,Mike_Mechanic,1.0
24357,Jack_tractor,7.0
24358,Jack_tractor's,1.0
24359,bulldozers,2.0
