,index,TotalCounts
6043,recommend,6.0
6044,spuds,4.0
6045,sung,11.0
6046,wreck,34.0
6047,member,1.0
6048,crematorium,1.0
6049,delivered,14.0
6050,ounces,4.0
6051,dolphin,140.0
6052,doorstep,10.0
6053,mixed,109.0
6054,tidied,48.0
6055,aside,9.0
6056,bothers,2.0
6057,lambs,53.0
6058,goat,356.0
6059,hen's,14.0
6060,baa,241.0
6061,minding,12.0
6062,reach,415.0
6063,chicks,97.0
6064,peck,57.0
6065,goose,194.0
6066,hissing,2.0
6067,fierce,46.0
6068,marry,8.0
6069,skates,27.0
6070,skate,6.0
6071,Ainsley,1.0
6072,shame,77.0
6073,trifle,2.0
6074,brave,42.0
6075,momma,1.0
6076,houseproud,1.0
6077,nephew,3.0
6078,attached,20.0
6079,tower,1121.0
6080,landed,56.0
6081,her's,43.0
6082,mommy's,18.0
6083,queued,2.0
6084,queue,21.0
6085,Gracefield,2.0
6086,sells,5.0
6087,tickets,43.0
6088,ticket,68.0
6089,hoo,22.0
6090,listens,9.0
6091,medicines,3.0
6092,sunglasses,37.0
6093,pills,27.0
6094,clip,68.0
6095,holes,168.0
6096,bandages,8.0
6097,nurses',2.0
6098,thumb,213.0
6099,rattle,68.0
6100,puzzles,131.0
6101,pit,16.0
6102,Tracy,5.0
6103,Salou,7.0
6104,pushy,5.0
6105,journey,27.0
6106,flight,17.0
6107,slice,45.0
6108,gum,30.0
6109,sliced,3.0
6110,practise,5.0
6111,treatment's,1.0
6112,coward,2.0
6113,painkillers,4.0
6114,false,4.0
6115,fluoride,2.0
6116,grandpa,63.0
6117,grandfather's,2.0
6118,Sally,191.0
6119,Lily,14.0
6120,grandfathers,1.0
6121,why've,38.0
6122,sling,3.0
6123,why're,99.0
6124,P_one,17.0
6125,finger's,23.0
6126,eczema,8.0
6127,sunblock,2.0
6128,Stephanie,15.0
6129,James,555.0
6130,prescribe,1.0
6131,total,2.0
6132,bop,39.0
6133,leg's,21.0
6134,hurted,2.0
6135,sun's,40.0
6136,suntan,7.0
6137,debating,1.0
6138,scans,6.0
6139,March,74.0
6140,deliver,34.0
6141,molar,1.0
6142,mole,29.0
6143,womb,8.0
6144,consultancies,1.0
6145,positive,6.0
6146,Mummy_Bear,2.0
6147,Daddy_Bear,2.0
6148,bears',1.0
6149,Daddy_Bear's,3.0
6150,Mummy_Bear's,3.0
6151,Baby_Bear's,3.0
6152,chair's,36.0
6153,shoe's,9.0
6154,Baby,2.0
6155,waggly,5.0
6156,towards,65.0
6157,hoses,7.0
6158,squirting,11.0
6159,schedule's,1.0
6160,youngest's,1.0
6161,drag,9.0
6162,thrilled,2.0
6163,detect,2.0
6164,Cheryl,2.0
6165,suspected,3.0
6166,pregnancies,3.0
6167,childminded,1.0
6168,childminding,2.0
6169,childminds,1.0
6170,bowel,2.0
6171,cancerous,1.0
6172,cells,1.0
6173,chemotherapy,1.0
6174,interviewing,1.0
6175,community,2.0
6176,refurbished,1.0
6177,Textile,1.0
6178,duvets,1.0
6179,splinter,13.0
6180,thorn,4.0
6181,expand,2.0
6182,Quickfits,1.0
6183,advertisements,3.0
6184,Sainsburys,27.0
6185,Supermac,1.0
6186,fuel,4.0
6187,co-op,6.0
6188,receipt,4.0
6189,bypass,1.0
6190,Orchard_Caravans,1.0
6191,crikey,18.0
6192,Streamfield,1.0
6193,videotaped,1.0
6194,videocamera,1.0
6195,embarrassing,5.0
6196,edited,1.0
6197,how've,4.0
6198,album,1.0
6199,mistakes,3.0
6200,homesick,1.0
6201,Australian,3.0
6202,citizens,1.0
6203,hoking,1.0
6204,armbands,45.0
6205,swimmer,4.0
6206,Sticker,1.0
6207,Stickerbricks,1.0
6208,wheel's,17.0
6209,bombed,2.0
6210,exact,4.0
6211,Barcelona,9.0
6212,Ric,1.0
6213,pokey,3.0
6214,Luxembourg,1.0
6215,departure,1.0
6216,lounge,22.0
6217,airports,1.0
6218,curlers,2.0
6219,beautifully,7.0
6220,plaited,3.0
6221,colorings,3.0
6222,Aldergrove,2.0
6223,apartment,4.0
6224,apartments,4.0
6225,Dutch,20.0
6226,promenade,1.0
6227,miles,20.0
6228,beaches,1.0
6229,bearable,1.0
6230,degrees,2.0
6231,sandy,6.0
6232,snorkeling,2.0
6233,fountain,8.0
6234,vodka,2.0
6235,ordering,1.0
6236,feller's,1.0
6237,crawled,8.0
6238,hawk,1.0
6239,typhoid,3.0
6240,amusements,6.0
6241,dials,3.0
6242,stadium,1.0
6243,trips,4.0
6244,highlights,2.0
6245,Olympics,1.0
6246,Olympic,3.0
6247,trophy,1.0
6248,hiring,1.0
6249,European,3.0
6250,village,22.0
6251,Roses,1.0
6252,highest,26.0
6253,hazy,2.0
6254,sweating,1.0
6255,squashing,67.0
6256,city,20.0
6257,Ramblers,1.0
6258,reputation,5.0
6259,streets,5.0
6260,mime,2.0
6261,artists,1.0
6262,fellers,1.0
6263,Charlie_Chaplin,1.0
6264,Ma,8.0
6265,astonishing,1.0
6266,centurian,1.0
6267,expressions,2.0
6268,unfinished,1.0
6269,cathedral,4.0
6270,Belgian,2.0
6271,pub,101.0
6272,parents,20.0
6273,Connor,6.0
6274,top's,2.0
6275,yachts,2.0
6276,Canbils,1.0
6277,quieter,18.0
6278,buses,7.0
6279,port,1.0
6280,beers,5.0
6281,cones,5.0
6282,snacky,1.0
6283,roast,45.0
6284,Porta_Ventura,4.0
6285,Europe,2.0
6286,loops,3.0
6287,Tom'd,1.0
6288,Thomas's,79.0
6289,tend,16.0
6290,swang,1.0
6291,cigarette,10.0
6292,butt,6.0
6293,Majorca,30.0
6294,swung,3.0
6295,secured,1.0
6296,tipped,66.0
6297,Barry's,7.0
6298,dipper,7.0
6299,motorized,1.0
6300,areas,2.0
6301,Disney,20.0
6302,Porta_Venchewin,1.0
6303,waving,97.0
6304,Hawaiian,1.0
6305,pineapple,153.0
6306,ribs,4.0
6307,throughout,3.0
6308,doughnuts,23.0
6309,Cindy's,1.0
6310,Rover's_Return,1.0
6311,alcove,17.0
6312,karaoke,1.0
6313,catered,1.0
6314,Chukka,1.0
6315,stacks,1.0
6316,orientated,1.0
6317,current,4.0
6318,guts,7.0
6319,dresses,36.0
6320,undresses,1.0
6321,curl,11.0
6322,shine,17.0
6323,tint,2.0
6324,auburn,1.0
6325,ginger,25.0
6326,shines,2.0
6327,curls,23.0
6328,dryer,16.0
6329,Ballycastle,7.0
6330,plaits,7.0
6331,cardboard,16.0
6332,wound,15.0
6333,road's,4.0
6334,stages,1.0
6335,increase,1.0
6336,hotter,26.0
6337,colder,8.0
6338,tats,7.0
6339,trail,5.0
6340,ugly,16.0
6341,sticks,97.0
6342,treating,2.0
6343,topple,10.0
6344,eyelashes,7.0
6345,ribbon,137.0
6346,tangled,15.0
6347,scheme,2.0
6348,jay,1.0
6349,team,28.0
6350,weather's,7.0
6351,sport,21.0
6352,sports,38.0
6353,hairdresser's,4.0
6354,hairdryers,1.0
6355,hairdressers,15.0
6356,dryers,3.0
6357,relative,2.0
6358,scalp,11.0
6359,bald,10.0
6360,Aisling,1.0
6361,Vanessa,1.0
6362,busting,1.0
6363,barbecue,15.0
6364,Spot's,54.0
6365,cellotape,42.0
6366,Therese,1.0
6367,cheep,70.0
6368,woodpecker,14.0
6369,bringed,17.0
6370,Lots_More_Farmyard_Tales,1.0
6371,moby,1.0
6372,Camping_Out,1.0
6373,The_Snow_Storm,2.0
6374,Baywatch_Barbie,3.0
6375,sticker,191.0
6376,booster,3.0
6377,Barbies,15.0
6378,McDonald's,13.0
6379,Punch_And_Judy,3.0
6380,Mister_Punch,5.0
6381,Missus_Judy,1.0
6382,Punches,1.0
6383,Mister_Blobby,10.0
6384,Mr,36.0
6385,Blobby,4.0
6386,crocodiler,3.0
6387,rock,158.0
6388,escaped,22.0
6389,Carnival_Promotions,1.0
6390,modeling,7.0
6391,Indianaland,1.0
6392,Alec's,1.0
6393,skinned,3.0
6394,brackies,1.0
6395,Missus_Snowdon,2.0
6396,desk,27.0
6397,tricycles,2.0
6398,bicycles,10.0
6399,bicycle,117.0
6400,buggies,2.0
6401,cheerful,10.0
6402,lifebelt,1.0
6403,rubbish,174.0
6404,squash,154.0
6405,strayed,1.0
6406,taught,36.0
6407,mend,369.0
6408,bleed,6.0
6409,scratched,38.0
6410,whoosh,73.0
6411,Missus_Courtney,1.0
6412,breaths,3.0
6413,doc,1.0
6414,Barbie's,11.0
6415,Baywatch,6.0
6416,cap,22.0
6417,bathing,6.0
6418,snacks,5.0
6419,Pat,164.0
6420,buzz,58.0
6421,buzzing,10.0
6422,buzzed,2.0
6423,Pat's,26.0
6424,flies,35.0
6425,tickled,27.0
6426,Jess,139.0
6427,catching,50.0
6428,deads,1.0
6429,swat,1.0
6430,success,3.0
6431,slowly,79.0
6432,adding,4.0
6433,Warrenpoint,1.0
6434,Rostrevor,1.0
6435,Water_Park,1.0
6436,finded,3.0
6437,Joe,16.0
6438,Paddington_Bear,11.0
6439,Tracey,3.0
6440,confused,20.0
6441,Park,2.0
6442,Beebee,1.0
6443,Geebee,1.0
6444,Bernice,2.0
6445,unlucky,1.0
6446,Waterford,6.0
6447,drank,27.0
6448,Donegal,2.0
6449,Dingle,1.0
6450,roads,57.0
6451,B_And_B,1.0
6452,Roscoff,1.0
6453,bumble,10.0
6454,pesky,2.0
6455,wraps,4.0
6456,stretchy,7.0
6457,sprained,2.0
6458,vans,33.0
6459,scratches,12.0
6460,sweats,1.0
6461,Rowan,1.0
6462,Tramore,1.0
6463,jacuzzi,2.0
6464,currents,1.0
6465,disorganized,1.0
6466,lockers,3.0
6467,cubicles,3.0
6468,cubicle,2.0
6469,undressed,8.0
6470,dash,21.0
6471,punt,2.0
6472,punts,1.0
6473,safer,10.0
6474,Tanya,69.0
6475,placenta,1.0
6476,blistery,1.0
6477,gowned,1.0
6478,all's,2.0
6479,draining,3.0
6480,Florida,12.0
6481,Mater,5.0
6482,staffed,1.0
6483,heater,8.0
6484,howling,1.0
6485,pressies,2.0
6486,drill,92.0
6487,workman,18.0
6488,Jade'll,1.0
6489,spanner,78.0
6490,bedlam,1.0
6491,Jason,256.0
6492,Joshua's,1.0
6493,Bianca's,14.0
6494,tots,15.0
6495,surname,2.0
6496,Scott,12.0
6497,scribble,30.0
6498,trainers,35.0
6499,Levi,2.0
6500,scribbles,4.0
6501,coordination,1.0
6502,artist,2.0
6503,Denver,92.0
6504,Northern,1.0
6505,elevenish,1.0
6506,how're,38.0
6507,sleepers,1.0
6508,disrupt,1.0
6509,involves,3.0
6510,family's,1.0
6511,sometime,17.0
6512,informal,1.0
6513,guarantee,3.0
6514,chatty,5.0
6515,mood,56.0
6516,diagnosed,1.0
6517,okey_dokey,69.0
6518,leisure,4.0
6519,introduce,6.0
6520,Moss,1.0
6521,leftfooter,1.0
6522,bursts,2.0
6523,Patch,4.0
6524,construction,4.0
6525,me'll,5.0
6526,Auntie_Linda,13.0
6527,Uncle_Peter,7.0
6528,Uncle_Andrew,9.0
6529,employed,1.0
6530,contract,4.0
6531,Philips_Whirlpool,1.0
6532,attach,15.0
6533,loses,6.0
6534,chain,28.0
6535,permed,1.0
6536,colic,8.0
6537,Gaviscon,3.0
6538,hormone,3.0
6539,Health_Visitor,1.0
6540,x-rayed,1.0
6541,achoo,156.0
6542,Wotsits,5.0
6543,score,9.0
6544,goal,52.0
6545,miracle,3.0
6546,Shreddies,6.0
6547,wonky,13.0
6548,Pingan,1.0
6549,beak,31.0
6550,rummage,15.0
6551,crane,218.0
6552,Mister_David,2.0
6553,trick,49.0
6554,steam,117.0
6555,depending,8.0
6556,shop's,9.0
6557,fail,3.0
6558,else's,27.0
6559,aya,2.0
6560,Daffy,2.0
6561,Pingu's,152.0
6562,David's,18.0
6563,vixen,3.0
6564,hurts,237.0
6565,protects,1.0
6566,blustery,1.0
6567,shuts,12.0
6568,memory,37.0
6569,Gra,1.0
6570,Aunty_Linda,10.0
6571,Masie,1.0
6572,Monty,1.0
6573,Minnie,10.0
6574,Mitzi,1.0
6575,seedless,4.0
6576,California,8.0
6577,Los,5.0
6578,Angeles,5.0
6579,Las,5.0
6580,Vegas,5.0
6581,fancied,4.0
6582,bickie,30.0
6583,slot,2.0
6584,fancies,1.0
6585,mistake,34.0
6586,hotels,5.0
6587,Virgin,6.0
6588,San,4.0
6589,Fransisco,3.0
6590,conference,5.0
6591,Anaheim,1.0
6592,motel,6.0
6593,classed,1.0
6594,youngsters,1.0
6595,direct,4.0
6596,Airways,2.0
6597,planes,22.0
6598,Cosmos,1.0
6599,return,7.0
6600,international,3.0
6601,confirmed,2.0
6602,traveler,1.0
6603,tv's,1.0
6604,Airtours,1.0
6605,California's,1.0
6606,Palm,1.0
6607,Springs,1.0
6608,Grand,2.0
6609,Canyon,1.0
6610,Florida's,1.0
6611,kingdom,2.0
6612,Lunn,1.0
6613,Poly,1.0
6614,accommodation,2.0
6615,package,3.0
6616,transfers,3.0
6617,carpark,57.0
6618,licences,1.0
6619,Virgin's,1.0
6620,minis,3.0
6621,Mini,7.0
6622,posted,21.0
6623,Crazy,1.0
6624,Prices,1.0
6625,Miami,1.0
6626,futtering,2.0
6627,greatly,1.0
6628,toenails,8.0
6629,upwards,3.0
6630,squealed,6.0
6631,books's,1.0
6632,Stewart,2.0
6633,Millers,1.0
6634,natal,2.0
6635,blinking,1.0
6636,bladder,1.0
6637,element,2.0
6638,nurses,13.0
6639,occupies,1.0
6640,realizes,1.0
6641,catheter,1.0
6642,hysterectomy,1.0
6643,history,3.0
6644,checkups,3.0
6645,Antrim's,1.0
6646,homely,1.0
6647,Julie,108.0
6648,treated,2.0
6649,release,3.0
6650,antiquated,1.0
6651,peeling,16.0
6652,disinfectant,1.0
6653,foul,13.0
6654,surroundings,1.0
6655,building's,2.0
6656,crunching,18.0
6657,childminder's,6.0
6658,Donaghadee_Road,1.0
6659,smily,30.0
6660,college,20.0
6661,Easons,1.0
6662,Paddington,39.0
6663,bulldozer,28.0
6664,Bulldozer,2.0
6665,flattens,4.0
6666,Arthur's,9.0
6667,cab,94.0
6668,pushes,14.0
6669,caterpillar,194.0
6670,sinking,6.0
6671,excavator,6.0
6672,digs,2.0
6673,tips,14.0
6674,carries,8.0
6675,tipper,29.0
6676,hears,12.0
6677,tailgate,5.0
6678,tunneller,1.0
6679,scoops,4.0
6680,empties,1.0
6681,Special_Ted,2.0
6682,spade,102.0
6683,flask,3.0
6684,picnics,9.0
6685,captain,11.0
6686,crab,94.0
6687,bounce,161.0
6688,ship,76.0
6689,teddy's,145.0
6690,peg,28.0
6691,Teddy_Bear,1.0
6692,lighthouse,10.0
6693,cliff,2.0
6694,seaweed,10.0
6695,Snowman,4.0
6696,Gung_gung,8.0
6697,tortures,2.0
6698,Hair_Traffic,1.0
6699,neglecting,1.0
6700,infant,2.0
6701,gripe,2.0
6702,Infacol,1.0
6703,Shankill_Road,1.0
6704,Shankill,3.0
6705,fizzed,1.0
6706,colicky,3.0
6707,Karen's,1.0
6708,emigrating,1.0
6709,settles,1.0
6710,Kate_White,1.0
6711,canceled,4.0
6712,week's,3.0
6713,organize,3.0
6714,Woolworths,5.0
6715,vouchers,4.0
6716,valid,1.0
6717,Wellworths,1.0
6718,her'll,2.0
6719,fee,14.0
6720,engage,2.0
6721,slobbering,4.0
6722,fist's,1.0
6723,Honeybunch,4.0
6724,Larry,3.0
6725,Sarah'll,2.0
6726,tracking,1.0
6727,leftovers,3.0
6728,gender,1.0
6729,Sarah's,63.0
6730,fourth,20.0
6731,punchbag,1.0
6732,boxing,5.0
6733,bats,13.0
6734,platform,33.0
6735,crayon,125.0
6736,carriage,94.0
6737,magnets,17.0
6738,tot,8.0
6739,Blue_Tac,1.0
6740,Happy_Street,3.0
6741,Brio,1.0
6742,brightened,1.0
6743,busying,1.0
6744,peeing,2.0
6745,costs,5.0
6746,Denver's,21.0
6747,mentioning,1.0
6748,paddle,31.0
6749,sea's,1.0
6750,dries,17.0
6751,amongst,12.0
6752,haw,5.0
6753,donkey's,8.0
6754,footprints,13.0
6755,peekaboo,283.0
6756,cuckoo,7.0
6757,book's,27.0
6758,piggie,50.0
6759,bunnies,8.0
6760,tweet,19.0
6761,doggie's,31.0
6762,Salisbury_Parade,2.0
6763,assumed,1.0
6764,Brookvale_Ave,1.0
6765,birdies,58.0
6766,summertime,13.0
6767,autumn,38.0
6768,rustling,3.0
6769,pops,26.0
6770,Arthur,17.0
6771,Corr's_Corner,1.0
6772,piggies,46.0
6773,combine,7.0
6774,Harvester,1.0
6775,wheat,13.0
6776,wheat's,1.0
6777,farmer's,28.0
6778,traction,7.0
6779,fashioned,6.0
6780,Margaret,14.0
6781,Tania,3.0
6782,Sonia,10.0
6783,Steve,3.0
6784,hopes,1.0
6785,miscarriage,2.0
6786,hardest,3.0
6787,D_And_C,1.0
6788,supplements,1.0
6789,hospitals,5.0
6790,imbalance,1.0
6791,Fat_Controller,111.0
6792,Freda,1.0
6793,Claire's,15.0
6794,riot,1.0
6795,consultant,3.0
6796,ante,1.0
6797,surgeon,2.0
6798,student,3.0
6799,heal,3.0
6800,weaker,2.0
6801,bursting,21.0
6802,simply,5.0
6803,wishing,5.0
6804,joy,8.0
6805,dinnertime,39.0
6806,Derek_Moore,2.0
6807,Derek,1.0
6808,Moore,1.0
6809,Moore's,1.0
6810,David_Scott,1.0
6811,grandson,2.0
6812,Denver_Thomas,1.0
6813,fads,1.0
6814,Demi,19.0
6815,recorders,6.0
6816,easel,13.0
6817,side's,2.0
6818,naught,1.0
6819,outfits,2.0
6820,aged,5.0
6821,Diane,12.0
6822,Olivia,6.0
6823,granddaughter,4.0
6824,Olivia's,3.0
6825,Louise,132.0
6826,Mister_Scott,1.0
6827,Mother,17.0
6828,Toddler,2.0
6829,Newtown,1.0
6830,loving,8.0
6831,quarters,8.0
6832,identical,5.0
6833,pees,1.0
6834,tonic,3.0
6835,liquid,14.0
6836,drawbacks,1.0
6837,mattress,5.0
6838,wisdom,5.0
6839,wisdom'll,1.0
6840,causing,10.0
6841,dentistry,2.0
6842,bucketful,1.0
6843,Finlay,1.0
6844,jobs,25.0
6845,arranges,2.0
6846,grumpy,41.0
6847,Linda's,4.0
6848,moody,8.0
6849,swap,52.0
6850,marshmallows,6.0
6851,baked,129.0
6852,cakes,293.0
6853,dozing,4.0
6854,chests,7.0
6855,refuse,5.0
6856,flights,4.0
6857,Heathrow's,1.0
6858,standstill,1.0
6859,fog,13.0
6860,headmaster,1.0
6861,dumping,8.0
6862,dump,79.0
6863,nativity,1.0
6864,spoils,7.0
6865,crisp,77.0
6866,Ted,97.0
6867,types,6.0
6868,jet,5.0
6869,Levi's,1.0
6870,Kathryn've,1.0
6871,messy,161.0
6872,reads,5.0
6873,annual,2.0
6874,library,81.0
6875,Joan,19.0
6876,daily,1.0
6877,Ballyrobert,6.0
6878,bill,28.0
6879,spotted,28.0
6880,tantrums,3.0
6881,leather,11.0
6882,Radio_Times,1.0
6883,Emmerdale,4.0
6884,Coronation_Street,5.0
6885,Racquel,1.0
6886,Curly,18.0
6887,lasting,3.0
6888,Honeymoon,1.0
6889,Young_Guns_Two,1.0
6890,Blaze_Of_Glory,1.0
6891,Naked_Gun,1.0
6892,Crocodile_Dundee_Two,1.0
6893,Dirty_Rotten_Scoundrels,1.0
6894,premiere,1.0
6895,United,1.0
6896,scored,5.0
6897,Cantona,11.0
6898,Liverpool,17.0
6899,nil,3.0
6900,goals,3.0
6901,restless,4.0
6902,liners,1.0
6903,pitch,7.0
6904,smelt,3.0
6905,carseat,15.0
6906,wink,12.0
6907,suggest,10.0
6908,spoonful,7.0
6909,Fenugren,1.0
6910,Dozol,2.0
6911,equivalent,1.0
6912,Benylin,1.0
6913,Tixylix,1.0
6914,walkie,8.0
6915,lessened,1.0
6916,Jean,22.0
6917,Bongela,1.0
6918,gums,17.0
6919,Denvers,1.0
6920,dodgy,1.0
6921,latest,4.0
6922,whoops_a_daisy,159.0
6923,Thompson,6.0
6924,casual,1.0
6925,The_Crawfordsburn_Inn,1.0
6926,mixing,25.0
6927,waffles,12.0
6928,grill,9.0
6929,tremendously,1.0
6930,Penicillin,2.0
6931,Dentistry,3.0
6932,doped,1.0
6933,penicillin,4.0
6934,Paracodol,4.0
6935,scrake,1.0
6936,dawn,1.0
6937,eased,1.0
6938,dosed,1.0
6939,Panadol,1.0
6940,handbag,36.0
6941,signing,2.0
6942,Lisburn_Road,3.0
6943,tender,56.0
6944,bruised,8.0
6945,Newtownards_Road,2.0
6946,faith,4.0
6947,abscess,1.0
6948,flared,3.0
6949,root,9.0
6950,refill,1.0
6951,maintain,1.0
6952,seat's,3.0
6953,tooth's,1.0
6954,redressed,1.0
6955,infection's,1.0
6956,personally,3.0
6957,yoboes,1.0
6958,twinkle,129.0
6959,Bianca'll,2.0
6960,Aunty_Claire's,1.0
6961,Gingerbread,3.0
6962,keeper,32.0
6963,Missus_McCloud,4.0
6964,tutor,1.0
6965,Greendale,1.0
6966,P_two's,1.0
6967,glowing,2.0
6968,tutors,1.0
6969,assessments,1.0
6970,Gingerbread_Barnardoes,1.0
6971,Malcolm_Sargent,2.0
6972,fund,1.0
6973,contribution,3.0
6974,assignments,1.0
6975,combination,9.0
6976,parent,3.0
6977,Barnardoes,1.0
6978,qualification,1.0
6979,widen,1.0
6980,outlook,1.0
6981,providing,2.0
6982,vet,62.0
6983,yawning,14.0
6984,nippy,4.0
6985,grabs,3.0
6986,tents,15.0
6987,camping,10.0
6988,Tollymore,2.0
6989,chip,115.0
6990,cooks,12.0
6991,velcro,28.0
6992,strap,12.0
6993,ankle's,1.0
6994,rams,1.0
6995,darken,2.0
6996,terrorizer,1.0
6997,Tazo,2.0
6998,Pog,3.0
6999,specific,2.0
7000,Slammer,2.0
7001,Slammer's,1.0
7002,thicker,12.0
7003,tools,79.0
7004,yip,9.0
7005,paperwork,9.0
7006,snooker,12.0
7007,Man_United,21.0
7008,player,19.0
7009,tootsie,8.0
7010,Carnfunough,1.0
7011,Larne,1.0
7012,Ulsterbuses,1.0
7013,School,2.0
7014,outing,2.0
7015,spies,4.0
7016,associating,1.0
7017,caused,7.0
7018,rows,6.0
7019,gurns,2.0
7020,spaceship,15.0
7021,heh,46.0
7022,disinterested,1.0
7023,Garden_Party,2.0
7024,zombie,2.0
7025,Botanic_Gardens,1.0
7026,Jackson_Browne's,2.0
7027,Summer_Festival,1.0
7028,Saw_Doctors,1.0
7029,Van_Morrison,2.0
7030,Diana,12.0
7031,distracted,2.0
7032,granted,1.0
7033,Mother_Toddler,1.0
7034,Stuart'll,1.0
7035,organizing,2.0
7036,lunchboxes,1.0
7037,Child's_Play,1.0
7038,Toddler's,1.0
7039,P,8.0
7040,leaf,59.0
7041,begins,35.0
7042,la,165.0
7043,ladybird,158.0
7044,Ben,151.0
7045,specimen,2.0
7046,finally,14.0
7047,motorboat,1.0
7048,lake,19.0
7049,pears,89.0
7050,plums,62.0
7051,oranges,161.0
7052,stalk,30.0
7053,pickle,52.0
7054,lollipop,120.0
7055,melon,98.0
7056,cocoon,5.0
7057,caterpillars,19.0
7058,became,6.0
7059,eated,6.0
7060,Look,1.0
7061,This_Is_The_House_That_Jack_Built,1.0
7062,Carrick,6.0
7063,Sketchin',1.0
7064,dynamite,8.0
7065,Is,5.0
7066,badges,21.0
7067,terror,11.0
7068,believed,4.0
7069,stamping,23.0
7070,passive,1.0
7071,tantrum,11.0
7072,squeals,1.0
7073,breezes,1.0
7074,hifi,2.0
7075,licks,7.0
7076,fiddlers,3.0
7077,locks,5.0
7078,Mogoli,1.0
7079,Giggs,3.0
7080,Backham,2.0
7081,Beckham,1.0
7082,goalie,20.0
7083,Schmeichel,7.0
7084,Schmeicel,1.0
7085,Sweden,2.0
7086,ta,206.0
7087,Barney's,5.0
7088,spiked,1.0
7089,switch,67.0
7090,weapons,3.0
7091,wigwam,2.0
7092,indians,1.0
7093,parts,11.0
7094,frustrated,5.0
7095,Postman_Pat's,44.0
7096,postal,2.0
7097,Postman's,1.0
7098,wrecker,2.0
7099,nuisances,1.0
7100,unfortunate,3.0
7101,ourselves,22.0
7102,clap,902.0
7103,kissing,70.0
7104,Kermit,1.0
7105,mamma,7.0
7106,fussed,6.0
7107,curious,3.0
7108,chewed,51.0
7109,Helen,26.0
7110,peek,19.0
7111,daytime,13.0
7112,froggie,76.0
7113,seep,1.0
7114,smoker,2.0
7115,geg,9.0
7116,Fred,24.0
7117,remembers,2.0
7118,O'Hara's,1.0
7119,players,1.0
7120,registered,6.0
7121,Missus_McCartney,6.0
7122,him's,33.0
7123,toddler's,3.0
7124,stacked,3.0
7125,Justin,25.0
7126,Jessica,13.0
7127,fairly,15.0
7128,T,6.0
7129,teached,1.0
7130,spelling,4.0
7131,learned,14.0
7132,computer,75.0
7133,concentration,6.0
7134,complicated,11.0
7135,zero,2.0
7136,X,2.0
7137,hards,1.0
7138,eager,4.0
7139,customers,5.0
7140,precision,1.0
7141,slight,7.0
7142,Ulster_Property_Sales,1.0
7143,deposit,2.0
7144,lower,12.0
7145,leaflets,1.0
7146,phonecall,4.0
7147,Family_Circle,1.0
7148,value,6.0
7149,unlikely,3.0
7150,Hayley,4.0
7151,P_seven,1.0
7152,complete,12.0
7153,earrings,40.0
7154,dwindle,1.0
7155,punctual,1.0
7156,buyer,2.0
7157,buyers,3.0
7158,mortgages,3.0
7159,discourage,1.0
7160,interests,2.0
7161,glutton,1.0
7162,punishment,5.0
7163,painter,6.0
7164,decorator,3.0
7165,Missus_Smith,1.0
7166,Easter_Monday,1.0
7167,decorate,20.0
7168,City_Blinds,1.0
7169,Sliderobes,2.0
7170,measurement,1.0
7171,arrive,12.0
7172,lands,12.0
7173,sliderobes,1.0
7174,decorated,1.0
7175,wheek,1.0
7176,shed,200.0
7177,backlog,3.0
7178,commitments,1.0
7179,firmer,1.0
7180,Missus_Robson,4.0
7181,boisterous,9.0
7182,calmed,2.0
7183,superb,2.0
7184,golden,12.0
7185,appliances,1.0
7186,storage,5.0
7187,dishwasher,6.0
7188,whisky,5.0
7189,Windermere,3.0
7190,Ballydart_Road,1.0
7191,link,3.0
7192,detached,4.0
7193,semis,3.0
7194,plot,2.0
7195,shone,2.0
7196,tray,56.0
7197,partition,3.0
7198,Humpty_Dumpty,106.0
7199,famous,6.0
7200,masterbath,2.0
7201,Bob,15.0
7202,Auntie_Linda's,1.0
7203,Adidas,2.0
7204,Buzz_Lightyears,2.0
7205,glue,259.0
7206,folding,11.0
7207,clicky,4.0
7208,sweatshirts,2.0
7209,bleep,8.0
7210,jogging,35.0
7211,Debenhams,1.0
7212,jumper's,7.0
7213,flicked,1.0
7214,year's,11.0
7215,petted,1.0
7216,placid,1.0
7217,typical,15.0
7218,hugs,57.0
7219,dessert,10.0
7220,colicy,2.0
7221,Poundstretcher,1.0
7222,shoplifted,1.0
7223,handball,1.0
7224,counter,17.0
7225,Sainsbury's,12.0
7226,bleached,1.0
7227,naturally,5.0
7228,teethies,2.0
7229,crater,1.0
7230,Toy,1.0
7231,Go_Go,2.0
7232,Gogo,3.0
7233,Go,3.0
7234,theater,11.0
7235,emergency,25.0
7236,wheeled,1.0
7237,hauling,2.0
7238,screens,1.0
7239,reflection,6.0
7240,organs,1.0
7241,camera's,3.0
7242,tugged,1.0
7243,incision,1.0
7244,stitch,7.0
7245,drains,3.0
7246,resuscitated,1.0
7247,Bob's,1.0
7248,euphoric,1.0
7249,shesho,2.0
7250,drugs,4.0
7251,drowsy,1.0
7252,recovery,2.0
7253,Toy_Story's,1.0
7254,infinity,2.0
7255,dee,39.0
7256,dealt,2.0
7257,recover,2.0
7258,Slinky,3.0
7259,slinky,4.0
7260,mama,219.0
7261,dada,110.0
7262,Yawyaw,1.0
7263,Ooee,1.0
7264,fascinates,1.0
7265,minds,5.0
