,Term,RawCounts
6048,soaked,12
6049,Which,62
6050,tractor-shed,7
6051,shivering,22
6052,chattering,17
6053,bath,49
6054,cow,40
6055,byre,1
6056,howls,5
6057,wolves,5
6058,Later,29
6059,Banging,2
6060,promise,68
6061,films,18
6062,shake,32
6063,tantrum,1
6064,calmed,8
6065,Till,10
6066,scenes,5
6067,crispy,1
6068,pancakes,6
6069,smash,8
6070,tools,18
6071,refusing,7
6072,nails,24
6073,addicted,1
6074,News,18
6075,switch,22
6076,mechanic,2
6077,torch,61
6078,splashed,9
6079,puddle,7
6080,switching,6
6081,games,41
6082,bunk,3
6083,propping,2
6084,quarter,20
6085,lambing-shed,3
6086,cow-byre,1
6087,storing,4
6088,stack-yard,4
6089,detached,7
6090,shoelace,2
6091,beam,21
6092,searchlight,1
6093,Turn,19
6094,grabbing,6
6095,mucking,5
6096,rescuing,6
6097,clueless,1
6098,battery,4
6099,dud,1
6100,backwards,75
6101,Tom,482
6102,padlock,15
6103,stones,88
6104,bumping,16
6105,thudding,7
6106,beet,2
6107,stacked,14
6108,Mandy,20
6109,pub,16
6110,whining,7
6111,unbuckled,2
6112,pitch-dark,1
6113,sending,32
6114,slip,32
6115,Hang,19
6116,guesses,4
6117,TV,34
6118,stupidly,7
6119,Want,9
6120,fencing,9
6121,local,38
6122,oil,46
6123,sticky,18
6124,bean-bag,3
6125,blobs,1
6126,polystyrene,2
6127,nerves,11
6128,scooped,9
6129,waste-paper,3
6130,temporarily,8
6131,Upstairs,4
6132,leaflets,1
6133,newspaper,41
6134,cuttings,11
6135,nearest,40
6136,fifteenth,2
6137,cottage,129
6138,exposure,1
6139,shiver,10
6140,weathers,2
6141,animals,124
6142,window-frame,1
6143,jungles,2
6144,Tarzan,4
6145,Mowgli,1
6146,jungle,5
6147,shrews,12
6148,carpeted,7
6149,flickered,19
6150,biscuits,35
6151,carton,10
6152,draught,7
6153,nights,33
6154,waken,4
6155,under-blanket,1
6156,knob,4
6157,combat,4
6158,Off,17
6159,shopping-bag,1
6160,Also,11
6161,water-bottle,5
6162,tonsilitis,2
6163,brainwave,1
6164,fill,53
6165,kettle,21
6166,risk,35
6167,pipes,13
6168,tap,23
6169,woken,16
6170,flushing,3
6171,flask,24
6172,flasks,1
6173,reorganized,1
6174,load,25
6175,dust-bin,1
6176,lid,43
6177,Cats,5
6178,bin,25
6179,snarling,6
6180,barring,1
6181,loaf,23
6182,chucked,5
6183,wood-shed,1
6184,target,11
6185,bobbing,7
6186,envy,5
6187,boasting,2
6188,Safely,2
6189,precincts,1
6190,daytime,5
6191,Snow,8
6192,yards,32
6193,panicked,8
6194,Carrying,3
6195,push,43
6196,sheltering,3
6197,gulley,1
6198,whipped,4
6199,dragging,20
6200,half-crawled,1
6201,unrolled,4
6202,frozen,23
6203,starvation,3
6204,onto,77
6205,crouching,11
6206,thirsty,5
6207,scrabbled,5
6208,gulps,2
6209,warmer,14
6210,chickens,23
6211,covering,7
6212,shine,12
6213,sweets,36
6214,Coffee,6
6215,starving,6
6216,unscrewed,3
6217,sugar,56
6218,tipping,4
6219,dregs,2
6220,screwed,29
6221,biscuit,14
6222,scarf,3
6223,bending,14
6224,loaded,14
6225,shot-gun,1
6226,sleet,2
6227,lovely,144
6228,knobbly,3
6229,Boy,10
6230,Scouts,5
6231,drowned,20
6232,fortunate,4
6233,shelter,35
6234,watches,7
6235,Pheasants,1
6236,feeds,3
6237,brain,59
6238,Vermin,1
6239,vermin,2
6240,frighten,20
6241,barks,1
6242,whined,7
6243,revolting,5
6244,bone,31
6245,fat,47
6246,watering,5
6247,crawling,11
6248,chewing,18
6249,flopped,8
6250,pelting,3
6251,curled,35
6252,needles,12
6253,madhouse,1
6254,selling,17
6255,ours,12
6256,Spy,3
6257,imaginary,8
6258,ambulances,3
6259,anxiously,33
6260,thunder,18
6261,spotting,4
6262,whine,5
6263,moods,5
6264,scrambled,24
6265,clumsily,5
6266,Shoot,1
6267,aiming,4
6268,steamed,3
6269,recoil,2
6270,Kill,7
6271,begin,52
6272,savage,11
6273,sited,1
6274,trigger,6
6275,deafening,8
6276,Nails,360
6277,screws,5
6278,staples,1
6279,sneaked,17
6280,racing,21
6281,steered,2
6282,prayed,12
6283,sickly,6
6284,triplet,2
6285,Missed,3
6286,Hurry,27
6287,motionless,15
6288,reunited,2
6289,heading,20
6290,flexing,2
6291,stump,6
6292,tube,20
6293,depends,11
6294,knees,90
6295,Wo,23
6296,Saturdays,1
6297,untied,7
6298,tip,33
6299,collapsing,6
6300,ignoring,19
6301,Cupping,1
6302,peeling,9
6303,nesting,3
6304,by-passing,1
6305,coaching,6
6306,baths,20
6307,Rectory,2
6308,winter-time,2
6309,wreaths,1
6310,While,48
6311,Denis,1
6312,Atkinson,1
6313,Charles,6
6314,George,166
6315,Anthony,3
6316,Richard,69
6317,cereal,2
6318,unpinned,1
6319,plans,26
6320,burnt,16
6321,incinerator,1
6322,crumble,2
6323,plug,6
6324,mended,6
6325,Sold,1
6326,slumping,1
6327,crutches,1
6328,Answer,9
6329,term,26
6330,Shot,2
6331,truck,39
6332,t'lambs,1
6333,t'field,1
6334,caps,8
6335,Pneumonia,3
6336,cab,8
6337,pneumonia,6
6338,draughty,7
6339,deed,6
6340,criticizing,2
6341,Don,47
6342,fettle,2
6343,Forty-eight,1
6344,faced,22
6345,saluted,2
6346,Day,48
6347,Began,1
6348,landlady,7
6349,bunting,2
6350,Gloria,362
6351,Dot,560
6352,rented,4
6353,cotton,52
6354,flapping,14
6355,hug,8
6356,Today,19
6357,brooch,14
6358,ducks,60
6359,victory,13
6360,token,11
6361,V,8
6362,grown-ups,21
6363,Derry,1
6364,secondhand,2
6365,cardigan,8
6366,'Course,19
6367,goose,46
6368,insecure,3
6369,fly-past,1
6370,hopefully,17
6371,-did,1
6372,sunshine,26
6373,dim,21
6374,electricity,27
6375,rotting,8
6376,gas,32
6377,Escaping,3
6378,thumbed,1
6379,magazine,18
6380,Picturegoer,2
6381,photographs,11
6382,ducky,6
6383,End,9
6384,Parvis,92
6385,outfit,5
6386,mantleshelf,1
6387,creases,4
6388,lipstick,11
6389,pinned-up,1
6390,peep-toe,4
6391,star,31
6392,slacks,1
6393,mostly,27
6394,silky,3
6395,slips,2
6396,dressing-gowns,1
6397,Baby,45
6398,carriers,6
6399,scrappet,1
6400,edges,38
6401,collapsed,23
6402,shelters,3
6403,holy,5
6404,impassioned,1
6405,clanky,1
6406,stumble,3
6407,Shove,1
6408,Age,7
6409,beauty,18
6410,dip,8
6411,snuggling,1
6412,Ooh,18
6413,wonderful,76
6414,hugged,13
6415,Queen,83
6416,princesses,11
6417,balcony,1
6418,palace,50
6419,Edward,16
6420,hooters,1
6421,Drivers,1
6422,celebrating,4
6423,shut-eye,1
6424,Nighty-night,1
6425,bless,18
6426,Change,15
6427,disorder,2
6428,headscarf,2
6429,poorly,5
6430,ambulance,20
6431,mouse,43
6432,sparrow,6
6433,ai,123
6434,hopping,8
6435,transferred,7
6436,nurse,44
6437,trudging,4
6438,Burst,2
6439,latest,10
6440,blackish-red,1
6441,reaching,23
6442,upwards,28
6443,ward,23
6444,frightening,15
6445,drag,18
6446,bear,83
6447,squirrel,18
6448,vulnerable,4
6449,lift-shafts,1
6450,rattling,15
6451,fearful,18
6452,loops,8
6453,cable,10
6454,rope,77
6455,dangling,12
6456,snakes,6
6457,lifts,6
6458,transporting,2
6459,patients,4
6460,departments,3
6461,floors,11
6462,Children,18
6463,barred,8
6464,prison,36
6465,nobody,104
6466,opaque,6
6467,passers-by,5
6468,Visiting,4
6469,porter,22
6470,cosy,11
6471,porters,2
6472,hut,66
6473,compact,6
6474,laddie,4
6475,elusive,3
6476,Changes,1
6477,High,21
6478,dish,46
6479,cabbage,7
6480,swede,1
6481,stew,7
6482,dumplings,3
6483,reassuring,4
6484,floating,15
6485,amongst,27
6486,shreds,6
6487,yellowish,2
6488,pan,26
6489,ladle,2
6490,assembled,8
6491,household,14
6492,lodgers,6
6493,Promised,1
6494,grumble,5
6495,harmless,16
6496,rumble,8
6497,gunfire,1
6498,faraway,9
6499,Brown,149
6500,housing,7
6501,sliver,4
6502,larger,43
6503,partitioned,2
6504,lanky,4
6505,half-window,1
6506,Downstairs,4
6507,coal-hole,3
6508,meat-safe,3
6509,smelly,7
6510,bins,4
6511,half-room,1
6512,cardboard,18
6513,panes,4
6514,blown,11
6515,creeping,14
6516,Prying,1
6517,warned,43
6518,hoyden,1
6519,scolded,8
6520,tolerate,2
6521,count,24
6522,steel-cutter,1
6523,aircraft,7
6524,two-fingered,1
6525,tidied,1
6526,Using,18
6527,dissect,1
6528,dumpling,2
6529,Cutting,2
6530,steel,16
6531,dangerous,91
6532,million,25
6533,homeless,2
6534,grumbled,19
6535,gon,16
6536,correction,1
6537,released,15
6538,Information,1
6539,thirty,27
6540,precise,7
6541,estimated,2
6542,interruption,2
6543,Single,1
6544,rehousing,1
6545,meaningfully,1
6546,cauldron,3
6547,elation,1
6548,lasted,11
6549,Except,15
6550,obliged,13
6551,queued,2
6552,Thursday,14
6553,share,55
6554,served,16
6555,reduced,5
6556,portion,1
6557,sliding,19
6558,favouritisms,1
6559,everybody,51
6560,lull,5
6561,portions,1
6562,starved,5
6563,nag,8
6564,winning,22
6565,nagged,3
6566,Heard,1
6567,hubby,2
6568,kiddy,2
6569,hush-hush,1
6570,rarely,14
6571,snapshot,1
6572,handbag,10
6573,brave,70
6574,faceless,7
6575,New,20
6576,Tweed,2
6577,Coat,1
6578,scrappy,2
6579,Takes,4
6580,discussing,8
6581,prying,6
6582,lovie,2
6583,Town,23
6584,rations,1
6585,fortnight,4
6586,vitamin,1
6587,ration,5
6588,brilliantly,5
6589,cod,3
6590,liver,5
6591,translucent,2
6592,greenish-gold,1
6593,liquid,16
6594,spoonful,2
6595,previous,21
6596,gin,10
6597,complained,29
6598,tiff,1
6599,clothing,13
6600,coupons,7
6601,nappies,1
6602,layette,1
6603,wee,31
6604,mite,1
6605,cash,11
6606,Clothes,3
6607,Exchange,2
6608,Nor,28
6609,Voluntary,1
6610,Busybodies,1
6611,Worse,12
6612,Raid,1
6613,Wardens,1
6614,Beggars,2
6615,choosers,2
6616,woolly,5
6617,cardy,1
6618,Try,46
6619,dodge,2
6620,vitamins,1
6621,Interfering,1
6622,Matter,1
6623,Scottish,5
6624,tartan,3
6625,kilts,2
6626,Matching,1
6627,heather,14
6628,fluffy,5
6629,jumper,4
6630,Fair,3
6631,Isle,1
6632,clerk,3
6633,hatch,20
6634,empties,1
6635,wasting,14
6636,bossy,3
6637,importantly,3
6638,exchange,13
6639,rummage,1
6640,swap,6
6641,Ta,10
6642,trestle,3
6643,heaped,7
6644,headscarves,1
6645,sifting,1
6646,muddle,4
6647,rescue,31
6648,scrabbling,9
6649,survivors,3
6650,emergence,1
6651,grizzled,1
6652,escaping,19
6653,measure,32
6654,fumigated,1
6655,supervision,3
6656,gloves,21
6657,directly,32
6658,emerged,19
6659,jostling,5
6660,crowd,85
6661,fawn,2
6662,A.R.P,4
6663,retrieved,3
6664,canary,2
6665,ashes,9
6666,soot,4
6667,Real,9
6668,tweed,8
6669,label,24
6670,Daniel,1
6671,Neal,1
6672,Appointment,1
6673,Majesty,11
6674,smelled,22
6675,musty,9
6676,cuffs,11
6677,feminine,2
6678,Princesses,1
6679,double-breasted,1
6680,pearl,8
6681,buttons,17
6682,constricting,1
6683,woollen,15
6684,socks,41
6685,yellowy,2
6686,shade,18
6687,madam,17
6688,velvet,27
6689,Posh,2
6690,nanny,1
6691,flaps,4
6692,letterboxes,2
6693,tram,1
6694,Holborn,1
6695,hanky,10
6696,trimmed,5
6697,border,2
6698,printed,13
6699,violets,4
6700,Swiss,8
6701,rinse,5
6702,keepsakes,3
6703,Yet,23
6704,essentials,1
6705,veil,3
6706,Flowers,6
6707,violet-patterned,2
6708,Henrietta,2
6709,Forbes-Read,2
6710,Though,45
6711,unpick,1
6712,Sent,1
6713,America,20
6714,spill,11
6715,billy,1
6716,coat-owner,1
6717,gazing,53
6718,refined,2
6719,tissue-paper,3
6720,Went,7
6721,Ward,4
6722,3-South,3
6723,disappearing,11
6724,port-hole,2
6725,cheer,26
6726,blundered,4
6727,groping,4
6728,graze,6
6729,all-clear,1
6730,inwards,5
6731,scurrying,13
6732,shiny,31
6733,bedsteads,2
6734,covers,20
6735,gowns,5
6736,cot,13
6737,older-looking,1
6738,marched,27
6739,navy-blue,2
6740,lodgings,6
6741,sinking,16
6742,realized,96
6743,Away,8
6744,cheery,5
6745,chatting,9
6746,queue,17
6747,smudged,6
6748,pin,17
6749,Elizabeth,135
6750,Margaret,4
6751,elder,13
6752,princess,49
6753,Main,2
6754,airs,5
6755,graces,2
6756,ladylike,1
6757,pleasantly,9
6758,Princess,21
6759,queen,17
6760,royal,5
6761,governess,4
6762,tongue,47
6763,'em,83
6764,behave,17
6765,desks,12
6766,Specially,3
6767,wouldn't.,1
6768,Stars,4
6769,chose,29
6770,Swanson,1
6771,Loretta,1
6772,Ginger,2
6773,Rogers,1
6774,Barbara,2
6775,Stanwyck,1
6776,exotic,6
6777,Forever,2
6778,Midnight,190
6779,Comes,1
6780,screen,44
6781,matt,1
6782,Ssh,8
6783,ssh,2
6784,visiting,15
6785,gaping,8
6786,crater,4
6787,nothingness,4
6788,direct,11
6789,dig,15
6790,pack,26
6791,ached,9
6792,feelings,30
6793,changing,33
6794,breather,2
6795,Usually,16
6796,saved,34
6797,pills,7
6798,M,7
6799,B,66
6800,drum,20
6801,pierced,4
6802,oxygen,2
6803,blinding,6
6804,pat,7
6805,rent,12
6806,babies,22
6807,stockings,27
6808,coupon,1
6809,seams,2
6810,Vase,1
6811,suede,1
6812,peeptoe,1
6813,bags,30
6814,married,50
6815,Cost,1
6816,bob,7
6817,frock,12
6818,bouquet,1
6819,disconnecting,1
6820,fluttering,12
6821,iron,61
6822,girders,6
6823,shatters,1
6824,jagged,6
6825,Them,15
6826,Crouching,4
6827,redness,2
6828,flame,12
6829,shilling,24
6830,Listening,4
6831,noises,19
6832,joy-ride,1
6833,loudspeakers,3
6834,Underground,2
6835,stations,4
6836,tuberculosis,1
6837,confused,27
6838,purposefully,2
6839,specially,25
6840,siren,7
6841,Winfarthing-Fersfield,1
6842,prime,19
6843,targets,4
6844,bombed,8
6845,tightly,36
6846,germs,8
6847,Hollidaye,143
6848,evacuated,3
6849,France,14
6850,medal,7
6851,braver,4
6852,padre,1
6853,parachute,2
6854,bravest,2
6855,Derek,57
6856,anyhow,11
6857,cry,96
6858,departures,1
6859,cackling,3
6860,let's,63
6861,Buffet,1
6862,scalding,1
6863,milky,5
6864,Trip,1
6865,Train,4
6866,compartment,10
6867,oil-cloth,1
6868,roller-blinds,1
6869,alongside,20
6870,next-door,7
6871,useful,58
6872,fold-out,1
6873,brass,20
6874,ashtrays,2
6875,coat-hooks,1
6876,upholstered,1
6877,matching,9
6878,luggage,14
6879,rack,11
6880,comfy,1
6881,kit,4
6882,slung,14
6883,khaki,3
6884,corpse,3
6885,Ooops-a-daisy,1
6886,pretended,16
6887,shaded,15
6888,lamps,13
6889,parlour,16
6890,Hers,4
6891,hooks,6
6892,Brighton,4
6893,Hove,1
6894,Southern,5
6895,Promenade,1
6896,Eastbourne,1
6897,seaside,7
6898,Other,19
6899,flea,6
6900,organ-grinder,2
6901,monkey,20
6902,streaky,2
6903,bucket,50
6904,soapy,3
6905,sparkle,2
6906,blinds,5
6907,Oi,5
6908,lean,17
6909,smuts,2
6910,index,2
6911,pearls,10
6912,Wears,1
6913,posh,8
6914,unsure,6
6915,royalty,1
6916,Goes,3
6917,greyish,4
6918,fawnish,1
6919,insides,6
6920,White,30
6921,Grey,2
6922,scuff,1
6923,riff-raff,2
6924,Lay,8
6925,lap,32
6926,Suck,1
6927,dirt,25
6928,flecked,4
6929,specks,2
6930,cradled,3
6931,protective,7
6932,outstretched,15
6933,filthy,20
6934,suck,8
6935,Obediently,2
6936,Sssh,4
6937,ta,12
6938,long-ago,1
6939,knitted,7
6940,bloke,14
6941,tenderly,7
6942,stuffy,7
6943,purse,13
6944,Taking,22
6945,Nan,7
6946,click-clack,1
6947,ticket-clipper,1
6948,nosy,3
6949,Ai,13
6950,Full,7
6951,Aw,6
6952,du,18
6953,Cows,1
6954,bulls,2
6955,buses,3
6956,boxes,47
6957,railings,14
6958,pavements,7
6959,cleaned,9
6960,rivulets,6
6961,Walk,5
6962,Night,16
6963,Wakey-wakey,1
6964,production,5
6965,seize,3
6966,slithery,3
6967,traps,6
6968,heel,10
6969,clawed,3
6970,briar,2
6971,blackout,7
6972,careless,6
6973,costs,15
6974,blackness,13
6975,trunk,11
6976,obstacles,2
6977,ambiguous,2
6978,smells,9
6979,unrecognizable,1
6980,rotted,2
6981,creatures,55
6982,fleshy,1
6983,unknown,20
6984,relentlessly,4
6985,retrenching,1
6986,proceed,2
6987,onward,3
6988,tanks,5
6989,newsreel,2
6990,creaking,7
6991,groaning,6
6992,limbless,2
6993,legless,1
6994,hedges,22
6995,whispering,15
6996,Dick,20
6997,Barton,1
6998,Special,9
6999,Agent,1
7000,Fifth,2
7001,Columnists,2
7002,giant,70
7003,nuns,2
7004,rifles,2
7005,skirts,17
7006,disguise,8
7007,unspeakably,2
7008,caused,30
7009,havoc,5
7010,lurked,3
7011,pounce,3
7012,surging,6
7013,poison,11
7014,scot-free,2
7015,uncertain,10
7016,unexplained,3
7017,high-heels,1
7018,tapping,8
7019,Himmler,1
7020,marching,6
7021,dab,2
7022,towel,16
7023,make-up,9
7024,pilots,1
7025,handles,11
7026,tiredness,2
7027,Clinging,1
7028,piggy-back,1
7029,bunchy,1
7030,flick,10
7031,wrists,13
7032,warden,4
7033,shapes,43
7034,disguised,8
7035,Sisters,1
7036,Charity,2
7037,stony,8
7038,striding,5
7039,refound,1
7040,setting,29
7041,blooming,5
7042,Looks,16
7043,night-time,2
7044,hospitals,2
7045,rustling,9
7046,drawing-room,23
7047,Side,1
7048,cobbled,10
7049,courtyard,6
7050,outhouses,1
7051,butt,7
7052,passages,4
7053,Sha,1
7054,panelled,3
7055,brightly,23
7056,paraffin,6
7057,grey-haired,1
7058,twigs,18
7059,soup-dish,1
7060,hurrying,19
7061,Told,6
7062,delightful,6
7063,Lilian,33
7064,spooning,1
7065,frequently,6
7066,brow,5
7067,sprouting,7
7068,independently,1
7069,hypnotic,3
7070,swivelling,2
7071,compelling,2
7072,powers,18
7073,patterned,4
7074,rugs,6
7075,skirt,35
7076,Large,5
7077,Shake,4
7078,nicely,13
7079,dears,8
7080,yourselves,19
7081,awfully,27
7082,harnessed,1
7083,goat-cart,1
7084,ridden,9
7085,armchair,37
7086,darlings,5
7087,visitors,33
7088,insanitary,1
7089,Chinese,4
7090,Runner,1
7091,bean,13
7092,salted,4
7093,simply,127
7094,pounds,52
7095,freeze,6
7096,fear,105
7097,swivel-eyed,1
7098,remove,18
7099,bayonets,1
7100,safer,9
7101,explosions,1
7102,raid,21
7103,Country,9
7104,nightgown,1
7105,sleeves,21
7106,knickers,12
7107,sheets,23
7108,blankets,16
7109,eiderdown,6
7110,curly,13
7111,similar,29
7112,separate,19
7113,travelling,28
7114,Blue,10
7115,streamed,5
7116,pigeon,4
7117,freely,6
7118,Green,44
7119,festooned,2
7120,rounded,8
7121,hills,21
7122,horizon,20
7123,noble,7
7124,eight-fingered,1
7125,privies,1
7126,toys,14
7127,Whose,9
7128,dolls,6
7129,rocking,7
7130,looters,2
7131,steal,25
7132,possessions,4
7133,countries,43
7134,owners,10
7135,curtained,3
7136,furnished,7
7137,playroom,1
7138,armchairs,9
7139,scramble,8
7140,Loopy,44
7141,Lil,54
7142,screw,7
7143,clattered,12
7144,steaming,10
7145,jug,35
7146,washing,29
7147,Reluctantly,10
7148,wash-stand,1
7149,brush,21
7150,Thursdays,3
7151,geyser,1
7152,tub,17
7153,shampoo,2
7154,swish,3
7155,tepid,1
7156,underclothes,2
7157,P,7
7158,crossly,16
7159,Washing,1
7160,pummelled,2
7161,trot,9
7162,kip,4
7163,kicks,5
7164,turns,42
7165,hump,4
7166,satin,6
7167,breakfast-time,2
7168,stirring,9
7169,porridge,23
7170,appetite,7
7171,blackish,1
7172,honey,24
7173,honeycomb,3
7174,wax,18
7175,jars,11
7176,jam,38
7177,muslin,5
7178,sewn,11
7179,beads,23
7180,trooper,1
7181,gifted,1
7182,brim,8
7183,cart,44
7184,oval-shaped,1
7185,droppings,6
7186,coal,14
7187,shovels,1
7188,vegetable,20
7189,plots,6
7190,P's,4
7191,Q's,4
7192,right-hand,4
7193,spirits,36
7194,evacuees,12
7195,bees,29
7196,clover,6
7197,Agricultural,1
7198,emergency,12
7199,committee,4
7200,ban,2
7201,batch,4
7202,Village,2
7203,Newly,1
7204,wed,21
7205,swirled,6
7206,pinch,6
7207,salt,58
7208,scold,5
7209,reprimand,2
7210,whereas,3
7211,Post,21
7212,Toasties,1
7213,American,22
7214,1,332
7215,cooking,13
7216,scarlet,20
7217,bottled,4
7218,institution,3
7219,diminished,3
7220,Land,1
7221,teaspoon,2
7222,Boiled,1
7223,poached,1
7224,soft-boiled,1
7225,frightfully,7
7226,spoon,23
7227,regulation,1
7228,meal-times,1
7229,egg-dish,1
7230,powder,20
7231,cylindrical,3
7232,Hit,7
7233,attacking,8
7234,Spoon,1
7235,incendiary,1
7236,bombs,7
7237,yolk,3
7238,imagining,11
7239,butter,67
7240,spreading,20
7241,Lovely,5
7242,herd,9
7243,Elphinstone,1
7244,milking,24
7245,month,61
7246,Flies,2
7247,egg-shells,1
7248,powdered,4
7249,unable,37
7250,swallow,23
7251,bananas,24
7252,banana,12
7253,tasted,14
7254,eldest,16
