,Synsets,domain,vote,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,ngrams_last_mean,CHILDES_Sum_Rel,BNC_Sum
486,Synset('armoire.n.01'),furn,nb,0,1,0,9,64,7,1,1,0.0,0.9302203567681008,1.1942786776546368,-15.534861354603226,1.7555588013887174e-17,7.0
487,Synset('clothes_closet.n.01'),furn,nb,0,1,0,9,33,12,2,1,0.0,0.9302203567681008,0.6157999431656721,-17.723764745275215,1.7555588013887174e-17,1e-10
488,Synset('coat_closet.n.01'),furn,nb,0,1,0,9,30,11,1,1,0.0,0.9302203567681008,0.559818130150611,-17.1956348968535,1.7555588013887174e-17,1e-10
489,Synset('berth.n.03'),furn,nb,2,1,0,10,42,4,3,9,0.0,1.0335781741867784,0.7837453822108553,-13.41496513961908,6.495567565138254e-06,490.0
490,Synset('built-in_bed.n.01'),furn,nb,0,1,0,10,42,12,1,1,0.0,1.0335781741867784,0.7837453822108553,-20.274890062372343,1.7555588013887174e-17,1e-10
491,Synset('bunk_bed.n.01'),furn,nb,0,1,0,10,30,4,2,9,0.0,1.0335781741867784,0.559818130150611,-13.646697693657783,6.495567565138254e-06,276.0
492,Synset('deathbed.n.02'),furn,nb,0,1,0,10,30,8,1,2,0.0,1.0335781741867784,0.559818130150611,-13.74664103166947,1.7555588013887174e-17,76.0
493,Synset('double_bed.n.01'),furn,nb,0,1,0,10,45,10,1,1,0.0,1.0335781741867784,0.8397271952259164,-15.367661717247714,1.7555588013887174e-17,1e-10
494,Synset('four-poster.n.01'),furn,nb,0,1,1,10,85,11,1,1,3.126984126984127,1.0335781741867784,1.5861513687600644,-15.499957723100565,1.7555588013887174e-17,85.0
495,Synset('hammock.n.02'),furn,b,0,1,0,10,92,4,2,13,0.0,1.0335781741867784,1.7167755991285405,-12.633655359831447,1.018224104805456e-05,1030.0
496,Synset('marriage_bed.n.01'),furn,nb,0,1,0,10,36,12,1,1,0.0,1.0335781741867784,0.6717817561807331,-15.977963192795288,1.7555588013887174e-17,1e-10
497,Synset('murphy_bed.n.01'),furn,nb,0,1,0,10,68,10,1,1,0.0,1.0335781741867784,1.2689210950080516,-18.18802491401947,1.7555588013887174e-17,1e-10
498,Synset('plank-bed.n.01'),furn,nb,0,1,0,10,36,9,1,1,0.0,1.0335781741867784,0.6717817561807331,-19.93160468414068,1.7555588013887174e-17,1e-10
499,Synset('platform_bed.n.01'),furn,nb,0,1,0,10,21,12,1,1,0.0,1.0335781741867784,0.3918726911054276,-18.843144752564225,1.7555588013887174e-17,1e-10
500,Synset('sickbed.n.01'),furn,nb,0,1,0,10,35,7,1,1,0.0,1.0335781741867784,0.6531211518423795,-15.863970334404325,1.7555588013887174e-17,8.0
501,Synset('single_bed.n.01'),furn,nb,1,1,0,10,22,10,1,1,0.0,1.0335781741867784,0.4105332954437813,-15.72005684849139,1.7555588013887174e-17,1e-10
502,Synset('sleigh_bed.n.01'),furn,nb,0,1,0,10,69,10,1,1,0.0,1.0335781741867784,1.287581699346405,-18.088495320895014,1.7555588013887174e-17,1e-10
503,Synset('trundle_bed.n.01'),furn,nb,0,1,0,10,39,7,4,3,0.0,1.0335781741867784,0.7277635691957942,-16.354569678696908,1.7555588013887174e-17,38.0
504,Synset('twin_bed.n.01'),furn,nb,0,1,0,10,31,8,1,1,0.0,1.0335781741867784,0.5784787344889647,-16.736102550997337,1.7555588013887174e-17,1e-10
505,Synset('water_bed.n.01'),furn,nb,0,1,0,10,70,9,1,1,0.0,1.0335781741867784,1.306242303684759,-17.56096785621733,1.7555588013887174e-17,1e-10
506,Synset('student_lamp.n.01'),furn,nb,0,1,0,10,51,12,1,1,0.0,1.0335781741867784,0.9516908212560388,-18.099077472927394,1.7555588013887174e-17,1e-10
507,Synset('card_index.n.01'),furn,nb,1,1,0,10,94,10,3,2,0.0,1.0335781741867784,1.7540968078052477,-16.798183893234814,1.7555588013887174e-17,1e-10
508,Synset('vertical_file.n.01'),furn,nb,0,1,0,10,54,13,1,1,0.0,1.0335781741867784,1.0076726342710998,-17.92685402069007,1.7555588013887174e-17,1e-10
509,Synset('banquette.n.01'),furn,nb,0,1,0,10,20,9,1,1,0.0,1.0335781741867784,0.3732120867670739,-15.896335604403903,1.7555588013887174e-17,9.0
510,Synset('flat_bench.n.01'),furn,nb,0,1,0,10,52,10,1,1,0.0,1.0335781741867784,0.9703514255943924,-18.14999757200428,1.7555588013887174e-17,1e-10
511,Synset('park_bench.n.01'),furn,nb,0,1,0,10,24,10,1,1,0.0,1.0335781741867784,0.4478545041204887,-15.486715779604747,1.7555588013887174e-17,1e-10
512,Synset('penalty_box.n.01'),furn,nb,0,1,1,10,107,11,1,1,3.126984126984127,1.0335781741867784,1.9966846642038456,-17.4605886607717,1.7555588013887174e-17,1e-10
513,Synset('pew.n.01'),furn,nb,0,1,0,10,57,3,2,1,0.0,1.0335781741867784,1.0636544472861609,-13.920693974410352,1.7555588013887174e-07,105.0
514,Synset('prie-dieu.n.01'),furn,nb,0,1,0,10,25,9,1,1,0.0,1.0335781741867784,0.4665151084588425,-16.99700589384371,1.7555588013887174e-17,6.0
515,Synset('settle.n.01'),furn,nb,0,1,0,10,31,6,2,23,0.0,1.0335781741867784,0.5784787344889647,-11.554596195905756,4.002674067166276e-05,2717.0
516,Synset('window_seat.n.01'),furn,nb,0,1,0,10,50,11,1,1,0.0,1.0335781741867784,0.933030216917685,-15.063544965685937,1.7555588013887174e-17,1e-10
517,Synset('armchair.n.01'),furn,nb,6,1,1,10,42,8,1,1,3.126984126984127,1.0335781741867784,0.7837453822108553,-13.070331757523585,2.2822264418053323e-06,640.0
518,Synset('barber_chair.n.01'),furn,nb,0,1,1,10,68,12,1,1,3.126984126984127,1.0335781741867784,1.2689210950080516,-17.772276967576367,1.7555588013887174e-17,1e-10
519,Synset('chair_of_state.n.01'),furn,nb,5,1,0,10,52,14,1,1,0.0,1.0335781741867784,0.9703514255943924,-16.077013736421822,1.7555588013887174e-17,1e-10
520,Synset('chaise_longue.n.01'),furn,nb,0,1,0,10,27,6,3,2,0.0,1.0335781741867784,0.5038363171355499,-14.420752176841235,1.7555588013887174e-17,50.0
521,Synset('eames_chair.n.01'),furn,nb,0,1,0,10,112,11,1,1,0.0,1.0335781741867784,2.0899876858956143,-19.004786100554565,1.7555588013887174e-17,1e-10
522,Synset('fighting_chair.n.01'),furn,nb,0,1,0,10,67,14,1,1,0.0,1.0335781741867784,1.250260490669698,-18.90470261545014,1.7555588013887174e-17,1e-10
523,Synset('folding_chair.n.01'),furn,nb,3,1,1,10,43,13,1,1,3.126984126984127,1.0335781741867784,0.802405986549209,-15.903035646967217,1.7555588013887174e-17,1e-10
524,Synset('ladder-back.n.01'),furn,nb,0,1,1,10,26,11,2,2,3.126984126984127,1.0335781741867784,0.4851757127971962,-18.253351432840184,1.7555588013887174e-17,1.0
525,Synset('lawn_chair.n.01'),furn,nb,0,1,0,10,51,10,2,1,0.0,1.0335781741867784,0.9516908212560388,-16.56894374954861,1.7555588013887174e-17,1e-10
526,Synset('straight_chair.n.01'),furn,nb,1,1,2,10,36,10,2,1,6.253968253968254,1.0335781741867784,0.6717817561807331,-17.514447873050965,1.7555588013887174e-17,1e-10
527,Synset('swivel_chair.n.01'),furn,nb,0,1,0,10,32,12,1,1,0.0,1.0335781741867784,0.5971393388273184,-15.69571678185941,1.7555588013887174e-17,1e-10
528,Synset('tablet-armed_chair.n.01'),furn,nb,0,1,1,10,53,18,1,1,3.126984126984127,1.0335781741867784,0.989012029932746,-23.025850929940457,1.7555588013887174e-17,1e-10
529,Synset('wheelchair.n.01'),furn,b,2,1,0,10,116,10,1,1,0.0,1.0335781741867784,2.164630103249029,-12.779681899827464,8.777794006943587e-07,553.0
530,Synset('convertible.n.03'),furn,nb,3,1,0,10,39,8,2,6,0.0,1.0335781741867784,0.7277635691957942,-13.765872135716752,3.511117602777435e-07,401.0
531,Synset('daybed.n.01'),furn,nb,0,1,0,10,50,6,2,2,0.0,1.0335781741867784,0.933030216917685,-17.283819768956178,1.7555588013887174e-17,4.0
532,Synset('divan.n.01'),furn,nb,0,1,0,10,58,5,1,4,0.0,1.0335781741867784,1.0823150516245146,-13.969102047976568,1.7555588013887174e-17,85.0
533,Synset('love_seat.n.01'),furn,nb,0,1,0,10,32,8,4,3,0.0,1.0335781741867784,0.5971393388273184,-14.340639616572028,1.7555588013887174e-17,71.0
534,Synset('settee.n.02'),furn,nb,0,1,0,10,12,6,1,2,0.0,1.0335781741867784,0.2239272520602443,-14.387790884404474,3.493562014763547e-05,316.0
535,Synset('squab.n.02'),furn,nb,0,1,0,10,18,5,1,4,0.0,1.0335781741867784,0.3358908780903665,-16.275224453553907,1.7555588013887174e-17,9.0
536,Synset('campstool.n.01'),furn,nb,0,1,0,10,15,9,1,1,0.0,1.0335781741867784,0.2799090650753055,-17.80392691312429,1.7555588013887174e-17,1.0
537,Synset('cutty_stool.n.01'),furn,nb,0,1,0,10,92,11,1,1,0.0,1.0335781741867784,1.7167755991285405,-19.979784383247527,1.7555588013887174e-17,1e-10
538,Synset('footstool.n.01'),furn,nb,0,1,0,10,57,6,4,5,0.0,1.0335781741867784,1.0636544472861609,-15.10245411556315,1.228891160972102e-06,52.0
539,Synset('milking_stool.n.01'),furn,nb,0,1,0,10,81,13,1,1,0.0,1.0335781741867784,1.5115089514066495,-17.93584956563938,1.7555588013887174e-17,1e-10
540,Synset('music_stool.n.01'),furn,nb,0,1,0,10,55,11,2,1,0.0,1.0335781741867784,1.0263332386094537,-17.24119751511969,1.7555588013887174e-17,1e-10
541,Synset('step_stool.n.01'),furn,nb,0,1,0,10,58,10,1,1,0.0,1.0335781741867784,1.0823150516245146,-17.47758627133917,1.7555588013887174e-17,1e-10
542,Synset('taboret.n.01'),furn,nb,0,1,0,10,34,7,2,1,0.0,1.0335781741867784,0.6344605475040258,-17.760559656418263,1.7555588013887174e-17,1e-10
543,Synset('bar.n.02'),furn,b,10,1,0,10,44,3,1,19,0.0,1.0335781741867784,0.8210665908875627,-10.07623676030837,1.1762243969304406e-05,6405.0
544,Synset('checkout.n.03'),furn,b,0,1,0,10,59,8,2,3,0.0,1.0335781741867784,1.1009756559628685,-14.79255776374328,2.2822264418053323e-06,83.0
545,Synset('meat_counter.n.01'),furn,nb,0,1,0,10,42,12,1,1,0.0,1.0335781741867784,0.7837453822108553,-17.795563966611944,1.7555588013887174e-17,1e-10
546,Synset('notions_counter.n.01'),furn,nb,0,1,0,10,30,15,1,1,0.0,1.0335781741867784,0.559818130150611,-20.90777121543374,1.7555588013887174e-17,1e-10
547,Synset('reception_desk.n.01'),furn,nb,0,1,0,10,51,14,1,1,0.0,1.0335781741867784,0.9516908212560388,-15.179965903971071,1.7555588013887174e-17,1e-10
548,Synset('davenport.n.02'),furn,nb,0,1,0,10,31,9,1,3,0.0,1.0335781741867784,0.5784787344889647,-16.251484476735257,1.7555588013887174e-17,4.0
549,Synset('secretary.n.04'),furn,nb,0,1,0,10,23,9,4,4,0.0,1.0335781741867784,0.429193899782135,-12.150210436518108,7.022235205554869e-07,4946.0
550,Synset('writing_desk.n.02'),furn,nb,0,1,0,10,47,12,1,2,0.0,1.0335781741867784,0.8770484039026238,-15.427622605899977,1.7555588013887174e-17,1e-10
551,Synset('gateleg_table.n.01'),furn,nb,0,1,0,10,63,13,1,1,0.0,1.0335781741867784,1.175618073316283,-19.69793328111451,1.7555588013887174e-17,1e-10
552,Synset('tilt-top_table.n.01'),furn,nb,0,1,0,10,84,9,3,1,0.0,1.0335781741867784,1.5674907644217106,-21.52331626673396,1.7555588013887174e-17,1e-10
553,Synset('lectern.n.01'),furn,nb,0,1,0,10,88,7,2,1,0.0,1.0335781741867784,1.6421331817751257,-15.377699367893808,1.7555588013887174e-17,79.0
554,Synset('drafting_table.n.01'),furn,nb,0,1,0,10,31,13,2,1,0.0,1.0335781741867784,0.5784787344889647,-17.447565236096334,1.7555588013887174e-17,1e-10
555,Synset('workbench.n.01'),furn,nb,1,1,0,10,46,5,3,9,0.0,1.0335781741867784,0.8583877995642701,-12.39109312382221,1.0533352808332303e-05,1572.0
556,Synset('dinner_table.n.01'),furn,nb,0,1,1,10,49,12,1,1,3.126984126984127,1.0335781741867784,0.9143696125793312,-13.921095974000066,1.7555588013887174e-17,1e-10
557,Synset('high_table.n.01'),furn,nb,0,1,1,10,98,10,1,1,3.126984126984127,1.0335781741867784,1.8287392251586625,-15.80754612971022,1.7555588013887174e-17,1e-10
558,Synset('refectory_table.n.01'),furn,nb,0,1,0,10,72,15,1,1,0.0,1.0335781741867784,1.3435635123614662,-17.883051379447334,1.7555588013887174e-17,1e-10
559,Synset('triclinium.n.02'),furn,nb,0,1,0,10,61,10,1,2,0.0,1.0335781741867784,1.1382968646395757,-16.76819244741152,1.7555588013887174e-17,1e-10
560,Synset('lower_berth.n.01'),furn,nb,0,1,0,11,23,5,2,16,0.0,1.1369359916054564,0.429193899782135,-9.770483123848075,2.1066705616664607e-06,11389.0
561,Synset('upper_berth.n.01'),furn,nb,0,1,0,11,24,5,2,6,0.0,1.1369359916054564,0.4478545041204887,-10.52265471506875,1.7555588013887174e-17,4305.0
562,Synset('hospital_bed.n.01'),furn,nb,0,1,1,11,99,12,1,1,3.126984126984127,1.1369359916054564,1.847399829497016,-14.497596252654036,1.7555588013887174e-17,1e-10
563,Synset('rolodex.n.01'),furn,nb,0,1,0,11,118,7,1,1,0.0,1.1369359916054564,2.201951311925737,-16.187862748768747,1.7555588013887174e-17,3.0
564,Synset('captain's_chair.n.01'),furn,nb,0,1,0,11,78,15,1,1,0.0,1.1369359916054564,1.4555271383915884,-17.24075585713973,1.7555588013887174e-17,1e-10
565,Synset('easy_chair.n.01'),furn,nb,1,1,0,11,34,10,3,1,0.0,1.1369359916054564,0.6344605475040258,-15.208705712646353,1.7555588013887174e-17,1e-10
566,Synset('fauteuil.n.01'),furn,nb,0,1,0,11,23,8,1,1,0.0,1.1369359916054564,0.429193899782135,-16.739120612698002,1.7555588013887174e-17,1e-10
567,Synset('morris_chair.n.01'),furn,nb,0,1,0,11,35,12,1,1,0.0,1.1369359916054564,0.6531211518423795,-17.32752551892856,1.7555588013887174e-17,1e-10
568,Synset('recliner.n.01'),furn,nb,0,1,0,11,97,7,3,3,0.0,1.1369359916054564,1.8100786208203088,-15.554580449967956,1.7555588013887174e-17,27.0
569,Synset('camp_chair.n.01'),furn,nb,0,1,0,11,21,10,1,1,0.0,1.1369359916054564,0.3918726911054276,-17.584005579561946,1.7555588013887174e-17,1e-10
570,Synset('deck_chair.n.01'),furn,nb,0,1,0,11,76,10,2,1,0.0,1.1369359916054564,1.418205929714881,-16.62702841119392,1.7555588013887174e-17,1e-10
571,Synset('yacht_chair.n.01'),furn,nb,0,1,0,11,40,11,1,1,0.0,1.1369359916054564,0.7464241735341479,-23.025850929940457,1.7555588013887174e-17,1e-10
572,Synset('boston_rocker.n.01'),furn,nb,0,1,0,11,71,13,1,1,0.0,1.1369359916054564,1.3249029080231127,-19.45052508816284,1.7555588013887174e-17,1e-10
573,Synset('platform_rocker.n.01'),furn,nb,0,1,0,11,34,15,1,1,0.0,1.1369359916054564,0.6344605475040258,-20.3397871155194,1.7555588013887174e-17,1e-10
574,Synset('shoofly.n.02'),furn,nb,0,1,0,11,129,7,1,2,0.0,1.1369359916054564,2.407217959647628,-18.87252324883337,1.7555588013887174e-17,1e-10
575,Synset('windsor_chair.n.01'),furn,nb,0,1,0,11,63,13,1,1,0.0,1.1369359916054564,1.175618073316283,-17.199954549414386,1.7555588013887174e-17,1e-10
576,Synset('bath_chair.n.01'),furn,nb,0,1,0,11,56,10,1,1,0.0,1.1369359916054564,1.0449938429478072,-18.28139899108635,1.7555588013887174e-17,1e-10
577,Synset('motorized_wheelchair.n.01'),furn,nb,0,1,0,11,33,20,1,1,0.0,1.1369359916054564,0.6157999431656721,-18.23972635303252,1.7555588013887174e-17,1e-10
578,Synset('davenport.n.03'),furn,nb,1,1,0,11,43,9,1,3,0.0,1.1369359916054564,0.802405986549209,-16.251484476735257,1.7555588013887174e-17,4.0
579,Synset('studio_couch.n.01'),furn,nb,0,1,0,11,86,7,2,1,0.0,1.1369359916054564,1.604811973098418,-18.2499828203441,1.7555588013887174e-17,1e-10
580,Synset('cash_bar.n.01'),furn,nb,0,1,0,11,69,8,1,1,0.0,1.1369359916054564,1.287581699346405,-18.53149840263569,1.7555588013887174e-17,1e-10
581,Synset('oyster_bar.n.01'),furn,nb,0,1,0,11,81,10,1,1,0.0,1.1369359916054564,1.5115089514066495,-18.07455782032652,1.7555588013887174e-17,1e-10
582,Synset('salad_bar.n.01'),furn,nb,0,1,0,11,58,9,1,1,0.0,1.1369359916054564,1.0823150516245146,-16.33853304095129,1.7555588013887174e-17,1e-10
583,Synset('snack_bar.n.01'),furn,nb,2,1,0,11,23,6,3,5,0.0,1.1369359916054564,0.429193899782135,-14.479675151257185,3.511117602777435e-07,527.0
584,Synset('soda_fountain.n.01'),furn,nb,0,1,0,11,71,13,1,2,0.0,1.1369359916054564,1.3249029080231127,-16.071022567411962,1.7555588013887174e-17,1e-10
585,Synset('sushi_bar.n.01'),furn,nb,0,1,0,11,27,9,1,1,0.0,1.1369359916054564,0.5038363171355499,-16.80367046076634,1.7555588013887174e-17,1e-10
586,Synset('wet_bar.n.01'),furn,nb,0,1,0,11,58,7,1,1,0.0,1.1369359916054564,1.0823150516245146,-16.680508158133666,1.7555588013887174e-17,1e-10
587,Synset('wine_bar.n.01'),furn,nb,0,1,0,11,27,8,1,1,0.0,1.1369359916054564,0.5038363171355499,-16.645091313005196,1.7555588013887174e-17,1e-10
588,Synset('lab_bench.n.01'),furn,nb,0,1,1,11,27,9,2,1,3.126984126984127,1.1369359916054564,0.5038363171355499,-17.85349258526502,1.7555588013887174e-17,1e-10
589,Synset('wing_chair.n.01'),furn,nb,0,1,0,12,51,10,1,1,0.0,1.2402938090241342,0.9516908212560388,-16.59894793492516,1.7555588013887174e-17,1e-10
590,Synset('cathedra.n.01'),furn,nb,0,1,1,12,47,8,2,1,3.126984126984127,1.2402938090241342,0.8770484039026238,-16.21435256301664,1.7555588013887174e-17,5.0
591,Synset('mercy_seat.n.01'),furn,nb,0,1,0,12,17,10,1,2,0.0,1.2402938090241342,0.3172302737520129,-16.106647290675824,1.7555588013887174e-17,1e-10
592,Synset('musnud.n.01'),furn,nb,0,1,1,12,64,6,1,1,3.126984126984127,1.2402938090241342,1.1942786776546368,-17.940232169632022,1.7555588013887174e-17,1e-10
593,Synset('peacock-throne.n.01'),furn,nb,0,1,0,12,131,14,1,1,0.0,1.2402938090241342,2.4445391683243347,-21.20789820244548,1.7555588013887174e-17,1e-10
594,Synset('chesterfield.n.02'),furn,nb,0,1,0,12,46,12,1,3,0.0,1.2402938090241342,0.8583877995642701,-17.108013432461195,1.7555588013887174e-17,13.0
595,Synset('commissary.n.02'),furn,nb,0,1,0,12,28,10,1,2,0.0,1.2402938090241342,0.5224969214739036,-13.703139552423092,1.7555588013887174e-17,15.0
596,Synset('milk_bar.n.01'),furn,nb,0,1,0,12,75,8,1,1,0.0,1.2402938090241342,1.399545325376527,-18.10977274058025,1.7555588013887174e-17,1e-10
597,Synset('furniture.n.01'),furn,nb,196,1,0,7,62,9,3,1,0.0,0.723504721930745,1.1569574689779294,-12.038504180708658,7.373346965832612e-06,3233.0
598,Synset('toga_virilis.n.01'),garm,nb,0,1,0,11,76,12,1,1,0.0,1.1581196581196582,1.2557005243263015,-17.524378409235283,1.7555588013887174e-17,1e-10
599,Synset('abaya.n.01'),garm,nb,0,1,0,9,80,5,1,1,0.0,0.9475524475524476,1.3217900256066333,-17.063441615106928,1.7555588013887174e-17,5.0
600,Synset('prayer_shawl.n.01'),garm,nb,0,1,0,11,95,6,3,2,0.0,1.1581196581196582,1.5696256554078771,-17.486516462245756,1.7555588013887174e-17,1e-10
601,Synset('kanzu.n.01'),garm,nb,0,1,0,8,86,5,1,1,0.0,0.8422688422688422,1.420924277527131,-18.905313055375416,1.7555588013887174e-17,1e-10
602,Synset('trouser.n.01'),garm,b,26,1,8,8,109,4,2,5,28.906666666666663,0.8422688422688422,1.8009389098890378,-14.23983205182294,4.03778524319405e-06,319.0
603,Synset('chap.n.04'),garm,nb,0,1,0,9,157,4,1,5,0.0,0.9475524475524476,2.594012925253018,-11.436433646214514,2.1066705616664607e-06,1437.0
604,Synset('slacks.n.01'),garm,nb,0,1,0,9,45,6,1,15,0.0,0.9475524475524476,0.7435068894037312,-13.865874370530738,1.7555588013887174e-17,111.0
605,Synset('caftan.n.02'),garm,nb,0,1,0,10,106,6,2,2,0.0,1.052836052836053,1.751371783928789,-16.2931009850585,1.7555588013887174e-17,26.0
606,Synset('black_tie.n.02'),garm,nb,0,1,0,11,41,9,1,2,0.0,1.1581196581196582,0.6774173881233996,-15.677291916710084,1.7555588013887174e-17,1e-10
607,Synset('weeds.n.01'),garm,nb,0,1,0,8,61,5,2,5,0.0,0.8422688422688422,1.007864894525058,-12.669955104647654,2.633338202083076e-06,525.0
608,Synset('poncho.n.01'),garm,b,0,1,0,10,59,6,1,1,0.0,1.052836052836053,0.974820143884892,-15.04300564071556,1.7555588013887174e-17,23.0
609,Synset('uplift.n.02'),garm,nb,0,1,0,9,47,6,1,5,0.0,0.9475524475524476,0.7765516400438971,-13.228273937435777,1.7555588013887174e-17,321.0
610,Synset('three-piece_suit.n.01'),garm,nb,0,1,1,10,60,16,1,1,3.613333333333333,1.052836052836053,0.991342519204975,-16.45604158950045,1.7555588013887174e-17,1e-10
611,Synset('two-piece.n.01'),garm,nb,0,1,0,10,69,9,3,3,0.0,1.052836052836053,1.1400438970857212,-16.642319447649925,1.7555588013887174e-17,45.0
612,Synset('sunsuit.n.01'),garm,nb,0,1,0,8,54,7,1,1,0.0,0.8422688422688422,0.8922082672844774,-20.109285883735133,1.7555588013887174e-07,1.0
613,Synset('snowsuit.n.01'),garm,nb,0,1,0,9,38,8,1,1,0.0,0.9475524475524476,0.6278502621631508,-17.25185829305774,1.7555588013887174e-07,1e-10
614,Synset('wet_suit.n.01'),garm,b,0,1,0,8,112,8,1,1,0.0,0.8422688422688422,1.8505060358492864,-16.633559102820797,1.7555588013887174e-17,1e-10
615,Synset('jersey.n.03'),garm,nb,1,1,0,9,30,6,3,5,0.0,0.9475524475524476,0.4956712596024875,-13.738942138647936,1.755558801388717e-06,927.0
616,Synset('spat.n.02'),garm,nb,0,1,0,9,62,4,2,14,0.0,0.9475524475524476,1.0243872698451408,-13.59362713321864,5.266676404166152e-07,509.0
617,Synset('chador.n.01'),garm,nb,0,1,0,9,78,6,4,1,0.0,0.9475524475524476,1.2887452749664674,-17.60036440336671,1.7555588013887174e-17,4.0
618,Synset('fur_coat.n.01'),garm,nb,2,1,0,10,18,8,1,1,0.0,1.052836052836053,0.2974027557614925,-14.710488772031194,1.7555588013887174e-17,1e-10
619,Synset('sheepskin_coat.n.01'),garm,nb,0,1,0,10,24,6,2,6,0.0,1.052836052836053,0.3965370076819899,-16.243292892411606,1.7555588013887174e-17,1.0
620,Synset('bolo_tie.n.01'),garm,nb,0,1,0,10,78,4,4,2,0.0,1.052836052836053,1.2887452749664674,-17.072208474243276,1.7555588013887174e-17,3.0
621,Synset('ascot.n.01'),garm,nb,0,1,0,10,62,5,1,1,0.0,1.052836052836053,1.0243872698451408,-17.375640116355758,1.7555588013887174e-17,1e-10
622,Synset('sweater.n.01'),garm,b,4,1,2,8,66,6,2,8,7.226666666666666,0.8422688422688422,1.0904767711254724,-13.321331330182574,6.864234913429885e-05,1068.0
623,Synset('culotte.n.01'),garm,nb,0,1,0,9,15,7,1,1,0.0,0.9475524475524476,0.2478356298012437,-16.713659544437096,1.7555588013887174e-17,4.0
624,Synset('chesterfield.n.03'),garm,nb,0,1,0,11,38,12,1,3,0.0,1.1581196581196582,0.6278502621631508,-17.108013432461195,1.7555588013887174e-17,13.0
625,Synset('zoot_suit.n.01'),garm,nb,0,1,0,9,28,9,1,1,0.0,0.9475524475524476,0.4626265089623216,-17.051385283336167,1.7555588013887174e-17,1e-10
626,Synset('dirndl.n.01'),garm,nb,0,1,0,10,38,6,1,2,0.0,1.052836052836053,0.6278502621631508,-18.00244538085842,1.7555588013887174e-17,3.0
627,Synset('crinoline.n.02'),garm,nb,0,1,0,10,47,9,1,3,0.0,1.052836052836053,0.7765516400438971,-15.57281096543396,1.7555588013887174e-17,21.0
628,Synset('sable_coat.n.01'),garm,nb,0,1,0,11,29,10,1,1,0.0,1.1581196581196582,0.4791488842824045,-17.729717318326784,1.7555588013887174e-17,1e-10
629,Synset('swaddling_clothes.n.01'),garm,nb,0,1,0,8,58,15,2,2,0.0,0.8422688422688422,0.9582977685648092,-16.33609697623959,1.7555588013887174e-17,1e-10
630,Synset('wraparound.n.01'),garm,nb,0,1,0,8,97,10,1,1,0.0,0.8422688422688422,1.6026704060480428,-15.010097191971552,1.7555588013887174e-17,21.0
631,Synset('raglan.n.01'),garm,nb,0,1,1,8,51,6,1,1,3.613333333333333,0.8422688422688422,0.8426411413242287,-17.713919056073223,1.7555588013887174e-17,8.0
632,Synset('reversible.n.01'),garm,nb,0,1,0,8,97,10,1,5,0.0,0.8422688422688422,1.6026704060480428,-12.915224476134629,1.7555588013887174e-17,203.0
633,Synset('legging.n.01'),garm,b,4,1,0,8,73,6,3,1,0.0,0.8422688422688422,1.206133398366053,-17.803774050973953,3.511117602777435e-07,11.0
634,Synset('skirt.n.02'),garm,b,14,1,6,8,64,5,1,8,21.68,0.8422688422688422,1.0574320204853067,-11.905320498764931,1.5448917452220713e-05,1364.0
635,Synset('motley.n.02'),garm,nb,0,1,1,8,62,6,1,7,3.613333333333333,0.8422688422688422,1.0243872698451408,-13.575133754553477,1.7555588013887174e-17,121.0
636,Synset('fur.n.03'),garm,nb,0,1,0,8,52,3,1,3,0.0,0.8422688422688422,0.8591635166443117,-11.245238070126955,5.793344044582767e-06,1017.0
637,Synset('kirtle.n.01'),garm,nb,0,1,0,11,68,6,1,2,0.0,1.1581196581196582,1.1235215217656382,-15.984843289060132,1.7555588013887174e-17,3.0
638,Synset('straitjacket.n.02'),garm,b,0,1,0,8,127,12,2,2,0.0,0.8422688422688422,2.0983416656505303,-15.867160114542534,1.7555588013887174e-17,78.0
639,Synset('separate.n.02'),garm,nb,0,1,0,8,87,8,1,19,0.0,0.8422688422688422,1.4374466528472136,-9.641577296209729,4.740008763749536e-06,8834.0
640,Synset('head_covering.n.01'),garm,nb,4,1,0,8,39,4,2,6,0.0,0.8422688422688422,0.6443726374832337,-12.21501721528462,1.7555588013887174e-07,449.0
641,Synset('scarf.n.01'),garm,b,16,1,0,8,76,5,1,5,0.0,0.8422688422688422,1.2557005243263015,-12.759001636540958,2.229559677763671e-05,488.0
642,Synset('peplos.n.01'),garm,nb,0,1,0,8,105,6,3,2,0.0,0.8422688422688422,1.7348494086087063,-17.449933256938593,1.7555588013887174e-17,7.0
643,Synset('shirt.n.01'),garm,b,10,1,6,8,44,5,1,2,21.68,0.8422688422688422,0.7269845140836483,-10.809490816632618,4.634675235666213e-05,2553.0
644,Synset('overgarment.n.01'),garm,nb,87,1,0,8,34,11,2,1,0.0,0.8422688422688422,0.5617607608828191,-16.763342656165797,1.7555588013887174e-17,1.0
645,Synset('undergarment.n.01'),garm,nb,28,1,0,8,35,12,2,2,0.0,0.8422688422688422,0.5782831362029021,-15.809924020084884,1.7555588013887174e-17,46.0
646,Synset('khimar.n.01'),garm,nb,0,1,0,11,82,6,1,1,0.0,1.1581196581196582,1.3548347762467992,-18.56290607598159,1.7555588013887174e-17,1e-10
