,Synsets,domain_x,nrhypos_x,nrdirhypers_x,nrpartrels_x,depthfromtopsynset_x,glosslength_x,minwordlength_x,nroflemmas_x,polyscore_max_x,ngrams_last_mean,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,res_ngrams_2008_mean,ngrams_2008_mean_log_y,ngrams_sum08,ngrams_max08,All_CHILDES_mean,All_CHILDES_mean_log,CHILDES_sum,CHILDES_Sum_log,CHILDES_max,CHILDES_max_log,KBNC_mean,KBNC_mean_log,KBNC_Sum,KBNC_Sum_log,KBNC_max,KBNC_max_log,CABNC_mean,CABNC_mean_log,CABNC_sum,CABNC_Sum_log,CABNC_max,CABNC_max_log,BNC_mean,BNC_mean_log,BNC_sum,BNC_Sum_log,BNC_max,BNC_max_log,A1_Label,A2_Label,A3_Label,MV,vote_x,CHILDES_Rel_mean,KBNC_Rel_mean,CABNC_Rel_mean,BNC_Rel_mean,CHILDES_Rel_mean_log,KBNC_Rel_mean_log,CABNC_Rel_mean_log,BNC_Rel_mean_log,CHILDES_Sum_Rel,KBNC_Sum_Rel,CABNC_Sum_Rel,BNC_Sum_Rel,CHILDES_appear,KBNC_appear,CABNC_appear,BNC_appear,"CHILDES_per100,000","KBNC_per100,000","CABNC_per100,000","BNC_per100,000",CHILDES_perMillionWords,KBNC_perMillionWords,CABNC_perMillionWords,BNC_perMillionWords,binary
469,Synset('post_horn.n.01'),music,0,1,0,9,65,9,1,1,-19.04963669,0.0,0.8929219600725952,0.8226578175644389,5.331481478521027e-09,-19.04963668644784,5.331481478521027e-09,5.331481478521027e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
470,Synset('psaltery.n.01'),music,0,1,0,9,118,8,1,1,-16.16608727,0.0,0.8929219600725952,1.493440345732366,9.531417788366525e-08,-16.16608726627429,9.531417788366525e-08,9.531417788366525e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,6.251224011987347e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.587903457460605,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,6.251224011987347e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0062512240119873,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0625122401198734,b
471,Synset('rain_stick.n.01'),music,0,1,0,9,256,10,1,1,-19.56659727,0.0,0.8929219600725952,3.240006173792252,3.179323915247778e-09,-19.566597268026023,3.179323915247778e-09,3.179323915247778e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
477,Synset('saxhorn.n.01'),music,0,1,0,10,75,7,1,1,-20.08188692,0.0,0.9921355111917723,0.9492205587281988,1.8990977679322896e-09,-20.081886922538253,1.8990977679322896e-09,1.8990977679322896e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,h,l,b,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
486,Synset('steel_drum.n.01'),music,0,1,0,9,166,10,1,1,-17.55889963,0.0,0.8929219600725952,2.1009415033184133,2.367373497236258e-08,-17.558899632359413,2.367373497236258e-08,2.367373497236258e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
503,Synset('vibraphone.n.01'),music,0,1,0,9,134,5,3,2,-16.13602844,0.0,0.8929219600725952,1.6959407315943815,9.822270446990801e-08,-16.136028441895533,2.9466811340972404e-07,2.601763924303669e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,46.5,3.8394523125933104,93.0,4.532599493153256,86.0,4.454347296253507,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511586e-17,4.152598807963024e-07,-38.58115936931148,-13.907092888875194,-37.72175640501975,-14.694361293922608,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511586e-17,8.305197615926047e-07,0,1,0,1,1.7555588013887177e-12,0.091248618724034,4.146191391511586e-12,0.0830519761592604,1.7555588013887175e-11,0.9124861872403408,4.1461913915115854e-11,0.8305197615926047,nb
505,Synset('viola_d'amore.n.01'),music,0,1,0,11,41,13,1,1,-18.72996019,0.0,1.0913490623109496,0.5189072387714153,7.339756358248905e-09,-18.72996018856997,7.339756358248905e-09,7.339756358248905e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
506,Synset('viola_da_braccio.n.01'),music,0,1,0,11,67,16,1,1,-20.16644433,0.0,1.0913490623109496,0.8479703657971909,1.7451168288218355e-09,-20.16644433291888,1.7451168288218355e-09,1.7451168288218355e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
507,Synset('viola_da_gamba.n.01'),music,0,1,0,11,89,5,3,2,-16.44677939,0.0,1.0913490623109496,1.1264083963574625,7.198706460561277e-08,-16.446779392326214,2.1596119381683826e-07,1.3360408956941685e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,5.0,1.6094379124341005,5.0,1.6094379124341005,5.0,1.6094379124341005,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,4.4651600085623933e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.924375694081817,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,4.4651600085623933e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0044651600085623,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0446516000856239,nb
508,Synset('viola.n.03'),music,0,1,0,10,78,5,1,3,-14.54561727,0.0,0.9921355111917723,0.9871893810773268,4.818575689569116e-07,-14.54561726665396,4.818575689569116e-07,4.818575689569116e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,81.0,4.394449154672439,81.0,4.394449154672439,81.0,4.394449154672439,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,7.233559213871073e-07,-38.58115936931148,-36.93294381881565,-37.72175640501975,-14.13936445184348,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,7.233559213871073e-07,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0723355921387107,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.7233559213871074,b
516,Synset('zill.n.01'),music,0,1,0,10,123,4,1,1,-19.4161387,0.0,0.9921355111917723,1.556721716314246,3.695541650472478e-09,-19.41613870317519,3.695541650472478e-09,3.695541650472478e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
533,Synset('seat.n.03'),furn,68,1,3,8,41,4,1,16,-9.939472938077044,9.38095238095238,0.8268625393494228,0.7650847778725016,4.82327195641119e-05,-9.939472938077044,4.82327195641119e-05,4.82327195641119e-05,287.0,5.659482215759621,287.0,5.659482215759621,287.0,5.659482215759621,100.0,4.605170185988092,100.0,4.605170185988092,100.0,4.605170185988092,138.0,4.927253685157205,138.0,4.927253685157205,138.0,4.927253685157205,5706.0,8.649273531773446,5706.0,8.649273531773446,5706.0,8.649273531773446,b,h,b,b,b,5.038453759985618e-05,9.124861872403406e-05,5.721744120285988e-05,5.0956406017714e-05,-9.8958262236114,-9.301922702887104,-9.768651789922083,-9.884540074742471,5.038453759985618e-05,9.124861872403406e-05,5.721744120285988e-05,5.0956406017714e-05,1,1,1,1,5.038453759985618,9.124861872403406,5.721744120285988,5.0956406017714,50.38453759985619,91.24861872403406,57.217441202859874,50.956406017714,nb
545,Synset('crib.n.01'),furn,0,1,0,9,38,3,2,8,-13.089169658006432,0.0,0.9302203567681008,0.7091029648574405,2.067501554847695e-06,-13.089169658006432,4.13500310969539e-06,2.5945269044314045e-06,147.0,4.990432586778736,294.0,5.683579767338681,243.0,5.493061443340548,7.5,2.0149030205422647,15.0,2.70805020110221,13.0,2.5649493574615367,25.0,3.218875824868201,25.0,3.218875824868201,25.0,3.218875824868201,245.5,5.503296947234575,491.0,6.19644412779452,427.0,6.056784013228625,b,l,l,l,nb,2.5806714380414145e-05,6.843646404302555e-06,1.0365478478778964e-05,2.192393564204134e-06,-10.564875852592284,-11.89218986833293,-11.477029650211088,-13.030516659281345,5.161342876082829e-05,1.368729280860511e-05,1.0365478478778964e-05,4.384787128408268e-06,1,1,1,1,5.161342876082829,1.368729280860511,1.0365478478778962,0.4384787128408268,51.613428760828285,13.68729280860511,10.365478478778964,4.384787128408268,nb
565,Synset('ottoman.n.03'),furn,0,1,0,9,28,4,5,17,-14.404577947219588,0.0,0.9302203567681008,0.5224969214739036,5.54844497457907e-07,-14.404577947219588,2.774222487289535e-06,2.3189522835309617e-06,31.5,3.449987545831587,63.0,4.143134726391533,52.0,3.951243718581428,3.0,1.0986122886681098,6.0,1.791759469228055,4.0,1.3862943611198906,5.0,1.6094379124341005,5.0,1.6094379124341005,5.0,1.6094379124341005,61.6,4.120661870539474,308.0,5.730099782973574,276.0,5.62040086571715,l,b,l,l,nb,5.530010224374459e-06,2.737458561721022e-06,2.0730956957557925e-06,5.501077130548865e-07,-12.105320893539432,-12.808480600207083,-13.08646756264519,-14.413151735976443,1.1060020448748918e-05,5.474917123442044e-06,2.0730956957557925e-06,2.750538565274433e-06,1,1,1,1,1.106002044874892,0.5474917123442044,0.2073095695755792,0.2750538565274433,11.06002044874892,5.474917123442044,2.0730956957557924,2.7505385652744327,b
605,Synset('couch.n.03'),furn,0,1,0,10,83,5,1,4,-11.560061206754437,0.0,1.0335781741867784,1.548830160083357,9.539578968542628e-06,-11.560061206754437,9.539578968542628e-06,9.539578968542628e-06,130.0,4.867534450455582,130.0,4.867534450455582,130.0,4.867534450455582,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,459.0,6.129050210060545,459.0,6.129050210060545,459.0,6.129050210060545,b,l,b,b,b,2.2822264418053323e-05,9.124861872403406e-07,2.9023339740581098e-06,4.099016887860275e-06,-10.687773988915438,-13.907092888875194,-12.749995326023976,-12.404763396455373,2.2822264418053323e-05,9.124861872403406e-07,2.9023339740581098e-06,4.099016887860275e-06,1,1,1,1,2.2822264418053324,0.091248618724034,0.2902333974058109,0.4099016887860274,22.82226441805332,0.9124861872403408,2.9023339740581098,4.099016887860275,nb
723,Synset('jean.n.01'),garm,1,2,0,9,85,4,3,2,-14.80927829183341,0.0,0.9475524475524476,1.404401902207048,3.701793230466895e-07,-14.80927829183341,1.1105379691400683e-06,7.510674890909286e-07,3.0,1.0986122886681098,6.0,1.791759469228055,4.0,1.3862943611198906,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1.0,0.0,2.0,0.6931471805599453,1.0,0.0,97.5,4.579852378003801,195.0,5.272999558563747,182.0,5.204006687076795,b,l,b,b,b,5.266676404166152e-07,1.8249723744806813e-06,4.146191391511585e-07,8.707062016696662e-07,-14.45669615070291,-13.213945708315247,-14.69590547507929,-13.953961228512116,1.0533352808332303e-06,1.8249723744806813e-06,8.29238278302317e-07,1.7414124033393324e-06,1,1,1,1,0.105333528083323,0.1824972374480681,0.0829238278302317,0.1741412403339332,1.0533352808332304,1.8249723744806807,0.8292382783023171,1.7414124033393323,nb
739,Synset('singlet.n.01'),garm,0,1,0,9,62,4,3,7,-13.604914547176987,0.0,0.9475524475524476,1.0243872698451408,1.2344135645510808e-06,-13.604914547176987,3.7032406936532425e-06,3.052825377380941e-06,32.5,3.481240089335692,65.0,4.174387269895637,60.0,4.0943445622221,5.0,1.6094379124341005,10.0,2.302585092994046,9.0,2.19722457733622,16.0,2.772588722239781,16.0,2.772588722239781,16.0,2.772588722239781,98.66666666666669,4.591747165655951,296.0,5.69035945432406,256.0,5.545177444479562,l,b,b,b,b,5.705566104513331e-06,4.562430936201703e-06,6.633906226418536e-06,8.81124908356312e-07,-12.074068350035327,-12.297654976441091,-11.923316752839508,-13.942066440859968,1.141113220902666e-05,9.124861872403406e-06,6.633906226418536e-06,2.6433747250689354e-06,1,1,1,1,1.1411132209026662,0.9124861872403408,0.6633906226418537,0.2643374725068935,11.41113220902666,9.124861872403406,6.633906226418537,2.6433747250689352,b
744,Synset('niqab.n.01'),garm,0,1,0,10,95,5,1,1,-16.838450362527738,0.0,1.052836052836053,1.5696256554078771,4.865796299213798e-08,-16.838450362527738,4.865796299213798e-08,4.865796299213798e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
752,Synset('sealskin.n.02'),garm,0,1,0,8,56,8,1,2,-15.461961291659506,0.0,0.8422688422688422,0.9252530179246432,1.927327559769765e-07,-15.461961291659506,1.927327559769765e-07,1.927327559769765e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,11.0,2.3978952727983707,11.0,2.3978952727983707,11.0,2.3978952727983707,l,h,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,9.82335201883726e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.135918333717548,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,9.82335201883726e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0098233520188372,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0982335201883726,nb
757,Synset('camlet.n.01'),garm,0,1,0,8,31,6,1,2,-16.84586166677064,0.0,0.8422688422688422,0.5121936349225704,4.8298677057800894e-08,-16.84586166677064,4.8298677057800894e-08,4.8298677057800894e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,h,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
765,Synset('breechcloth.n.01'),garm,1,1,0,8,46,9,3,1,-16.40615659750492,0.0,0.8422688422688422,0.7600292647238142,7.497158982516795e-08,-16.40615659750492,2.249147694755039e-07,1.7127808860095686e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,18.0,2.8903717578961645,18.0,2.8903717578961645,18.0,2.8903717578961645,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.607457603082461e-07,-38.58115936931148,-36.93294381881565,-37.72175640501975,-15.643441848619752,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.607457603082461e-07,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0160745760308246,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.160745760308246,b
771,Synset('hijab.n.01'),garm,0,1,0,11,109,5,1,2,-14.70435878320901,0.0,1.1581196581196582,1.8009389098890378,4.11129008170974e-07,-14.70435878320901,4.11129008170974e-07,4.11129008170974e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,b,l,b,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124782e-09,-38.58115936931148,-36.93294381881565,-37.72175640501975,-18.53381360651592,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124782e-09,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0008930320017124,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0089303200171247,nb
781,Synset('headscarf.n.01'),garm,3,1,0,10,53,9,1,1,-14.815981104904298,0.0,1.052836052836053,0.8756858919643945,3.677063773466216e-07,-14.815981104904298,3.677063773466216e-07,3.677063773466216e-07,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,42.0,3.737669618283368,42.0,3.737669618283368,42.0,3.737669618283368,h,l,b,b,b,1.7555588013887174e-07,1.8249723744806813e-06,4.146191391511586e-17,3.7507344071924084e-07,-15.55530843937102,-13.213945708315247,-37.72175640501975,-14.796143988232547,1.7555588013887174e-07,1.8249723744806813e-06,4.146191391511586e-17,3.7507344071924084e-07,1,1,0,1,0.0175555880138871,0.1824972374480681,4.146191391511586e-12,0.037507344071924,0.1755558801388717,1.8249723744806807,4.1461913915115854e-11,0.3750734407192408,nb
783,Synset('kilt.n.01'),garm,0,1,0,9,117,4,1,1,-14.570858586379904,0.0,0.9475524475524476,1.933117912449701,4.698470661423926e-07,-14.570858586379904,4.698470661423926e-07,4.698470661423926e-07,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.0,1.3862943611198906,4.0,1.3862943611198906,4.0,1.3862943611198906,83.0,4.418840607796598,83.0,4.418840607796598,83.0,4.418840607796598,b,l,b,b,b,1.7555588013887174e-07,9.124861872403407e-17,1.658476556604634e-06,7.412165614213569e-07,-15.55530843937102,-36.93294381881565,-13.3096111139594,-14.11497299871932,1.7555588013887174e-07,9.124861872403407e-17,1.658476556604634e-06,7.412165614213569e-07,1,0,1,1,0.0175555880138871,9.124861872403408e-12,0.1658476556604634,0.0741216561421356,0.1755558801388717,9.124861872403407e-11,1.6584765566046342,0.7412165614213568,nb
811,Synset('jumper.n.06'),garm,0,1,0,11,40,6,1,8,-14.014400226989364,0.0,1.1581196581196582,0.6608950128033166,8.196403200599889e-07,-14.014400226989364,8.196403200599889e-07,8.196403200599889e-07,327.0,5.7899601708972535,327.0,5.7899601708972535,327.0,5.7899601708972535,4.0,1.3862943611198906,4.0,1.3862943611198906,4.0,1.3862943611198906,81.0,4.394449154672439,81.0,4.394449154672439,81.0,4.394449154672439,511.0,6.236369590203704,511.0,6.236369590203704,511.0,6.236369590203704,b,l,b,b,b,5.740677280541105e-05,3.6499447489613626e-06,3.358415027124384e-05,4.563393528750763e-06,-9.765348268473767,-12.520798527755304,-10.301456320406851,-12.297444016312214,5.740677280541105e-05,3.6499447489613626e-06,3.358415027124384e-05,4.563393528750763e-06,1,1,1,1,5.740677280541106,0.3649944748961362,3.358415027124384,0.4563393528750763,57.40677280541105,3.649944748961363,33.58415027124384,4.563393528750764,nb
855,Synset('camisole.n.01'),garm,0,1,0,9,41,8,2,2,-16.78454970239848,0.0,0.9475524475524476,0.6774173881233996,5.1352629093504034e-08,-16.78454970239848,1.0270525818700805e-07,1.0147341100719133e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,3.1354942159291497,23.0,3.1354942159291497,23.0,3.1354942159291497,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511585e-07,2.0539736039387e-07,-38.58115936931148,-13.907092888875194,-14.69590547507929,-15.398319390586767,1.7555588013887174e-17,9.124861872403406e-07,4.146191391511585e-07,2.0539736039387e-07,0,1,1,1,1.7555588013887177e-12,0.091248618724034,0.0414619139151158,0.0205397360393869,1.7555588013887175e-11,0.9124861872403408,0.4146191391511585,0.2053973603938699,b
