,Synsets,domain_x,nrhypos_x,nrdirhypers_x,nrpartrels_x,depthfromtopsynset_x,glosslength_x,minwordlength_x,nroflemmas_x,polyscore_max_x,ngrams_last_mean,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,res_ngrams_2008_mean,ngrams_2008_mean_log_y,ngrams_sum08,ngrams_max08,All_CHILDES_mean,All_CHILDES_mean_log,CHILDES_sum,CHILDES_Sum_log,CHILDES_max,CHILDES_max_log,KBNC_mean,KBNC_mean_log,KBNC_Sum,KBNC_Sum_log,KBNC_max,KBNC_max_log,CABNC_mean,CABNC_mean_log,CABNC_sum,CABNC_Sum_log,CABNC_max,CABNC_max_log,BNC_mean,BNC_mean_log,BNC_sum,BNC_Sum_log,BNC_max,BNC_max_log,A1_Label,A2_Label,A3_Label,MV,vote_x,CHILDES_Rel_mean,KBNC_Rel_mean,CABNC_Rel_mean,BNC_Rel_mean,CHILDES_Rel_mean_log,KBNC_Rel_mean_log,CABNC_Rel_mean_log,BNC_Rel_mean_log,CHILDES_Sum_Rel,KBNC_Sum_Rel,CABNC_Sum_Rel,BNC_Sum_Rel,CHILDES_appear,KBNC_appear,CABNC_appear,BNC_appear,"CHILDES_per100,000","KBNC_per100,000","CABNC_per100,000","BNC_per100,000",CHILDES_perMillionWords,KBNC_perMillionWords,CABNC_perMillionWords,BNC_perMillionWords,binary
884,Synset('garter_belt.n.01'),garm,0,1,0,9,86,11,2,1,-17.492941625453668,0.0,0.9475524475524476,1.420924277527131,2.5287854255040546e-08,-17.492941625453668,5.057570851008109e-08,4.392358476934533e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,b,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
901,Synset('bikini.n.02'),garm,0,1,0,9,33,6,2,3,-14.821018887027764,0.0,0.9475524475524476,0.5452383855627362,3.658586109622776e-07,-14.821018887027764,7.317172219245549e-07,5.787115355815331e-07,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,1.0,0.0,2.0,0.6931471805599453,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,76.0,4.330733340286331,152.0,5.0238805208462765,107.0,4.672828834461906,b,l,b,b,b,5.266676404166152e-07,9.124861872403406e-07,4.146191391511585e-07,6.787043213014834e-07,-14.45669615070291,-13.907092888875194,-14.69590547507929,-14.203080266229588,5.266676404166152e-07,1.8249723744806813e-06,4.146191391511585e-07,1.3574086426029669e-06,1,1,1,1,0.0526667640416615,0.1824972374480681,0.0414619139151158,0.1357408642602967,0.5266676404166152,1.8249723744806807,0.4146191391511585,1.3574086426029668,nb
909,Synset('underpants.n.01'),garm,6,1,1,9,112,10,1,1,-14.948635456271564,3.613333333333333,0.9475524475524476,1.8505060358492864,3.220253859126388e-07,-14.948635456271564,3.220253859126388e-07,3.220253859126388e-07,14.0,2.6390573296152584,14.0,2.6390573296152584,14.0,2.6390573296152584,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,141.0,4.948759890378168,141.0,4.948759890378168,141.0,4.948759890378168,l,b,l,l,nb,2.4577823219442043e-06,9.124861872403406e-07,1.2438574174534757e-06,1.2591751224145942e-06,-12.91625110975576,-13.907092888875194,-13.59729318641118,-13.58505371613775,2.4577823219442043e-06,9.124861872403406e-07,1.2438574174534757e-06,1.2591751224145942e-06,1,1,1,1,0.2457782321944204,0.091248618724034,0.1243857417453475,0.1259175122414594,2.457782321944204,0.9124861872403408,1.2438574174534756,1.2591751224145942,b
910,Synset('long_underwear.n.01'),garm,0,1,0,9,51,10,2,1,-17.299240867472218,0.0,0.9475524475524476,0.8426411413242287,3.0692703933965504e-08,-17.299240867472218,6.138540786793102e-08,4.847246160011309e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,h,l,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
921,Synset('sweatshirt.n.01'),garm,0,1,1,10,68,10,1,1,-14.311793851440168,3.613333333333333,1.052836052836053,1.1235215217656382,6.087891506467713e-07,-14.311793851440168,6.087891506467713e-07,6.087891506467713e-07,8.0,2.079441541679836,8.0,2.079441541679836,8.0,2.079441541679836,1.0,0.0,1.0,0.0,1.0,0.0,14.0,2.6390573296152584,14.0,2.6390573296152584,14.0,2.6390573296152584,111.0,4.709530201312334,111.0,4.709530201312334,111.0,4.709530201312334,b,l,b,b,b,1.4044470411109735e-06,9.124861872403406e-07,5.80466794811622e-06,9.912655219008508e-07,-13.475866897691184,-13.907092888875194,-12.05684814546403,-13.824283405203584,1.4044470411109735e-06,9.124861872403406e-07,5.80466794811622e-06,9.912655219008508e-07,1,1,1,1,0.1404447041110973,0.091248618724034,0.5804667948116219,0.099126552190085,1.4044470411109735,0.9124861872403408,5.80466794811622,0.9912655219008508,nb
928,Synset('sweat_suit.n.01'),garm,0,1,2,8,50,6,4,6,-15.500742636140403,7.226666666666666,0.8422688422688422,0.8261187660041458,1.854013993440873e-07,-15.500742636140403,7.416055973763491e-07,6.808522243773041e-07,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.0,0.0,1.0,0.0,1.0,0.0,67.0,4.204692619390966,67.0,4.204692619390966,67.0,4.204692619390966,l,b,b,b,b,1.7555588013887174e-07,9.124861872403407e-17,4.146191391511585e-07,5.983314411473604e-07,-15.55530843937102,-36.93294381881565,-14.69590547507929,-14.329120987124952,1.7555588013887174e-07,9.124861872403407e-17,4.146191391511585e-07,5.983314411473604e-07,1,0,1,1,0.0175555880138871,9.124861872403408e-12,0.0414619139151158,0.059833144114736,0.1755558801388717,9.124861872403407e-11,0.4146191391511585,0.5983314411473604,b
935,Synset('cardigan.n.01'),garm,0,1,1,9,69,8,1,2,-15.05960800116014,3.613333333333333,0.9475524475524476,1.1400438970857212,2.8820090847148094e-07,-15.05960800116014,2.8820090847148094e-07,2.8820090847148094e-07,46.0,3.828641396489095,46.0,3.828641396489095,46.0,3.828641396489095,8.0,2.079441541679836,8.0,2.079441541679836,8.0,2.079441541679836,18.0,2.8903717578961645,18.0,2.8903717578961645,18.0,2.8903717578961645,249.0,5.517452896464707,249.0,5.517452896464707,249.0,5.517452896464707,b,l,b,b,b,8.0755704863881e-06,7.299889497922725e-06,7.463144504720853e-06,2.2236496842640706e-06,-11.726667042881925,-11.827651347195358,-11.805533717183124,-13.016360710051211,8.0755704863881e-06,7.299889497922725e-06,7.463144504720853e-06,2.2236496842640706e-06,1,1,1,1,0.80755704863881,0.7299889497922725,0.7463144504720853,0.222364968426407,8.075570486388099,7.299889497922726,7.463144504720853,2.2236496842640707,nb
940,Synset('nightgown.n.01'),garm,0,2,1,8,72,4,5,6,-13.130709766140027,3.613333333333333,0.8422688422688422,1.18961102304597,1.983376691327976e-06,-13.130709766140027,9.91688345663988e-06,8.724917279323563e-06,19.5,2.970414465569701,78.0,4.356708826689592,50.0,3.912023005428146,5.666666666666667,1.7346010553881064,17.0,2.833213344056216,15.0,2.70805020110221,14.5,2.6741486494265287,29.0,3.367295829986474,19.0,2.9444389791664403,269.75,5.597495604138244,1079.0,6.983789965258135,763.0,6.637258031284457,l,b,l,l,nb,3.4233396627079984e-06,5.1707550610285976e-06,6.011977517691799e-06,2.4089538246194097e-06,-12.58489397380132,-12.172491833487086,-12.02175682565276,-12.936318002377677,1.3693358650831994e-05,1.551226518308579e-05,1.2023955035383598e-05,9.63581529847764e-06,1,1,1,1,1.3693358650831997,1.5512265183085792,1.2023955035383598,0.963581529847764,13.693358650831994,15.512265183085791,12.023955035383596,9.63581529847764,b
976,Synset('underwear.n.01'),garm,6,1,0,9,63,9,3,1,-13.986184097481424,0.0,0.9475524475524476,1.0409096451652238,8.430967663268044e-07,-13.986184097481424,2.5292902989804134e-06,2.174056362491683e-06,8.0,2.079441541679836,8.0,2.079441541679836,8.0,2.079441541679836,2.5,0.9162907318741552,5.0,1.6094379124341005,3.0,1.0986122886681098,5.5,1.7047480922384253,11.0,2.3978952727983707,10.0,2.302585092994046,172.66666666666666,5.151362953591374,518.0,6.249975242259483,452.0,6.113682179832232,b,h,b,b,b,1.4044470411109735e-06,2.281215468100852e-06,2.280405265331372e-06,1.5419685896235455e-06,-13.475866897691184,-12.990802157001038,-12.991157382840864,-13.382450652924543,1.4044470411109735e-06,4.562430936201703e-06,4.560810530662744e-06,4.625905768870637e-06,1,1,1,1,0.1404447041110973,0.4562430936201703,0.4560810530662744,0.4625905768870637,1.4044470411109735,4.562430936201703,4.560810530662744,4.625905768870637,nb
11,Synset('bodkin.n.03'),tool,0,1,0,9,66,6,1,4,-15.95388106,0.0,0.9116129032258066,1.0324830609804705,1.178467172735509e-07,-15.95388106307696,1.178467172735509e-07,1.178467172735509e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.0,2.19722457733622,9.0,2.19722457733622,9.0,2.19722457733622,l,l,b,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.037288015412303e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.3365890291797,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.037288015412303e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0080372880154123,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.080372880154123,nb
37,Synset('corkscrew.n.01'),tool,0,1,0,11,32,9,2,2,-15.35021996,0.0,1.1141935483870968,0.5005978477481068,2.155183108989989e-07,-15.350219961643395,4.3103662179799773e-07,4.308898837734887e-07,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,1.0,0.0,1.0,0.0,1.0,0.0,83.0,4.418840607796598,83.0,4.418840607796598,83.0,4.418840607796598,b,b,l,b,b,3.511117602777435e-07,2.737458561721022e-06,4.146191391511585e-07,7.412165614213569e-07,-14.862161258811074,-12.808480600207083,-14.69590547507929,-14.11497299871932,3.511117602777435e-07,2.737458561721022e-06,4.146191391511585e-07,7.412165614213569e-07,1,1,1,1,0.0351111760277743,0.2737458561721022,0.0414619139151158,0.0741216561421356,0.3511117602777434,2.737458561721022,0.4146191391511585,0.7412165614213568,b
38,Synset('crank_handle.n.01'),tool,0,1,0,10,29,12,2,1,-17.80344831,0.0,1.0129032258064516,0.4536667995217218,1.8537904544757573e-08,-17.803448306672195,3.707580908951513e-08,1.912485636523797e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,b,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
39,Synset('crank.n.04'),tool,1,1,0,9,63,5,2,10,-12.98602727,0.0,0.9116129032258066,0.9855520127540852,2.2921340701032022e-06,-12.98602726601311,4.5842681402064045e-06,2.95299446406716e-06,3.0,1.0986122886681098,6.0,1.791759469228055,3.0,1.0986122886681098,1.5,0.4054651081081644,3.0,1.0986122886681098,2.0,0.6931471805599453,8.0,2.079441541679836,16.0,2.772588722239781,15.0,2.70805020110221,244.5,5.499215308914927,489.0,6.192362489474872,393.0,5.973809611869261,b,b,h,b,b,5.266676404166152e-07,1.368729280860511e-06,3.316953113209268e-06,2.183463244187009e-06,-14.45669615070291,-13.501627780767029,-12.616463933399451,-13.034598297600992,1.0533352808332303e-06,2.737458561721022e-06,6.633906226418536e-06,4.366926488374018e-06,1,1,1,1,0.105333528083323,0.2737458561721022,0.6633906226418537,0.4366926488374018,1.0533352808332304,2.737458561721022,6.633906226418537,4.366926488374018,b
44,Synset('dibble.n.01'),tool,0,1,0,9,99,6,2,3,-17.03543581,0.0,0.9116129032258066,1.5487245914707055,3.9958044872889786e-08,-17.035435811467888,7.991608974577957e-08,5.3072085393068846e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,3.0,1.0986122886681098,6.0,1.791759469228055,3.0,1.0986122886681098,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,2.6790960051374344e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-17.43520131784781,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,5.358192010274869e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0053581920102748,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0535819201027486,b
73,Synset('mallet.n.03'),tool,2,1,0,10,167,6,2,6,-13.52647237,0.0,1.0129032258064516,2.6124950179354323,1.3351427128327489e-06,-13.526472370827252,2.6702854256654973e-06,1.970750190594117e-06,49.0,3.8918202981106265,49.0,3.8918202981106265,49.0,3.8918202981106265,2.0,0.6931471805599453,4.0,1.3862943611198906,3.0,1.0986122886681098,11.0,2.3978952727983707,22.0,3.091042453358316,19.0,2.9444389791664403,168.5,5.126935749792416,337.0,5.820082930352362,239.0,5.476463551931511,l,l,b,l,nb,8.602238126804714e-06,1.8249723744806813e-06,4.560810530662744e-06,1.5047589228855258e-06,-11.663488141260393,-13.213945708315247,-12.29801020228092,-13.406877856723504,8.602238126804714e-06,3.6499447489613626e-06,9.121621061325489e-06,3.0095178457710515e-06,1,1,1,1,0.8602238126804714,0.3649944748961362,0.9121621061325488,0.3009517845771051,8.602238126804714,3.649944748961363,9.121621061325488,3.009517845771052,nb
120,Synset('scraper.n.01'),tool,0,1,0,9,38,7,1,1,-14.55546538,0.0,0.9116129032258066,0.5944599442008769,4.771354724653065e-07,-14.555465377019864,4.771354724653065e-07,4.771354724653065e-07,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,3.828641396489095,46.0,3.828641396489095,46.0,3.828641396489095,h,h,b,h,nb,3.511117602777435e-07,9.124861872403406e-07,4.146191391511585e-07,4.1079472078774e-07,-14.862161258811074,-13.907092888875194,-14.69590547507929,-14.705172210026824,3.511117602777435e-07,9.124861872403406e-07,4.146191391511585e-07,4.1079472078774e-07,1,1,1,1,0.0351111760277743,0.091248618724034,0.0414619139151158,0.0410794720787739,0.3511117602777434,0.9124861872403408,0.4146191391511585,0.4107947207877399,nb
134,Synset('spade.n.02'),tool,2,1,0,10,68,5,1,4,-13.10073049,0.0,1.0129032258064516,1.063770426464727,2.0437371404113942e-06,-13.100730494474089,2.0437371404113942e-06,2.0437371404113942e-06,102.0,4.624972813284271,102.0,4.624972813284271,102.0,4.624972813284271,2.0,0.6931471805599453,2.0,0.6931471805599453,2.0,0.6931471805599453,14.0,2.6390573296152584,14.0,2.6390573296152584,14.0,2.6390573296152584,272.0,5.605802066295998,272.0,5.605802066295998,272.0,5.605802066295998,l,l,b,l,nb,1.7906699774164915e-05,1.8249723744806813e-06,5.80466794811622e-06,2.429047044657941e-06,-10.930335626086748,-13.213945708315247,-12.05684814546403,-12.92801154021992,1.7906699774164915e-05,1.8249723744806813e-06,5.80466794811622e-06,2.429047044657941e-06,1,1,1,1,1.7906699774164916,0.1824972374480681,0.5804667948116219,0.242904704465794,17.906699774164917,1.8249723744806807,5.80466794811622,2.4290470446579406,nb
169,Synset('bell_apple.n.01'),fruit,0,1,1,8,50,9,4,2,-19.75664084,1.3401360544217686,1.0012706480304956,0.7929479954918693,2.6540564066056013e-09,-19.74717664783135,1.0616225626422405e-08,8.853194621849525e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,l,l,b,l,nb,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,nb
177,Synset('blueberry.n.02'),fruit,0,1,2,8,85,9,1,2,-14.61977442,2.6802721088435373,1.0012706480304956,1.3480115923361775,4.474171646506875e-07,-14.61977442329174,4.474171646506875e-07,4.474171646506875e-07,9.0,2.19722457733622,9.0,2.19722457733622,9.0,2.19722457733622,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,10.0,2.302585092994046,10.0,2.302585092994046,10.0,2.302585092994046,l,l,b,l,nb,1.5800029212498455e-06,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-08,-13.3580838620348,-36.93294381881565,-37.72175640501975,-16.231228513521874,1.5800029212498455e-06,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-08,1,0,0,1,0.1580002921249845,9.124861872403408e-12,4.146191391511586e-12,0.0089303200171247,1.5800029212498454,9.124861872403407e-11,4.1461913915115854e-11,0.0893032001712478,nb
187,Synset('carissa_plum.n.01'),fruit,0,1,1,7,54,10,2,3,-23.02585093,1.3401360544217686,0.8761118170266836,0.8563838351312189,1e-10,-23.025850929940457,2e-10,1e-10,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
194,Synset('citron.n.01'),fruit,0,1,1,8,65,6,1,2,-15.09643087,1.3401360544217686,1.0012706480304956,1.0308323941394302,2.7778153821600426e-07,-15.096430865940356,2.7778153821600426e-07,2.7778153821600426e-07,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,13.0,2.5649493574615367,13.0,2.5649493574615367,13.0,2.5649493574615367,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.1609416022262217e-07,-38.58115936931148,-36.93294381881565,-37.72175640501975,-15.96886424905438,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,1.1609416022262217e-07,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0116094160222622,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.1160941602226221,b
198,Synset('cocoa_plum.n.02'),fruit,0,1,1,7,79,5,3,2,-20.51132078,1.3401360544217686,0.8761118170266836,1.2528578328771536,1.236079965235189e-09,-20.511320783211435,3.708239895705567e-09,2.92563706594251e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
204,Synset('cranberry.n.02'),fruit,0,2,2,8,43,9,1,2,-14.41079517,2.6802721088435373,1.0012706480304956,0.6819352761230076,5.514056056199479e-07,-14.410795172249616,5.514056056199479e-07,5.514056056199479e-07,27.0,3.295836866004329,27.0,3.295836866004329,27.0,3.295836866004329,1.0,0.0,1.0,0.0,1.0,0.0,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,51.0,3.9318256327243257,51.0,3.9318256327243257,51.0,3.9318256327243257,l,l,b,l,nb,4.740008763749536e-06,9.124861872403406e-07,4.146191391511586e-17,4.554463208733639e-07,-12.25947157336669,-13.907092888875194,-37.72175640501975,-14.601987973791593,4.740008763749536e-06,9.124861872403406e-07,4.146191391511586e-17,4.554463208733639e-07,1,1,0,1,0.4740008763749536,0.091248618724034,4.146191391511586e-12,0.0455446320873363,4.740008763749537,0.9124861872403408,4.1461913915115854e-11,0.4554463208733638,nb
205,Synset('currant.n.01'),fruit,3,1,0,8,76,7,1,3,-14.36654988,0.0,1.0012706480304956,1.2052809531476414,5.763504873357306e-07,-14.366549876344562,5.763504873357306e-07,5.763504873357306e-07,21.0,3.044522437723423,21.0,3.044522437723423,21.0,3.044522437723423,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,66.0,4.189654742026425,66.0,4.189654742026425,66.0,4.189654742026425,l,l,b,l,nb,3.686673482916306e-06,9.124861872403407e-17,4.146191391511586e-17,5.894011211302356e-07,-12.510786001647595,-36.93294381881565,-37.72175640501975,-14.344158864489492,3.686673482916306e-06,9.124861872403407e-17,4.146191391511586e-17,5.894011211302356e-07,1,0,0,1,0.3686673482916306,9.124861872403408e-12,4.146191391511586e-12,0.0589401121130235,3.6866734829163055,9.124861872403407e-11,4.1461913915115854e-11,0.5894011211302356,nb
239,Synset('hog_plum.n.04'),fruit,0,1,1,7,26,8,2,4,-20.14367227,1.3401360544217686,0.8761118170266836,0.412332957655772,1.785312675472994e-09,-20.14367226872278,3.5706253509459893e-09,2.6412845244294662e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
260,Synset('longanberry.n.02'),fruit,0,1,1,7,29,11,2,2,-20.08188692,1.3401360544217686,0.8761118170266836,0.4599098373852842,1.9490977679322896e-09,-20.05589925455326,3.898195535864579e-09,3.798195535864579e-09,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,-38.58115936931148,-36.93294381881565,-37.72175640501975,-41.55966453645637,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,8.930320017124781e-19,0,0,0,0,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,8.930320017124784e-14,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,8.930320017124784e-13,b
269,Synset('medlar.n.03'),fruit,0,1,1,7,97,6,1,4,-16.91629786,1.3401360544217686,0.8761118170266836,1.5383191112542265,4.5013749172539974e-08,-16.916297856675513,4.5013749172539974e-08,4.5013749172539974e-08,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,6.0,1.791759469228055,6.0,1.791759469228055,6.0,1.791759469228055,b,b,l,b,b,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,5.358192010274869e-08,-38.58115936931148,-36.93294381881565,-37.72175640501975,-16.742054137287862,1.7555588013887174e-17,9.124861872403407e-17,4.146191391511586e-17,5.358192010274869e-08,0,0,0,1,1.7555588013887177e-12,9.124861872403408e-12,4.146191391511586e-12,0.0053581920102748,1.7555588013887175e-11,9.124861872403407e-11,4.1461913915115854e-11,0.0535819201027486,b
